isbn,titre,auteur,categorie,prix_vente_eur,stock,nb_pages,annee_premiere_publication
9783453186880,Chapterhouse Dune,Frank Herbert,Science,39.16,18,482,1985
9780451622891,Mythology,Edith Hamilton,Classics,39.39,43,,
9798716103634,The Wild Knight and Other Poems,,Classics,19.07,3,99,1900
9780263095760,Fever,Charlotte Lamb,Romance,35.16,15,187,1979
9788402092014,The Big Sleep,Raymond Chandler,Mystery,34.36,25,,
9781480342187,Miserables,Alain Boublil,Music,19.16,28,,1991
9781942788768,The Unicorn Project,Gene Kim,Business,18.76,17,,
9781690319849,Double Down,Jeff Kinney,Fiction,21.78,37,224,2007
9789684196780,Skeleton crew,Stephen King,Horror,30.37,29,,
9781536681949,Winter Turning,Tui T. Sutherland,Childrens,32.67,25,336,2015
9781685450984,God of Malice,Rina Kent,Romance,14.01,18,,
9780671746520,The Sleepwalker,Robert Lawrence Stine,Horror,21.68,21,164,1990
9780062073747,Death in the Clouds,Agatha Christie,Mystery,26.67,29,251,1935
9781850180005,2001,Arthur C. Clarke,Science,20.66,27,,
9781083144430,La conquête du pain,Peter Kropotkin,History,27.51,10,,
9781534487673,Fear Street - Runaway,Robert Lawrence Stine,Horror,17.26,5,176,1997
9780812992182,Vagabonding,Rolf Potts,Travel,18.53,19,224,2002
9781481428149,Dork Diaries 7,Rachel Renée Russell,Childrens,7.73,6,344,2014
9781798850466,The Call of Cthulhu,H.P. Lovecraft,Horror,12.51,43,,
9780460116947,Youth,,Classics,8.77,27,339,1900
9780071614146,How to Make Money in Stocks,William J. O'Neil,Business,7.66,6,269,1988
9781466864580,Hex,Thomas Olde Heuvelt,Historical Fiction,18.05,8,,
9780575085688,Altered Carbon,Richard K. Morgan,Science,24.44,39,496,2002
9798532977518,The Sun Also Rises,Ernest Hemingway,Fiction,26.73,9,249,1926
9781732172234,Priest,Sierra Simone,Romance,12.19,6,354,2015
9782724215908,God Emperor of Dune,,Science,16.94,27,,
9780714822761,The story of art,,History,7.48,35,,
9781440673641,The Secret of the Old Clock,Carolyn Keene,Mystery,37.82,1,192,1930
9781784878719,Мастер и Маргарита,Михаил Афанасьевич Булгаков,Fiction,22.83,32,439,1966
9781726017640,The Time Machine,H. G. Wells,Fiction,32.25,15,,
9780786918065,Test of the Twins,,Travel,25.53,33,400,1986
9798627347820,His Last Bow [8 stories],,Mystery,15.70,24,236,1917
9780230015760,Endless Night,Agatha Christie,Mystery,28.68,30,239,1905
978006024803X,Falling Up,Shel Silverstein,Poetry,6.89,16,174,1996
9780141378480,The Magic Finger,Roald Dahl,Childrens,18.59,18,,
9780396080176,Evil Under the Sun,Agatha Christie,Mystery,29.34,5,224,1941
9789020632729,Destroy Me,Tahereh Mafi,Romance,7.46,5,111,2012
9781538739723,Verity,Colleen Hoover,Fiction,23.49,25,343,2018
9780061944727,His Bride,Gayle Callen,Historical Fiction,27.27,19,374,2002
9788445007037,The Shadow Rising,Robert Jordan,Fantasy,6.55,5,960,1992
9788420683324,Best served cold,,Fantasy,6.45,42,632,2009
9781857157246,Poems and Prose,Edgar Allan Poe,Poetry,29.56,44,255,1995
9781108057875,Classical Journal,Abraham John Valpy,Classics,22.81,16,,
9781713532125,Layla,,Mystery,14.01,7,,
9781417601356,A Little Princess,,Fiction,14.13,4,224,1905
9780765391162,Arcanum Unbounded,Brandon Sanderson,Fantasy,22.06,32,,
9780001604308,The Hidden Staircase,Carolyn Keene,Mystery,17.52,16,182,1930
9781335468437,Heated Rivalry,Rachel Reid,Romance,8.58,32,375,2019
978281120345X,Dark Lover,J. R. Ward,Romance,6.13,23,,
9780373511648,When Two Paths Meet,Betty Neels,Romance,34.85,35,206,1988
9781439580721,On the Way Home,Laura Ingalls Wilder,Travel,12.45,15,112,1962
9780300278576,Crush,Richard Siken,Poetry,7.26,23,80,2004
9789812340931,Texas Insight Guide (Insight Guides),,Travel,12.40,33,,
9786073108409,A Clash of Kings,George R. R. Martin,Fantasy,20.96,18,761,1998
9780373104420,Retribution,Charlotte Lamb,Romance,20.67,23,192,1981
9781414340913,As Sure as the Dawn,Francine Rivers,Historical Fiction,26.54,29,,
9781936719112,Anything you want,Derek Sivers,Business,31.97,34,96,2011
978038049668X,Dom Casmurro,Machado de Assis,Historical Fiction,19.02,14,268,1900
9781399633871,Once Upon a Broken Heart,Stephanie Garber,Fantasy,4.84,21,416,2021
9780894108815,Poems,Nizār Qabbānī,Poetry,30.24,6,,
9780958854344,"If you want to be rich and happy, don't go to school?",Robert T. Kiyosaki,Business,38.53,9,,
9780155826083,Sound and sense,,Poetry,36.26,33,345,1956
9780140139198,From Heaven Lake,Vikram Seth,Travel,30.98,37,178,1983
9798427336826,Murder on the Links,,Mystery,7.15,36,,
9780256234787,Entrepreneurship,Robert D. Hisrich,Business,14.83,20,,
9780061744303,The Further Observations of Lady Whistledown,Julia Quinn,Historical Fiction,16.05,28,391,2003
9780999174067,The Science Fiction Hall of Fame -- Volume One,,Science Fiction,32.11,37,,
9780263138382,Passionate Scandal,,Romance,15.62,7,,
9780451118103,The Fountainhead,Ayn Rand,Classics,15.41,16,724,1943
9780316501286,A Dowry of Blood,,Historical Fiction,15.27,45,272,2021
9781886463172,An echo in the darkness,,Historical Fiction,16.10,5,452,1994
9780823420278,Ten in the Bed,Cabrera Jane,Music,6.23,19,32,2006
9780718033323,BUILDING A STORY BRAND,Donald Miller,Business,18.82,28,,
9781444833386,The Phoenix and the Carpet,Edith Nesbit,Childrens,8.11,8,174,1903
9780263778809,A Man Possessed,,Romance,12.37,12,,
9788934977841,ההיסטוריה של המחר,Yuval Noah Harari,History,27.32,37,464,2015
9781101138052,Thinner,Stephen King,Horror,39.80,12,318,1984
9780809533756,The poetical works of Sir Walter Scott,Sir Walter Scott,Poetry,36.54,21,659,1800
9780003303377,The Thief of Always,Clive Barker,Horror,37.21,27,,
9788447368990,Peril at End House,Agatha Christie,Mystery,28.69,11,224,1932
9781435336667,Letters on demonology and witchcraft,Sir Walter Scott,History,20.29,9,320,1830
9781306337564,Think and Grow Rich,Napoleon Hill,Business,14.95,26,,
9780425029459,Starship Troopers,Robert A. Heinlein,Science,18.06,26,233,1959
9780812540116,Knife of Dreams,Robert Jordan,Fantasy,26.83,34,,
9780843960044,Highlander Ever After,Jennifer Ashley,Historical Fiction,17.21,34,368,2008
9780143432821,The Magic of the Lost Temple,Sudha Murti,Childrens,15.88,17,164,2015
9781841492391,The Algebraist,Iain Banks,Travel,36.21,17,,
9781433231933,Shards of Honor,Lois McMaster Bujold,Science,31.65,14,,
9788445073834,Burning Chrome,,Science,13.94,3,224,1986
9798642299869,The Princess and the Goblin,George MacDonald,Classics,39.29,24,185,1872
9780060829575,Stranger in My Arms,Lisa Kleypas,Historical Fiction,10.73,37,341,1998
9780060513061,A Light in the Attic,Shel Silverstein,Poetry,25.44,45,,
9789999589604,To Kill a Mockingbird,Harper Lee,Fiction,24.43,12,320,1960
9780263853087,The Marriage Possession,Helen Bianchin,Romance,23.69,11,192,2007
9780486243832,Orchestration,,Music,12.25,33,530,1914
9780856352737,La Divina Commedia,Dante Alighieri,Poetry,33.05,21,503,1472
9781963349023,$100M Offers,Alex Hormozi,Business,15.96,1,164,2021
9789710843480,Documentary sources of Philippine history,Gregorio F. Zaide,History,8.43,33,,
9780449024959,The Currents of Space,Isaac Asimov,Science,37.84,25,221,1952
9780451168283,Atlas Shrugged (Centennial Ed. HC),Ayn Rand,Fiction,39.05,27,1096,1936
9780881039108,"Thank You, Amelia Bedelia",Peggy Parish,Childrens,10.67,35,64,1964
9780821778555,Some Like It Wicked,Debbie Raleigh,Historical Fiction,12.40,37,350,2005
9781521093443,The Tell-Tale Heart,Edgar Allan Poe,Horror,14.93,11,30,1958
9780739370971,The City of Ember (The First Book of Ember),Jeanne DuPrau,Fantasy,18.36,36,270,1998
9788408282952,Twisted Lies,Ana Huang,Romance,38.75,14,,
9780030314810,Fundamentals of financial management,,Business,16.22,4,766,1978
9781591026907,Last Argument of Kings,Joe Abercrombie,Fantasy,35.84,5,,
9780963270702,The Satanic Verses,Salman Rushdie,Travel,16.39,0,560,1988
9780805243550,Tagebücher,Franz Kafka,Classics,13.59,6,,
9781512486162,Manifest der Kommunistischen Partei,,History,19.36,10,89,1848
9780785715627,Welcome to Dead House,Robert Lawrence Stine,Horror,23.83,6,144,1992
9780451525918,Women in Love,D. H. Lawrence,Classics,31.34,14,538,1877
9788418052637,How Music Works,,Music,14.94,20,,
9780156724005,A Poetry Handbook,,Poetry,35.93,10,,
9781440758089,I will teach you to be rich,Ramit Sethi,Business,7.80,38,272,2009
9798511718255,The Great Gatsby,F. Scott Fitzgerald,Fiction,19.77,41,185,1920
9781441739001,Christine,Stephen King,Horror,8.08,13,,
9788427298293,Crooked House,Agatha Christie,Mystery,37.27,34,215,1949
9789353445416,The Paradise Mystery,Joseph Smith Fletcher,Classics,6.26,36,,
9780763603519,The Night Before Christmas,Clement Clarke Moore,Poetry,4.64,5,30,1857
9782376862185,Binti,Nnedi Okorafor,Travel,11.57,1,,
9798790221941,'Twas the Night before Christmas,Clement Clarke Moore,Poetry,21.26,7,,
9781695322240,The Sea Fairies,L. Frank Baum,Classics,27.90,5,,
9786053751120,Small Gods,Terry Pratchett,Fantasy,18.00,11,351,1992
9782266227049,Gone,Michael Grant,Childrens,12.51,17,567,2006
9780451493835,Homegoing,Yaa Gyasi,Historical Fiction,7.92,42,320,2016
9780263118124,Without Trust,Penny Jordan,Romance,25.38,35,189,1988
9780945353874,The Lessons of History,Will Durant,History,38.68,43,,
9781446456309,Lady of Quality,Georgette Heyer,Historical Fiction,21.36,5,284,1972
9781689366922,The Great God Pan,Arthur Machen,Horror,24.72,33,73,1894
9781421889276,Pollyanna,Eleanor Hodgman Porter,Childrens,8.76,28,194,1912
9788466642613,The Vampire Lestat,Anne Rice,Horror,33.12,8,,
9780205060450,Basic materials in music theory,,Music,11.65,40,,
9780143566526,The Great Railway Bazaar,Paul Theroux,Travel,30.24,4,,
9788481096156,Poema de mio Cid,Anonymous,Poetry,34.82,33,,
9781594131523,Cell,Stephen King,Horror,26.56,33,461,2006
9798450814261,A strange disappearance,,Classics,24.56,37,176,1879
9788447369225,Sleeping Murder,Agatha Christie,Mystery,24.42,6,236,1940
9781280839290,The Dhandho Investor,Mohnish Pabrai,Business,35.58,16,208,2007
9781976446184,The Ballad of Reading Gaol,Oscar Wilde,Poetry,5.83,17,48,1896
9781539170389,Pillow thoughts,Courtney Peppernell,Poetry,18.72,25,262,2016
9780425104347,Darkness Comes,Dean Koontz,Horror,30.90,17,351,1984
9798438389804,Mrs. Dalloway,,Fiction,15.23,17,224,1925
9781534438545,Stellarlune,Shannon Messenger,Fantasy,38.93,14,732,2022
9780263102734,No Alternative,Margaret Way,Romance,33.73,17,,
9788422686569,Unfinished Tales of Númenor and Middle-earth,J.R.R. Tolkien,Fantasy,20.14,26,512,1980
9780140138351,A history of India,Romila Thapar,History,33.56,32,384,1965
9780241745168,Diary of a Wimpy Kid Party Pooper,,Childrens,18.78,33,224,2025
9788440672599,The Secret Bedroom,,Horror,33.99,3,167,1991
9781984819574,A Spell for Chameleon,Piers Anthony,Fantasy,29.44,17,,
9780786189694,Ἱστορίαι,Ἡρόδοτος,History,37.18,43,562,1494
9781417633845,Burr,Gore Vidal,Historical Fiction,10.79,30,,
9781975618674,A Princess of Mars,Edgar Rice Burroughs,Fiction,36.17,44,176,1912
9780345337757,Protector,,Science Fiction,34.73,13,,
9780671827038,The magic of believing,Claude M. Bristol,Business,14.03,26,245,1948
9788580445046,Elantris,Brandon Sanderson,Fantasy,28.65,30,638,2005
9781442445987,Exile,Shannon Messenger,Fantasy,4.80,16,572,2012
9788170554240,Meghadūta,Kālidāsa,Poetry,29.61,17,116,1813
9780736614818,The Day of the Jackal,Frederick Forsyth,Historical Fiction,13.42,29,416,1971
9780517202753,The Prophet,Kahlil Gibran,Classics,25.19,0,,
9781727208351,Gitanjali (song offerings),Rabindranath Tagore,Poetry,17.75,41,94,1910
9781471198144,Dork Diaries Collection,Rachel Renée Russell,Fiction,21.55,21,992,2020
9780373020751,To Catch A Butterfly,Marjorie Lewty,Romance,13.74,45,189,1977
9781092148580,Memoirs of Sherlock Holmes [11 stories],Arthur Conan Doyle,Mystery,22.81,15,259,1893
9780393419610,Concise History of Western Music,Barbara Russano Hanning,Music,25.74,42,736,1997
9780060934514,Angry Blonde,,Music,22.11,18,,
9781442486126,Fear Street - Switched,Robert Lawrence Stine,Horror,5.75,45,,
9780263775051,Dearest Traitor,Patricia Wilson,Romance,29.75,43,288,1992
9780061556746,Midnight,Erin Hunter,Fantasy,28.28,32,303,2005
9781417661589,The Pursuit,Johanna Lindsey,Historical Fiction,24.26,18,,
9786155514142,The Martian,,Science Fiction,33.12,11,,
9780263775570,Love in the Dark,Charlotte Lamb,Romance,12.37,14,239,1987
9789715502016,Canal de la Reina,Liwayway A. Arceo,Historical Fiction,16.23,16,264,1985
9789795533412,Etika bisnis,Franz Magnis-Suseno,Business,6.40,40,73,1994
9788447333165,The Mist,Stephen King,Horror,35.99,32,272,1925
9789711024154,History of the Filipino People,Teodoro A. Agoncillo,History,19.12,9,,
9781402593833,Carrie,Stephen King,Horror,24.66,29,,
9781442006188,The Tommyknockers,Stephen King,Horror,7.36,21,,
9786287574632,And Then There Were None,Agatha Christie,Mystery,4.67,17,222,1939
9780671868376,Fear Street - Dead End,Robert Lawrence Stine,Horror,10.11,5,,
9781559343602,The great conversation,Norman Melchert,History,19.69,30,,
9782265077249,Homeland,,Fantasy,17.71,0,325,1990
9780307284174,The Magic Tree House Collection #1,Mary Pope Osborne,Travel,5.13,0,211,1996
9788835161189,The Innovator's Dilemma,Clayton M. Christensen,Business,16.69,8,286,1997
9780345913722,Pawn of Prophecy,David Eddings,Fantasy,6.81,2,,
9781434499936,Dracula,Bram Stoker,Fiction,25.61,21,,
9798874620929,The Perfect Marriage,Jeneva Rose,Mystery,39.76,31,352,2020
9798705893843,The Spanish Love Deception,Elena Armas,Romance,37.00,25,480,2021
9781481413770,The Prom Queen,Robert Lawrence Stine,Mystery,11.98,1,,
9781417701155,Good for Me and You,Mercer Mayer,Childrens,27.53,2,24,2004
9783608938296,The Silmarillion,J.R.R. Tolkien,Fiction,26.56,38,428,1977
9789994910458,Be Careful What You Wish For...,Robert Lawrence Stine,Childrens,5.20,44,128,1993
9780821775370,Bluestocking Bride,Elizabeth Thornton,Historical Fiction,13.45,44,,
9780385233132,Prelude to Foundation,Isaac Asimov,Science Fiction,15.16,42,,
9780593105061,Bad Blood,John Carreyrou,Business,29.31,26,,
9780439982566,First Test (Protector of the Small #1),,Childrens,8.67,7,232,1999
9780373106233,The Guarded Heart,Robyn Donald,Romance,32.04,33,191,1983
9780736628174,Foundation and Earth,Isaac Asimov,Science,10.18,35,503,1986
9780061477416,Love Is a Dog from Hell,Charles Bukowski,Poetry,16.20,0,307,1977
9780393963298,The music kit,,Music,24.83,31,,
9789583004506,A Wonder Book for Girls and Boys,,Classics,30.11,6,,
9780061003776,The Pale Horse,Agatha Christie,Mystery,39.10,16,252,1952
9781250879530,The Ballad of Never After,,Fantasy,5.90,18,416,2022
9780896216921,Elvis and me,Priscilla Beaulieu Presley,Music,8.60,2,320,1985
9798897248889,We Were Never Meant To Be,,Fiction,16.13,28,,
9781015420908,Ἀπολογία Σωκράτους,Plato,Classics,17.69,21,110,1675
9788845212178,The Stand,Stephen King,Horror,14.12,24,,
9781442426757,P.S. I Still Love You,Jenny Han,Childrens,35.87,10,352,2000
9798846711082,L’étranger,Albert Camus,Fiction,37.86,10,,
9780862416041,The great rock discography,Martin C. Strong,Music,24.64,28,,
9780393966848,The Enjoyment of Music,Kristine Forney,Music,5.52,43,,
9781250030962,Fangirl,Rainbow Rowell,Childrens,21.60,31,443,2013
9781093750065,The Marvelous Land of Oz,L. Frank Baum,Childrens,13.76,20,,
9781559213356,Dragon Seed (Progress English),Pearl S. Buck,Historical Fiction,30.82,36,,
9780792443483,The Hobbit,J.R.R. Tolkien,Fantasy,22.88,44,,
9798627159133,Midwinter,,Historical Fiction,13.30,22,261,1923
9781976087097,The Complete Life and Adventures of Santa Claus,L. Frank Baum,Classics,33.76,39,98,1902
9781559348263,Classical mythology,"Harris, Stephen L.",Classics,34.55,31,,
9780142413401,Oakleaf Bearers,,Childrens,13.03,17,272,2006
9780373107148,Spanish Serenade,Mary Lyons,Music,18.78,15,,
9780297859390,Gone Girl,Gillian Flynn,Mystery,7.62,31,,
9780007299805,The Clocks,,Mystery,27.63,6,257,1963
9781536435078,The Wild Robot,,Childrens,33.74,38,286,2016
9781976016301,The Man Who Was Thursday,Gilbert Keith Chesterton,Mystery,24.41,41,162,1908
9781464009143,One for the Money,Janet Evanovich,Mystery,6.42,14,320,1994
9780063429147,The Poppy War,R. F. Kuang,Fantasy,25.74,45,522,2018
9781428811195,The Great Transformation,Karl Polanyi,History,31.38,14,315,1944
9798987380420,Powerless,Lauren Roberts,Fiction,32.82,35,,
9780697034342,Listeners guide to musical understanding,Leon Dallin,Music,10.31,8,354,1959
9780575105843,The Alloy of Law,Brandon Sanderson,Fantasy,13.50,12,360,2001
9782221125779,A Fire upon the Deep,Vernor Vinge,Science,20.68,12,,
9780307291813,"Works (Hitch Hiker's Guide to the Galaxy / Restaurant at the End of the Universe / Life, the Universe and Everything / So Long, and Thanks for All the Fish / Mostly Harmless / Young Zaphod Plays it Safe)",,Science Fiction,37.30,43,815,1996
9798893310856,The Simple Path to Wealth,J. L. Collins,Business,27.81,32,289,2000
9789993957720,Aventuras De Don Quijote,,Classics,6.22,27,,
9780593642009,Corrupt,Penelope Douglas,Romance,37.11,11,496,2015
9789799831750,Manajemen bisnis,Adeng Kasmiri,Business,8.17,42,143,2011
9788416906550,The Old Ways,Robert Macfarlane,Travel,18.12,38,440,2012
9788417347970,Gideon the Ninth,Tamsyn Muir,Fantasy,38.61,18,440,2019
9789719201847,Mga gunita ng himagsikan,,History,29.28,32,340,1998
9780393656435,Norton anthology of western music,Claude V. Palisca,Music,29.70,35,,
9781841593326,The Foundation Trilogy,Isaac Asimov,Science,14.79,22,605,1950
9781250242754,Works (Buried Talents / Dance of the Dead / Dress of White Silk / From Shadowed Places / I Am Legend / Mad House / Person to Person / Prey / The Funeral / The Near Departed / Witch War),,Horror,39.02,11,317,1970
9789630711722,Solaris,Stanisław Lem,Science,8.59,22,229,1961
9789643114190,The Handmaid's Tale,Margaret Atwood,Fiction,29.64,43,352,1985
9788417454432,The Red House Mystery,A. A. Milne,Mystery,34.49,0,211,1922
9780708883587,Use of Weapons,,Science,28.23,12,400,1990
9781848721791,New Psychology Of Money,Adrian Furnham,Business,28.69,9,,
9798719179537,Carmilla,Sheridan Le Fanu,Fiction,31.18,2,90,1871
9788423991235,The Bell Jar,Sylvia Plath,Fiction,28.41,35,262,1948
9789144023649,The hitch hiker's guide to LCA,Henrikke Baumann,Travel,12.91,44,543,2004
9781417733675,Halloween Howls,Lee B. Hopkins,Poetry,18.22,43,,
978957467950X,The Eye of the World,Robert Jordan,Fantasy,13.40,39,,
9780007527564,Cat Among the Pigeons,Agatha Christie,Mystery,12.48,40,256,1959
9780130853660,Beyond entrepreneurship,"Collins, James C.",Business,23.85,38,246,1992
9781594488849,Drive,Daniel H. Pink,Business,20.39,43,,
9785763905953,Братья Карамазовы,Fyodor Dostoyevsky,Classics,8.73,2,,
9780142427835,The Long Walk,Stephen King,Horror,25.17,16,352,1979
9781568955575,Night Storm,Catherine Coulter,Historical Fiction,5.91,20,,
9781730710735,Dawn,Eleanor Hodgman Porter,Classics,34.35,19,264,1919
9781974052264,Show Your Work!,Austin Kleon,Business,32.25,20,224,2014
9780525572923,Artemis,Andy Weir,Science,32.33,10,337,2017
9780394299877,The Gods Themselves,Isaac Asimov,Science,12.33,13,317,1972
9780070165694,Strategic management,Gregory G. Dess,Business,38.14,39,537,1992
9780810997516,Dog Days,Jeff Kinney,Childrens,39.23,0,220,2007
9780060721428,Hallowe'en Party,Agatha Christie,Mystery,27.24,39,,
9785553671754,The kingdom by the sea,,Travel,18.00,7,,
9780008653149,A Good Girl's Guide to Murder,Holly Jackson,Fiction,36.76,23,431,2019
9780061097317,The Bean Trees Anniversary Edition,Barbara Kingsolver,Travel,14.99,41,259,1988
9781910695821,Bieguni,Olga Tokarczuk,Travel,10.43,34,,
9781847941480,Never Split the Difference,Chris Voss,Business,26.78,13,288,2016
9786055943370,"Eat, Pray, Love",Elizabeth Gilbert,Travel,23.54,44,364,2001
9780007815586,Hercule Poirot's Christmas,Agatha Christie,Mystery,33.41,4,221,1939
9781408982884,The Girl with Green Eyes,Betty Neels,Romance,16.24,5,222,1990
9781177541923,The Odyssey,Όμηρος,Classics,6.99,14,,
9780811806404,"Guitarmaking, tradition and technology",William R. Cumpiano,Music,18.82,20,388,1985
9789578278035,A Short Walk in the Hindu Kush,Eric Newby,Travel,27.21,39,,
9781473888357,Discovering Classical Music,Ian Christians,History,34.53,22,,
9781529152975,Atmosphere,,Historical Fiction,15.17,5,352,2025
9781504765145,They Do It with Mirrors,Agatha Christie,Mystery,33.60,1,,
9782843623103,Nightfall,Isaac Asimov,Science,18.34,34,339,1969
9780807217696,Esperanza Rising,Pam Muñoz Ryan,Childrens,35.90,41,,
9780749391843,The Commitments,Roddy Doyle,Music,24.15,7,165,1987
9780393966435,The enjoyment of music,Joseph Machlis,Music,23.88,5,,
9781491514931,The Fall of Hyperion,Dan Simmons,Science,16.67,26,,
9798417265099,The Colossus and Other Poems,Sylvia Plath,Poetry,11.01,39,83,1960
9780553418286,Zero to One,Peter A. Thiel,Business,32.81,3,253,2001
9781521105948,The Power of Darkness,Edith Nesbit,Horror,20.83,35,29,2006
9781974343539,Metamorphosis,Franz Kafka,Fiction,11.49,37,,
9781616960926,The Emperor's Soul,Brandon Sanderson,Fantasy,27.70,6,180,2012
9780747557777,Semilla del Diablo,,Horror,21.70,21,,
9780613135818,Foundation,Isaac Asimov,Science,24.52,23,240,1951
9780756992248,Travels with Charley,John Steinbeck,Travel,15.59,14,256,1962
9780823022748,A history of Western architecture,David Watkin,History,17.23,43,656,1986
9798739955418,Maiden of the winds,Janeen O'Kerry,Historical Fiction,17.20,19,353,2003
9786073814423,The Assassin’s Blade,,Fantasy,7.40,17,462,2014
9780131272866,Business essentials,,Business,13.82,40,481,2002
978006095685X,Stonehenge,,Historical Fiction,22.45,1,,
9780679803072,I am not going to get up today!,Dr. Seuss,Poetry,12.03,2,48,1987
9780141038148,Virtual light,William Gibson,Science,21.21,9,320,1743
9780340874592,From a Buick 8,Stephen King,Horror,30.46,18,463,2002
9780701219116,Chance,Joseph Conrad,Classics,17.38,0,,
9780374524524,Inferno,Dante Alighieri,Poetry,26.24,10,307,1767
9780840356451,What happened in history,,History,24.55,36,288,1942
9780263121407,Out of Control,Charlotte Lamb,Romance,21.62,22,187,1987
9780062111234,Shatter Me,Tahereh Mafi,Fiction,13.86,14,,
9780358023951,The Visual MBA,Jason Barron,Business,17.29,30,,
9788432217456,Das Parfum,Patrick Süskind,Historical Fiction,27.46,6,263,1985
9780070078727,The Unfinished Nation,Alan Brinkley,History,34.05,16,656,1993
9781593157135,The Compound effect,Darren Hardy,Business,17.90,37,172,2010
9781568655611,Night in Eden,Candice Proctor,Historical Fiction,17.82,14,352,1997
9780198118244,Faerie queene,Edmund Spenser,Poetry,21.73,30,480,1590
9781718104273,The Art of War,,History,20.07,14,90,1900
9783453089228,Ghost story,Peter Straub,Horror,11.12,23,,
9780380976003,A Rose In Winter,Kathleen E. Woodiwiss,Historical Fiction,19.18,21,567,1982
9780971830516,Pagan Papers,Kenneth Grahame,Classics,11.96,10,112,1894
9785389061606,The Perks of Being a Wallflower,Stephen Chbosky,Childrens,9.03,37,231,1999
9782018055524,"Red, White & Royal Blue",Casey McQuiston,Fiction,24.76,3,,
9780356502410,Ancillary Sword,Ann Leckie,Science,18.85,36,,
9780606283892,Phantoms,Dean Koontz,Horror,33.57,5,442,1983
9798515079307,White Fang,Jack London,Fiction,21.55,14,,
9780590113076,Goosebumps - Deep Trouble,Robert Lawrence Stine,Horror,33.54,11,128,1994
9780312856830,A Deepness in the Sky (Zones of Thought),Vernor Vinge,Science,28.77,29,792,1999
9780198118312,Poems,,Poetry,9.18,1,368,1807
9780586045145,The Secret of Chimneys,Agatha Christie,Mystery,19.36,9,,
9783442457472,The Stepford Wives,Ira Levin,Classics,25.73,34,159,1972
9780465067091,The Psychology of Everyday Things,,Business,9.11,38,271,1988
9780141384641,The Enemy (The Enemy #1),,Childrens,28.52,27,439,2009
9780063273986,Lady Whistledown Strikes Back,Julia Quinn,Historical Fiction,23.26,14,494,2004
9780061351426,Slash,Anthony Bozza,Music,16.91,44,480,2007
9781691553822,The Valley of Fear,Arthur Conan Doyle,Mystery,31.61,5,206,1914
9780316479264,The Wild Robot Escapes,Peter Brown,Childrens,11.19,45,,
9780688184742,Blues people,,Music,22.90,24,244,1963
9781786540249,The Darkest Minds,Alexandra Bracken,Childrens,17.32,9,536,2012
9780545926751,Il ladro di croste,Elisabetta Dami,Childrens,23.48,36,42,1900
9798513996880,The Road to Oz,L. Frank Baum,Classics,31.23,26,139,1909
9781958943366,The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,Mystery,24.29,30,309,1892
9780765314673,"New Spring (The Wheel of Time, Book 0)",Robert Jordan,Fantasy,29.47,8,,
9780860099697,Twist of Fate,Charlotte Lamb,Romance,20.31,44,196,1979
9780099558781,A Gentleman in Moscow,,Fiction,32.33,35,511,2016
9781572707313,Mrs. McGinty's Dead,Agatha Christie,Mystery,18.27,40,234,1951
9780833589484,Fear Street - The Knife,,Horror,37.28,27,,
9780671702427,Haunted,Robert Lawrence Stine,Horror,26.06,24,,
9781497303881,The Vampyre,John William Polidori,Horror,14.64,38,55,1819
9780307741172,Blood Meridian,Cormac McCarthy,Fiction,22.00,0,,
9780224618144,Poems,Robert Frost,Poetry,14.62,2,,
9781474029599,Bittersweet Passion,Lynne Graham,Romance,26.28,43,191,1987
978030747249X,The Palace of Illusions,Chitra Banerjee Divakaruni,History,10.07,17,,
9780786936137,The Crystal Shard,R. A. Salvatore,Fantasy,25.25,33,340,1988
9780373706099,Temporary Wife,Roberta Leigh,Romance,23.96,35,,
9783548362595,Danse Macabre,Stephen King,Horror,14.29,38,479,1980
9781536457674,My Friend is Sad,Mo Willems,Childrens,4.66,11,61,2007
9798791612762,The Sign of Four,,Mystery,14.92,7,156,1889
9780843934632,Touch the Wild Wind,Cassie Edwards,Historical Fiction,33.29,36,440,1991
9781957568225,From Blood and Ash,Jennifer L. Armentrout,Romance,21.62,15,,
9781565843790,A People's History of the United States,Howard Zinn,History,20.81,37,688,1980
9798417660092,Tender is the Night,F. Scott Fitzgerald,Classics,18.05,14,352,1933
9780521205542,Ἰλιάς,Όμηρος,Poetry,38.32,33,432,1505
9780224018616,Tracks,Robyn Davidson,Travel,14.67,25,256,1980
9781534431010,This is How You Lose the Time War,Amal El-Mohtar,Travel,37.47,30,208,2019
9788427298286,The Hollow,Agatha Christie,Mystery,10.97,43,,
9780140209723,Sleep walkers,Arthur Koestler,History,12.81,15,624,1959
9781483928197,A Final Reckoning,G. A. Henty,Historical Fiction,13.34,39,264,1800
9780511783289,"The influence of sea power upon history, 1660-1783",Alfred Thayer Mahan,History,7.28,42,557,1890
9788440666826,Fear Street - The Overnight,,Horror,38.41,30,151,1989
9781417999729,Original Short Stories,Guy de Maupassant,Classics,35.69,36,140,1925
9781679583353,Feeling Is the Secret,Neville Goddard,Classics,36.93,17,44,2004
9785237041484,Dune Messiah,Frank Herbert,Science,23.11,27,278,1969
9780670058167,Letters from a father to his daughter,Jawaharlal Nehru,History,18.44,43,123,1930
