date,categorie,produit,quantite,montant
2023-10-03,Mode,Pull laine,4,3537.96
2023-10-04,Mode,Baskets ville,5,2302.55
2023-10-04,Maison,Set casseroles,2,1413.7
2023-10-04,Électroménager,Micro-ondes,2,906.32
2023-10-04,Maison,Canapé 3 places,3,738.69
2023-10-05,Mode,Pull laine,2,1592.08
2023-10-05,Sport,Haltères 10kg,3,280.15
2023-10-06,Mode,Robe été,4,1186.08
2023-10-06,Mode,Jean homme,3,816.81
2023-10-06,Sport,Haltères 10kg,3,294.9
2023-10-07,Sport,Raquette tennis,3,2118.57
2023-10-07,Maison,Canapé 3 places,3,738.69
2023-10-08,Sport,Maillot bain,1,350.77
2023-10-08,Sport,Chaussures running,1,569.53
2023-10-09,Électroménager,Robot cuiseur,5,1249.85
2023-10-09,Bricolage,Tournevis set,3,1908.84
2023-10-10,Mode,Jean homme,4,1089.08
2023-10-12,Maison,Lampe LED,2,255.02
2023-10-12,Sport,Vélo VTT,3,1635.63
2023-10-12,Maison,Couette 220x240,3,537.82
2023-10-12,Électroménager,Réfrigérateur,1,387.37
2023-10-13,Mode,Baskets ville,2,921.02
2023-10-13,Mode,T-shirt coton,2,1009.34
2023-10-13,Électroménager,Réfrigérateur,3,1162.11
2023-10-14,Bricolage,Boîte à outils,4,332.84
2023-10-15,Mode,Pull laine,4,3537.96
2023-10-15,Maison,Set casseroles,4,2686.03
2023-10-15,Mode,Robe été,3,889.56
2023-10-15,Bricolage,Boîte à outils,4,332.84
2023-10-15,Mode,Veste hiver,2,1311.98
2023-10-15,Mode,Pull laine,4,3537.96
2023-10-16,Bricolage,Tournevis set,1,636.28
2023-10-17,Bricolage,Peinture 5L,3,1827.0
2023-10-17,Mode,Robe été,3,889.56
2023-10-17,Sport,Tapis yoga,2,1316.72
2023-10-18,Électroménager,Bouilloire,2,1452.08
2023-10-19,Bricolage,Boîte à outils,1,83.21
2023-10-19,Sport,Tapis yoga,3,1975.08
2023-10-22,Mode,Pull laine,5,4422.45
2023-10-22,Électroménager,Cafetière,2,784.48
2023-10-23,Électroménager,Micro-ondes,4,1812.64
2023-10-24,Maison,Couette 220x240,1,224.09
2023-10-24,Mode,Baskets ville,1,460.51
2023-10-25,Mode,Veste hiver,4,2623.96
2023-10-27,Mode,T-shirt coton,3,1514.01
2023-10-27,Bricolage,Tournevis set,1,636.28
2023-10-28,Mode,T-shirt coton,3,1514.01
2023-10-28,Maison,Couette 220x240,4,896.36
2023-10-28,Mode,T-shirt coton,1,504.67
2023-10-28,Mode,Jean homme,3,816.81
2023-10-29,Maison,Lampe LED,2,268.44
2023-10-29,Sport,Tapis yoga,4,2633.44
2023-10-30,Électroménager,Cafetière,3,1117.88
2023-10-30,Maison,Set casseroles,2,1130.96
2023-10-31,Sport,Haltères 10kg,1,98.3
2023-10-31,Électroménager,Réfrigérateur,2,697.27
2023-10-31,Sport,Raquette tennis,1,706.19
2023-11-01,Électroménager,Aspirateur,3,544.86
2023-11-01,Maison,Rideau occultant,2,192.3
2023-11-01,Sport,Maillot bain,3,1052.31
2023-11-02,Mode,T-shirt coton,2,1009.34
2023-11-02,Sport,Vélo VTT,2,1090.42
2023-11-02,Électroménager,Robot cuiseur,2,499.94
2023-11-03,Électroménager,Robot cuiseur,3,674.92
2023-11-03,Bricolage,Échelle alu,3,1064.01
2023-11-03,Sport,Maillot bain,1,350.77
2023-11-04,Électroménager,Cafetière,4,1568.96
2023-11-05,Mode,Pull laine,3,2653.47
2023-11-05,Maison,Lampe LED,2,241.6
2023-11-07,Électroménager,Aspirateur,5,955.9
2023-11-07,Électroménager,Bouilloire,2,1306.87
2023-11-07,Bricolage,Boîte à outils,2,166.42
2023-11-07,Sport,Raquette tennis,2,1412.38
2023-11-08,Sport,Maillot bain,4,1403.08
2023-11-08,Sport,Ballon foot,2,190.19
2023-11-08,Électroménager,Cafetière,2,784.48
2023-11-09,Mode,Baskets ville,1,460.51
2023-11-09,Maison,Étagère bois,1,279.59
2023-11-09,Maison,Couette 220x240,1,224.09
2023-11-10,Maison,Étagère bois,3,838.77
2023-11-11,Bricolage,Tournevis set,2,1272.56
2023-11-11,Électroménager,Réfrigérateur,1,387.37
2023-11-12,Électroménager,Robot cuiseur,3,749.91
2023-11-13,Maison,Canapé 3 places,3,738.69
2023-11-14,Maison,Rideau occultant,3,303.63
2023-11-14,Sport,Vélo VTT,3,1635.63
2023-11-14,Électroménager,Micro-ondes,3,1291.51
2023-11-15,Sport,Maillot bain,2,701.54
2023-11-15,Sport,Ballon foot,2,180.18
2023-11-15,Bricolage,Perceuse,1,105.66
2023-11-16,Mode,T-shirt coton,1,504.67
2023-11-17,Mode,Baskets ville,2,874.97
2023-11-17,Sport,Maillot bain,1,350.77
2023-11-17,Bricolage,Tournevis set,1,636.28
2023-11-18,Mode,Pull laine,3,2653.47
2023-11-18,Électroménager,Réfrigérateur,3,1162.11
2023-11-18,Électroménager,Aspirateur,3,573.54
2023-11-19,Bricolage,Échelle alu,1,354.67
2023-11-19,Maison,Canapé 3 places,5,1169.59
2023-11-20,Maison,Lampe LED,2,268.44
2023-11-21,Sport,Ballon foot,2,190.19
2023-11-21,Maison,Set casseroles,1,706.85
2023-11-22,Électroménager,Micro-ondes,3,1359.48
2023-11-23,Maison,Étagère bois,2,559.18
2023-11-23,Sport,Maillot bain,1,350.77
2023-11-23,Bricolage,Peinture 5L,1,609.0
2023-11-24,Mode,Veste hiver,3,1967.97
2023-11-24,Sport,Raquette tennis,1,635.57
2023-11-25,Mode,Pull laine,4,3537.96
2023-11-26,Mode,Veste hiver,1,655.99
2023-11-26,Électroménager,Aspirateur,2,382.36
2023-11-26,Bricolage,Boîte à outils,2,166.42
2023-11-27,Maison,Set casseroles,1,636.17
2023-11-27,Maison,Lampe LED,2,268.44
2023-11-27,Mode,Robe été,4,1186.08
2023-11-27,Électroménager,Micro-ondes,4,1812.64
2023-11-27,Bricolage,Tournevis set,2,1272.56
2023-11-28,Maison,Étagère bois,1,279.59
2023-11-28,Bricolage,Boîte à outils,2,166.42
2023-12-01,Maison,Couette 220x240,3,672.27
2023-12-03,Maison,Lampe LED,2,241.6
2023-12-03,Électroménager,Bouilloire,1,726.04
2023-12-06,Sport,Chaussures running,2,1082.11
2023-12-06,Maison,Étagère bois,2,559.18
2023-12-06,Maison,Lampe LED,9,1207.98
2023-12-06,Sport,Haltères 10kg,8,786.4
2023-12-06,Électroménager,Micro-ondes,7,3172.12
2023-12-07,Sport,Vélo VTT,1,545.21
2023-12-07,Bricolage,Peinture 5L,2,1218.0
2023-12-07,Sport,Ballon foot,5,500.5
2023-12-08,Sport,Tapis yoga,2,1185.05
2023-12-09,Sport,Tapis yoga,7,4608.52
2023-12-09,Sport,Maillot bain,3,1052.31
2023-12-10,Maison,Couette 220x240,9,2016.81
2023-12-10,Mode,Veste hiver,2,1049.58
2023-12-11,Mode,Veste hiver,2,1311.98
2023-12-11,Maison,Lampe LED,10,1342.2
2023-12-11,Sport,Chaussures running,4,2278.12
2023-12-11,Bricolage,Échelle alu,9,2553.62
2023-12-12,Mode,Baskets ville,6,2763.06
2023-12-12,Maison,Lampe LED,4,536.88
2023-12-13,Mode,Robe été,6,1690.16
2023-12-13,Sport,Ballon foot,6,600.6
2023-12-14,Électroménager,Cafetière,7,2745.68
2023-12-15,Mode,Robe été,7,1660.51
2023-12-15,Mode,Pull laine,4,3537.96
2023-12-15,Mode,Veste hiver,2,1311.98
2023-12-16,Mode,Baskets ville,2,736.82
2023-12-16,Électroménager,Réfrigérateur,3,1162.11
2023-12-17,Sport,Ballon foot,1,100.1
2023-12-18,Bricolage,Perceuse,1,105.66
2023-12-19,Maison,Couette 220x240,5,1120.45
2023-12-19,Mode,Pull laine,1,884.49
2023-12-20,Mode,Jean homme,6,1633.62
2023-12-21,Sport,Maillot bain,8,2806.16
2023-12-23,Électroménager,Robot cuiseur,7,1749.79
2023-12-23,Maison,Lampe LED,5,671.1
2023-12-24,Bricolage,Peinture 5L,8,4628.4
2023-12-24,Mode,Jean homme,4,1089.08
2023-12-24,Sport,Maillot bain,2,701.54
2023-12-24,Sport,Chaussures running,6,3417.18
2023-12-25,Électroménager,Bouilloire,4,2904.16
2023-12-26,Mode,Veste hiver,7,4591.93
2023-12-26,Mode,T-shirt coton,4,1917.75
2023-12-28,Électroménager,Aspirateur,8,1529.44
2023-12-28,Électroménager,Cafetière,7,2745.68
2023-12-28,Maison,Canapé 3 places,6,1477.38
2023-12-30,Électroménager,Bouilloire,2,1452.08
2023-12-31,Électroménager,Réfrigérateur,8,3098.96
2023-12-31,Maison,Couette 220x240,10,2016.81
2023-12-31,Sport,Haltères 10kg,4,393.2
2024-01-01,Maison,Canapé 3 places,3,738.69
2024-01-02,Sport,Tapis yoga,2,1316.72
2024-01-02,Sport,Haltères 10kg,2,196.6
2024-01-02,Mode,T-shirt coton,1,504.67
2024-01-02,Maison,Rideau occultant,5,506.05
2024-01-04,Électroménager,Micro-ondes,7,3172.12
2024-01-05,Sport,Vélo VTT,5,2726.05
2024-01-05,Maison,Lampe LED,1,134.22
2024-01-06,Sport,Maillot bain,2,701.54
2024-01-06,Sport,Ballon foot,2,200.2
2024-01-06,Mode,T-shirt coton,5,2523.35
2024-01-07,Maison,Canapé 3 places,1,246.23
2024-01-07,Sport,Haltères 10kg,5,491.5
2024-01-08,Bricolage,Perceuse,5,528.3
2024-01-08,Maison,Étagère bois,3,796.83
2024-01-08,Maison,Lampe LED,5,671.1
2024-01-08,Mode,Jean homme,6,1633.62
2024-01-09,Électroménager,Micro-ondes,7,3172.12
2024-01-09,Sport,Chaussures running,6,3417.18
2024-01-10,Mode,Jean homme,2,544.54
2024-01-11,Maison,Canapé 3 places,4,984.92
2024-01-12,Maison,Lampe LED,5,671.1
2024-01-12,Sport,Maillot bain,7,2455.39
2024-01-13,Maison,Étagère bois,3,838.77
2024-01-14,Sport,Vélo VTT,6,3271.26
2024-01-14,Mode,Baskets ville,3,1381.53
2024-01-14,Électroménager,Cafetière,7,2745.68
2024-01-14,Sport,Maillot bain,6,2104.62
2024-01-15,Mode,T-shirt coton,7,3356.06
2024-01-15,Sport,Raquette tennis,1,706.19
2024-01-15,Bricolage,Boîte à outils,5,416.05
2024-01-15,Sport,Tapis yoga,2,1053.38
2024-01-15,Sport,Vélo VTT,5,2726.05
2024-01-16,Maison,Rideau occultant,5,455.44
2024-01-16,Électroménager,Réfrigérateur,2,774.74
2024-01-16,Mode,Robe été,6,1779.12
2024-01-16,Maison,Canapé 3 places,3,738.69
2024-01-16,Sport,Chaussures running,5,2847.65
2024-01-17,Électroménager,Cafetière,5,1961.2
2024-01-18,Sport,Vélo VTT,4,2180.84
2024-01-18,Électroménager,Aspirateur,5,955.9
2024-01-18,Électroménager,Robot cuiseur,7,1749.79
2024-01-19,Sport,Vélo VTT,5,2726.05
2024-01-19,Mode,T-shirt coton,2,1009.34
2024-01-20,Mode,Robe été,3,800.6
2024-01-20,Mode,Veste hiver,2,1311.98
2024-01-20,Mode,Veste hiver,4,2623.96
2024-01-20,Maison,Set casseroles,6,3816.99
2024-01-21,Sport,Maillot bain,4,1262.77
2024-01-21,Électroménager,Aspirateur,2,363.24
2024-01-21,Sport,Chaussures running,1,569.53
2024-01-21,Maison,Couette 220x240,3,672.27
2024-01-21,Électroménager,Robot cuiseur,2,499.94
2024-01-21,Mode,T-shirt coton,6,3028.02
2024-01-21,Mode,Veste hiver,5,3115.95
2024-01-22,Mode,Pull laine,4,3537.96
2024-01-22,Électroménager,Robot cuiseur,5,1249.85
2024-01-23,Maison,Set casseroles,2,1413.7
2024-01-24,Maison,Couette 220x240,6,1344.54
2024-01-24,Bricolage,Perceuse,3,316.98
2024-01-27,Électroménager,Bouilloire,3,2178.12
2024-01-27,Bricolage,Tournevis set,1,636.28
2024-01-27,Électroménager,Réfrigérateur,1,387.37
2024-01-27,Bricolage,Perceuse,5,528.3
2024-01-27,Maison,Couette 220x240,3,638.66
2024-01-28,Électroménager,Cafetière,3,1176.72
2024-01-28,Bricolage,Boîte à outils,6,499.26
2024-01-28,Sport,Tapis yoga,5,3291.8
2024-01-29,Électroménager,Micro-ondes,3,1359.48
2024-01-30,Électroménager,Aspirateur,2,382.36
2024-01-31,Sport,Maillot bain,5,1578.46
2024-01-31,Bricolage,Perceuse,5,528.3
2024-02-01,Bricolage,Peinture 5L,1,609.0
2024-02-01,Mode,Pull laine,3,2122.78
2024-02-01,Maison,Rideau occultant,4,404.84
2024-02-01,Maison,Lampe LED,1,134.22
2024-02-03,Sport,Haltères 10kg,2,196.6
2024-02-04,Mode,Veste hiver,2,1311.98
2024-02-05,Maison,Couette 220x240,3,605.04
2024-02-06,Électroménager,Aspirateur,4,726.48
2024-02-07,Sport,Raquette tennis,3,2118.57
2024-02-08,Mode,T-shirt coton,2,1009.34
2024-02-09,Maison,Set casseroles,1,706.85
2024-02-09,Bricolage,Échelle alu,1,336.94
2024-02-10,Maison,Couette 220x240,2,425.77
2024-02-11,Sport,Ballon foot,1,95.09
2024-02-11,Maison,Lampe LED,2,268.44
2024-02-11,Bricolage,Perceuse,1,95.09
2024-02-12,Maison,Lampe LED,3,402.66
2024-02-12,Mode,Veste hiver,2,1311.98
2024-02-14,Bricolage,Tournevis set,1,604.47
2024-02-14,Bricolage,Échelle alu,4,1276.81
2024-02-14,Sport,Maillot bain,1,350.77
2024-02-14,Électroménager,Micro-ondes,3,1359.48
2024-02-15,Maison,Couette 220x240,2,448.18
2024-02-15,Bricolage,Tournevis set,2,1272.56
2024-02-16,Mode,Robe été,1,296.52
2024-02-16,Maison,Lampe LED,5,671.1
2024-02-16,Mode,T-shirt coton,2,1009.34
2024-02-16,Électroménager,Micro-ondes,2,725.06
2024-02-17,Électroménager,Micro-ondes,1,430.5
2024-02-18,Mode,Pull laine,3,2122.78
2024-02-18,Maison,Canapé 3 places,2,492.46
2024-02-19,Mode,Veste hiver,4,2623.96
2024-02-19,Bricolage,Boîte à outils,2,166.42
2024-02-19,Sport,Tapis yoga,2,1316.72
2024-02-19,Sport,Vélo VTT,3,1635.63
2024-02-19,Sport,Raquette tennis,3,2118.57
2024-02-20,Sport,Vélo VTT,2,1090.42
2024-02-20,Mode,Baskets ville,4,1842.04
2024-02-20,Électroménager,Cafetière,2,784.48
2024-02-20,Maison,Rideau occultant,3,273.27
2024-02-20,Électroménager,Bouilloire,4,2904.16
2024-02-22,Sport,Maillot bain,2,701.54
2024-02-22,Maison,Lampe LED,3,362.39
2024-02-22,Sport,Haltères 10kg,1,98.3
2024-02-24,Bricolage,Peinture 5L,4,2436.0
2024-02-24,Mode,Baskets ville,2,921.02
2024-02-24,Bricolage,Boîte à outils,3,249.63
2024-02-26,Bricolage,Échelle alu,3,1064.01
2024-02-27,Mode,Baskets ville,3,1381.53
2024-02-29,Électroménager,Aspirateur,1,191.18
2024-02-29,Maison,Rideau occultant,2,202.42
2024-03-02,Mode,Veste hiver,1,655.99
2024-03-02,Bricolage,Peinture 5L,3,1827.0
2024-03-02,Sport,Haltères 10kg,1,98.3
2024-03-02,Bricolage,Tournevis set,3,1908.84
2024-03-03,Sport,Chaussures running,3,1366.87
2024-03-04,Électroménager,Cafetière,1,353.02
2024-03-06,Bricolage,Échelle alu,1,354.67
2024-03-06,Sport,Tapis yoga,3,1975.08
2024-03-07,Électroménager,Bouilloire,6,4356.24
2024-03-07,Mode,Veste hiver,2,1311.98
2024-03-08,Mode,Jean homme,2,544.54
2024-03-08,Bricolage,Perceuse,3,301.13
2024-03-10,Mode,Robe été,4,1126.78
2024-03-10,Électroménager,Cafetière,1,392.24
2024-03-10,Sport,Haltères 10kg,3,294.9
2024-03-10,Électroménager,Réfrigérateur,2,774.74
2024-03-10,Sport,Chaussures running,4,2050.31
2024-03-10,Électroménager,Bouilloire,2,1306.87
2024-03-10,Sport,Raquette tennis,5,3530.95
2024-03-11,Bricolage,Échelle alu,2,673.87
2024-03-12,Sport,Ballon foot,4,400.4
2024-03-12,Bricolage,Échelle alu,1,354.67
2024-03-13,Mode,Pull laine,4,3537.96
2024-03-14,Sport,Maillot bain,3,841.85
2024-03-14,Bricolage,Perceuse,1,105.66
2024-03-15,Sport,Raquette tennis,2,1412.38
2024-03-15,Maison,Set casseroles,3,2014.52
2024-03-15,Électroménager,Cafetière,2,784.48
2024-03-16,Bricolage,Échelle alu,1,354.67
2024-03-16,Mode,Robe été,5,1482.6
2024-03-16,Électroménager,Bouilloire,1,726.04
2024-03-17,Mode,Veste hiver,6,3935.94
2024-03-17,Maison,Étagère bois,1,279.59
2024-03-18,Maison,Canapé 3 places,5,1231.15
2024-03-18,Sport,Tapis yoga,2,1316.72
2024-03-18,Maison,Set casseroles,1,706.85
2024-03-19,Bricolage,Échelle alu,2,673.87
2024-03-19,Maison,Canapé 3 places,2,492.46
2024-03-21,Maison,Canapé 3 places,2,492.46
2024-03-22,Bricolage,Boîte à outils,5,416.05
2024-03-22,Électroménager,Réfrigérateur,3,1162.11
2024-03-22,Sport,Ballon foot,3,300.3
2024-03-23,Sport,Maillot bain,2,701.54
2024-03-23,Sport,Haltères 10kg,1,98.3
2024-03-24,Mode,Robe été,1,296.52
2024-03-24,Sport,Raquette tennis,4,2824.76
2024-03-24,Électroménager,Robot cuiseur,2,499.94
2024-03-24,Sport,Haltères 10kg,3,294.9
2024-03-25,Électroménager,Micro-ondes,4,1812.64
2024-03-26,Bricolage,Boîte à outils,3,249.63
2024-03-26,Sport,Vélo VTT,5,2726.05
2024-03-27,Maison,Lampe LED,3,402.66
2024-03-27,Maison,Set casseroles,1,706.85
2024-03-27,Électroménager,Réfrigérateur,2,774.74
2024-03-27,Sport,Maillot bain,1,350.77
2024-03-28,Électroménager,Aspirateur,3,573.54
2024-03-29,Maison,Lampe LED,3,402.66
2024-03-29,Mode,Baskets ville,1,460.51
2024-03-29,Maison,Set casseroles,2,1413.7
2024-03-30,Sport,Haltères 10kg,5,491.5
2024-03-30,Maison,Set casseroles,3,1908.5
2024-03-31,Mode,Pull laine,3,2653.47
2024-03-31,Bricolage,Tournevis set,1,636.28
2024-04-02,Sport,Tapis yoga,3,1975.08
2024-04-03,Sport,Ballon foot,3,285.28
2024-04-03,Bricolage,Échelle alu,4,1276.81
2024-04-04,Maison,Lampe LED,5,671.1
2024-04-05,Sport,Ballon foot,1,100.1
2024-04-06,Bricolage,Tournevis set,4,2545.12
2024-04-06,Bricolage,Perceuse,3,316.98
2024-04-06,Mode,T-shirt coton,1,504.67
2024-04-06,Maison,Étagère bois,3,838.77
2024-04-07,Sport,Ballon foot,5,475.48
2024-04-07,Électroménager,Bouilloire,3,2178.12
2024-04-08,Électroménager,Robot cuiseur,1,249.97
2024-04-08,Mode,Pull laine,2,1768.98
2024-04-10,Bricolage,Peinture 5L,2,1157.1
2024-04-12,Mode,Baskets ville,4,1842.04
2024-04-12,Électroménager,Aspirateur,4,764.72
2024-04-12,Sport,Haltères 10kg,3,294.9
2024-04-13,Maison,Set casseroles,1,706.85
2024-04-13,Maison,Rideau occultant,3,288.45
2024-04-13,Électroménager,Robot cuiseur,3,749.91
2024-04-13,Bricolage,Perceuse,1,105.66
2024-04-14,Sport,Chaussures running,2,1139.06
2024-04-14,Maison,Rideau occultant,4,384.6
2024-04-14,Électroménager,Robot cuiseur,2,474.94
2024-04-14,Sport,Tapis yoga,4,2633.44
2024-04-14,Électroménager,Cafetière,3,1176.72
2024-04-15,Électroménager,Cafetière,3,1176.72
2024-04-15,Sport,Haltères 10kg,3,294.9
2024-04-15,Bricolage,Échelle alu,1,319.2
2024-04-16,Mode,Jean homme,6,1551.94
2024-04-16,Sport,Chaussures running,2,1139.06
2024-04-18,Sport,Maillot bain,1,350.77
2024-04-18,Électroménager,Réfrigérateur,3,1104.0
2024-04-18,Électroménager,Cafetière,1,372.63
2024-04-18,Maison,Rideau occultant,1,101.21
2024-04-18,Maison,Lampe LED,3,382.53
2024-04-19,Sport,Raquette tennis,2,1412.38
2024-04-20,Sport,Haltères 10kg,4,393.2
2024-04-21,Maison,Étagère bois,1,279.59
2024-04-21,Sport,Maillot bain,1,350.77
2024-04-22,Mode,Baskets ville,3,1381.53
2024-04-22,Bricolage,Boîte à outils,3,249.63
2024-04-22,Bricolage,Peinture 5L,1,609.0
2024-04-23,Bricolage,Boîte à outils,4,332.84
2024-04-23,Mode,Jean homme,4,1089.08
2024-04-23,Mode,T-shirt coton,1,504.67
2024-04-23,Maison,Lampe LED,1,134.22
2024-04-24,Mode,Veste hiver,4,2492.76
2024-04-25,Sport,Maillot bain,4,1122.46
2024-04-25,Mode,Pull laine,6,5306.94
2024-04-25,Sport,Raquette tennis,3,2118.57
2024-04-26,Électroménager,Cafetière,2,784.48
2024-04-26,Électroménager,Aspirateur,2,363.24
2024-04-27,Sport,Haltères 10kg,3,294.9
2024-04-27,Sport,Tapis yoga,4,2633.44
2024-04-27,Maison,Couette 220x240,4,896.36
2024-04-28,Maison,Rideau occultant,4,404.84
2024-04-29,Mode,Veste hiver,4,2623.96
2024-04-30,Électroménager,Robot cuiseur,2,499.94
2024-04-30,Mode,T-shirt coton,2,1009.34
2024-05-01,Mode,Baskets ville,1,437.48
2024-05-01,Bricolage,Tournevis set,5,3181.4
2024-05-02,Mode,Veste hiver,3,1967.97
2024-05-02,Électroménager,Cafetière,2,784.48
2024-05-02,Électroménager,Bouilloire,2,1161.66
2024-05-04,Sport,Tapis yoga,5,3291.8
2024-05-04,Électroménager,Micro-ondes,3,1359.48
2024-05-04,Bricolage,Peinture 5L,2,1218.0
2024-05-05,Mode,Jean homme,4,1089.08
2024-05-05,Mode,T-shirt coton,3,1514.01
2024-05-05,Maison,Couette 220x240,2,403.36
2024-05-06,Électroménager,Micro-ondes,4,1812.64
2024-05-06,Maison,Étagère bois,4,1118.36
2024-05-08,Électroménager,Micro-ondes,3,1359.48
2024-05-08,Mode,Pull laine,1,884.49
2024-05-08,Sport,Maillot bain,3,999.69
2024-05-09,Électroménager,Micro-ondes,4,1450.11
2024-05-09,Électroménager,Aspirateur,2,382.36
2024-05-10,Maison,Couette 220x240,3,672.27
2024-05-10,Électroménager,Cafetière,3,1176.72
2024-05-11,Sport,Maillot bain,1,333.23
2024-05-11,Mode,Baskets ville,1,460.51
2024-05-12,Électroménager,Aspirateur,4,726.48
2024-05-12,Maison,Couette 220x240,3,672.27
2024-05-12,Sport,Vélo VTT,4,2180.84
2024-05-12,Électroménager,Cafetière,5,1961.2
2024-05-12,Sport,Maillot bain,3,1052.31
2024-05-13,Maison,Étagère bois,6,1677.54
2024-05-13,Électroménager,Robot cuiseur,4,999.88
2024-05-13,Sport,Raquette tennis,2,1412.38
2024-05-16,Sport,Maillot bain,5,1753.85
2024-05-16,Sport,Maillot bain,2,666.46
2024-05-17,Bricolage,Boîte à outils,1,83.21
2024-05-17,Mode,Jean homme,2,544.54
2024-05-17,Sport,Chaussures running,2,1139.06
2024-05-18,Électroménager,Cafetière,1,372.63
2024-05-18,Sport,Maillot bain,3,1052.31
2024-05-19,Bricolage,Échelle alu,5,1684.68
2024-05-20,Maison,Couette 220x240,4,896.36
2024-05-20,Mode,Veste hiver,4,2623.96
2024-05-20,Maison,Couette 220x240,1,224.09
2024-05-21,Bricolage,Boîte à outils,3,199.7
2024-05-22,Électroménager,Robot cuiseur,5,1249.85
2024-05-23,Maison,Rideau occultant,1,96.15
2024-05-23,Sport,Tapis yoga,4,2633.44
2024-05-23,Mode,Robe été,1,296.52
2024-05-24,Sport,Raquette tennis,1,706.19
2024-05-24,Sport,Haltères 10kg,3,294.9
2024-05-25,Bricolage,Perceuse,5,528.3
2024-05-25,Maison,Canapé 3 places,4,984.92
2024-05-25,Sport,Haltères 10kg,3,294.9
2024-05-25,Électroménager,Cafetière,2,706.03
2024-05-26,Bricolage,Boîte à outils,4,332.84
2024-05-27,Bricolage,Boîte à outils,2,166.42
2024-05-29,Maison,Rideau occultant,3,303.63
2024-05-29,Maison,Rideau occultant,1,101.21
2024-05-29,Sport,Haltères 10kg,1,98.3
2024-05-30,Maison,Set casseroles,2,1413.7
2024-05-30,Mode,Jean homme,5,1293.28
2024-05-31,Bricolage,Tournevis set,2,1272.56
2024-05-31,Mode,Jean homme,3,816.81
2024-06-01,Électroménager,Aspirateur,1,191.18
2024-06-02,Maison,Set casseroles,4,2827.4
2024-06-02,Mode,Pull laine,3,2653.47
2024-06-02,Maison,Rideau occultant,6,607.26
2024-06-02,Maison,Canapé 3 places,1,246.23
2024-06-03,Électroménager,Cafetière,4,1568.96
2024-06-04,Sport,Raquette tennis,5,3530.95
2024-06-04,Mode,Robe été,3,845.08
2024-06-04,Sport,Tapis yoga,4,2106.75
2024-06-05,Maison,Rideau occultant,4,404.84
2024-06-05,Bricolage,Boîte à outils,3,249.63
2024-06-06,Maison,Étagère bois,3,838.77
2024-06-06,Bricolage,Boîte à outils,2,166.42
2024-06-06,Électroménager,Micro-ondes,3,1359.48
2024-06-07,Maison,Étagère bois,1,279.59
2024-06-07,Électroménager,Aspirateur,4,764.72
2024-06-07,Maison,Lampe LED,3,382.53
2024-06-08,Maison,Étagère bois,4,1062.44
2024-06-09,Électroménager,Cafetière,1,392.24
2024-06-09,Maison,Canapé 3 places,1,246.23
2024-06-09,Maison,Étagère bois,2,559.18
2024-06-09,Mode,Veste hiver,3,1967.97
2024-06-09,Bricolage,Perceuse,3,316.98
2024-06-10,Électroménager,Micro-ondes,3,1359.48
2024-06-11,Électroménager,Robot cuiseur,3,749.91
2024-06-11,Bricolage,Peinture 5L,1,609.0
2024-06-11,Électroménager,Réfrigérateur,1,387.37
2024-06-12,Mode,Robe été,3,889.56
2024-06-12,Mode,Baskets ville,3,1105.22
2024-06-13,Bricolage,Échelle alu,2,638.41
2024-06-14,Mode,T-shirt coton,3,1514.01
2024-06-14,Sport,Haltères 10kg,5,442.35
2024-06-14,Bricolage,Échelle alu,1,319.2
2024-06-15,Mode,T-shirt coton,5,2523.35
2024-06-15,Bricolage,Peinture 5L,4,2436.0
2024-06-15,Sport,Haltères 10kg,3,294.9
2024-06-16,Maison,Canapé 3 places,1,246.23
2024-06-16,Maison,Rideau occultant,2,202.42
2024-06-17,Mode,Pull laine,4,3537.96
2024-06-19,Sport,Chaussures running,4,2278.12
2024-06-20,Électroménager,Aspirateur,6,1147.08
2024-06-21,Sport,Tapis yoga,3,1975.08
2024-06-22,Bricolage,Échelle alu,2,709.34
2024-06-22,Sport,Raquette tennis,1,706.19
2024-06-22,Sport,Tapis yoga,3,1975.08
2024-06-22,Maison,Étagère bois,3,838.77
2024-06-23,Mode,T-shirt coton,2,1009.34
2024-06-24,Mode,Veste hiver,2,1311.98
2024-06-24,Sport,Ballon foot,2,180.18
2024-06-24,Électroménager,Micro-ondes,2,906.32
2024-06-24,Sport,Haltères 10kg,2,176.94
2024-06-26,Mode,Pull laine,2,1768.98
2024-06-27,Maison,Lampe LED,1,134.22
2024-06-27,Sport,Ballon foot,3,240.24
2024-06-27,Bricolage,Boîte à outils,3,249.63
2024-06-28,Bricolage,Peinture 5L,1,609.0
2024-06-28,Électroménager,Cafetière,2,784.48
2024-06-29,Électroménager,Cafetière,4,1412.06
2024-06-29,Électroménager,Robot cuiseur,1,249.97
2024-06-30,Bricolage,Échelle alu,3,1064.01
2024-06-30,Sport,Raquette tennis,3,2118.57
2024-06-30,Maison,Set casseroles,1,706.85
2024-06-30,Maison,Lampe LED,2,241.6
2024-07-01,Électroménager,Cafetière,2,784.48
2024-07-02,Sport,Vélo VTT,7,3816.47
2024-07-02,Sport,Haltères 10kg,1,93.38
2024-07-02,Maison,Set casseroles,5,3534.25
2024-07-03,Bricolage,Boîte à outils,5,416.05
2024-07-03,Bricolage,Échelle alu,3,1064.01
2024-07-04,Mode,Pull laine,5,4422.45
