date,ville,type,categorie,produit,quantite,prix_unitaire,remise,montant,marge,client_id
2024-03-05,Valenciennes,Magasin,Mode,Veste hiver,3.0,655.99,0.0,1967.97,972.24,175.0
2023-01-25,Amiens,Magasin,Maison,Set casseroles,7.0,706.85,0.05,4700.55,2606.29,
2024-02-01,Tourcoing,Magasin,Maison,Rideau occultant,4.0,101.21,0.0,404.84,179.56,480.0
2023-03-18,dunkerque,Magasin,Bricolage,Perceuse,5.0,105.66,0.0,528.3,108.5,338.0
2024-04-02,DUNKERQUE,Magasin,Bricolage,Perceuse,5.0,105.66,0.0,528.3,108.5,488.0
2023-03-05,LILLE,Magasin,Bricolage,Tournevis set,5.0,636.28,0.0,3181.4,1602.2,248.0
2024-02-02,DUNKERQUE,Magasin,Sport,Haltères 10kg,2.0,98.3,0.0,196.6,85.4,500.0
2023-07-08,LILLE,Magasin,Électroménager,Micro-ondes,2.0,453.16,0.05,"861,0",297.8,188.0
11/08/2024,VALENCIENNES,Magasin,Électroménager,Aspirateur,5.0,191.18,0.0,955.9,482.75,261.0
2024-04-24,roubaix,Magasin,Mode,T-shirt coton,1.0,504.67,0.0,504.67,200.23,437.0
2024-05-12,Lille,Magasin,Sport,Vélo VTT,3.0,545.21,0.0,"1635,63",703.5,437.0
2023-04-07,Dunkerque,Magasin,Électroménager,Aspirateur,3.0,191.18,0.0,"573,54",289.65,296.0
2024-06-19,Roubaix,Magasin,Sport,Chaussures running,2.0,569.53,0.0,1139.06,620.4,481.0
2023-09-17,En ligne,E-commerce,Électroménager,Micro-ondes,4.0,453.16,0.0,1812.64,686.24,557.0
2024-08-24,Valenciennes,Magasin,Bricolage,Boîte à outils,1.0,83.21,0.0,83.21,22.99,406.0
2023-12-15,Lille,Magasin,Maison,Lampe LED,9.0,134.22,0.0,"1207,98",614.52,59.0
2024-02-24,ROUBAIX,Magasin,Bricolage,Boîte à outils,3.0,83.21,0.0,249.63,68.97,371.0
03/10/2024,amiens,Magasin,Maison,Étagère bois,4.0,279.59,0.0,1118.36,356.48,357.0
2024-03-17,Lille,Magasin,Sport,Tapis yoga,4.0,658.36,0.0,2633.44,1410.84,584.0
2024-09-20,Tourcoing,Magasin,Électroménager,Aspirateur,5.0,191.18,0.0,955.9,482.75,25.0
2023-02-06,Amiens,Magasin,Sport,Haltères 10kg,3.0,98.3,0.0,294.9,128.1,
2024-04-30,ROUBAIX,Magasin,Maison,Canapé 3 places,2.0,246.23,0.0,"492,46",113.76,401.0
2024-11-20,dunkerque,Magasin,Maison,Lampe LED,1.0,134.22,0.0,134.22,68.28,511.0
2023-08-07,LILLE,Magasin,Bricolage,Tournevis set,5.0,636.28,0.0,3181.4,1602.2,
2024-09-02,Roubaix,Magasin,Bricolage,Boîte à outils,2.0,83.21,0.0,166.42,45.98,334.0
2023-01-20,ROUBAIX,Magasin,Électroménager,Aspirateur,2.0,191.18,0.0,"382,36",193.1,155.0
2024-02-24,Lille,Magasin,Mode,Baskets ville,1.0,460.51,0.0,460.51,148.05,246.0
2024-08-12,LILLE,Magasin,Maison,Lampe LED,1.0,134.22,0.0,134.22,68.28,
2023-06-01,Roubaix,Magasin,Sport,Ballon foot,2.0,100.1,0.2,160.16,75.76,498.0
13/09/2023,Lille,Magasin,Maison,Couette 220x240,4.0,224.09,0.0,896.36,361.56,433.0
07/12/2023,Valenciennes,Magasin,Électroménager,Robot cuiseur,4.0,249.97,0.0,"999,88",367.68,86.0
2023-06-04,Tourcoing,Magasin,Sport,Raquette tennis,5.0,706.19,0.0,3530.95,1810.2,431.0
2023-03-10,dunkerque,Magasin,Électroménager,Aspirateur,2.0,191.18,0.0,382.36,193.1,404.0
2023-05-28,Dunkerque,Magasin,Sport,Haltères 10kg,5.0,98.3,0.0,491.5,213.5,474.0
2024-05-11,Dunkerque,Magasin,Sport,Raquette tennis,1.0,706.19,0.0,"706,19",362.04,170.0
2024-11-03,Dunkerque,Magasin,Maison,Set casseroles,1.0,706.85,0.0,706.85,407.67,351.0
2024-05-10,ROUBAIX,Magasin,Électroménager,Aspirateur,4.0,191.18,0.0,764.72,386.2,302.0
11/06/2023,Roubaix,Magasin,Sport,Chaussures running,3.0,569.53,0.2,1366.87,588.88,357.0
2024-04-18,LILLE,Magasin,Bricolage,Boîte à outils,3.0,83.21,0.1,224.67,44.01,328.0
2024-12-19,Lille,Magasin,Mode,Jean homme,8.0,272.27,0.0,2178.16,736.96,31.0
2024-06-18,  Roubaix ,Magasin,Bricolage,Perceuse,2.0,105.66,0.0,211.32,43.4,379.0
31/07/2023,en ligne,E-commerce,Électroménager,Cafetière,4.0,392.24,0.0,1568.96,858.24,407.0
05/09/2024,lille,Magasin,Électroménager,Micro-ondes,5.0,453.16,0.0,2265.8,857.8,442.0
2023-12-19,Lille,Magasin,Sport,Maillot bain,4.0,350.77,0.0,1403.08,797.2,305.0
2024-03-16,Tourcoing,Magasin,Mode,Robe été,5.0,296.52,0.0,"1482,6",362.3,248.0
04/09/2024,Lille,Magasin,Sport,Ballon foot,1.0,100.1,0.0,100.1,57.9,213.0
2024-04-18,Dunkerque,Magasin,Maison,Canapé 3 places,4.0,246.23,0.0,"984,92",227.52,311.0
2023-10-31,Dunkerque,Magasin,Maison,Set casseroles,1.0,706.85,0.0,706.85,407.67,591.0
2023-06-17,  Lille ,Magasin,Bricolage,Échelle alu,2.0,354.67,0.0,709.34,336.8,145.0
2024-02-17,Tourcoing,Magasin,Électroménager,Micro-ondes,1.0,453.16,0.05,430.5,148.9,576.0
2023-08-24,Tourcoing,Magasin,Mode,Veste hiver,3.0,655.99,0.0,1967.97,972.24,484.0
2024-04-21,Dunkerque,Magasin,Sport,Ballon foot,1.0,100.1,0.0,"100,1",57.9,190.0
20/07/2024,  Valenciennes ,Magasin,Électroménager,Cafetière,5.0,392.24,0.0,1961.2,1072.8,580.0
08/11/2023,Valenciennes,Magasin,Sport,Maillot bain,1.0,350.77,0.05,"333,23",181.76,56.0
2023-07-22,Tourcoing,Magasin,Électroménager,Cafetière,,392.24,0.0,1961.2,1072.8,305.0
16/01/2023,  Tourcoing ,Magasin,Mode,Pull laine,3.0,884.49,0.0,2653.47,1488.18,109.0
2023-02-02,Roubaix,Magasin,Électroménager,Robot cuiseur,2.0,249.97,0.0,499.94,183.84,305.0
28/06/2023,Dunkerque,Magasin,Maison,Couette 220x240,4.0,224.09,0.0,896.36,361.56,93.0
2023-10-17,Valenciennes,Magasin,Mode,Veste hiver,3.0,655.99,0.0,1967.97,972.24,308.0
28/04/2023,Dunkerque,Magasin,Sport,Maillot bain,2.0,350.77,0.0,701.54,398.6,411.0
2024-05-17,Valenciennes,Magasin,Sport,Raquette tennis,2.0,706.19,0.0,,724.08,23.0
2023-01-05,Tourcoing,Magasin,Maison,Set casseroles,6.0,706.85,0.0,4241.1,2446.02,559.0
2023-09-19,roubaix,Magasin,Sport,Tapis yoga,2.0,658.36,0.0,1316.72,705.42,330.0
2023-11-15,  Lille ,Magasin,Bricolage,Peinture 5L,2.0,609.0,0.0,1218.0,650.92,420.0
2024-12-24,En ligne,E-commerce,Sport,Raquette tennis,8.0,706.19,0.0,5649.52,2896.32,2.0
04/10/2023,Amiens,Magasin,Maison,Set casseroles,5.0,706.85,0.0,3534.25,2038.35,24.0
2023-11-07,En ligne,E-commerce,Sport,Tapis yoga,3.0,658.36,0.0,1975.08,1058.13,388.0
2023-01-08,  Amiens ,Magasin,Bricolage,Perceuse,8.0,105.66,0.0,845.28,173.6,16.0
2023-05-12,Lille,Magasin,Bricolage,Échelle alu,1.0,354.67,0.0,"354,67",168.4,251.0
2023-08-10,En ligne,E-commerce,Maison,Canapé 3 places,2.0,246.23,0.0,492.46,113.76,482.0
2024-06-18,Amiens,Magasin,Maison,Set casseroles,2.0,706.85,0.0,1413.7,815.34,478.0
23/03/2023,roubaix,Magasin,Mode,Pull laine,4.0,884.49,0.0,3537.96,1984.24,130.0
23/01/2024,Valenciennes,Magasin,Mode,Veste hiver,2.0,655.99,0.0,1311.98,648.16,133.0
2024-05-21,DUNKERQUE,Magasin,Bricolage,Tournevis set,3.0,636.28,0.0,1908.84,961.32,241.0
2023-01-04,Valenciennes,Magasin,Électroménager,Micro-ondes,2.0,453.16,0.0,906.32,343.12,
2024-03-23,roubaix,Magasin,Maison,Canapé 3 places,4.0,246.23,0.0,984.92,227.52,54.0
2023-12-06,En ligne,E-commerce,Électroménager,Aspirateur,5.0,191.18,0.0,955.9,482.75,160.0
2024-07-22,Amiens,Magasin,Mode,Robe été,7.0,296.52,0.0,2075.64,507.22,78.0
15/03/2023,Roubaix,Magasin,Électroménager,Bouilloire,4.0,726.04,0.0,2904.16,1569.2,72.0
2024-07-18,  Lille ,Magasin,Électroménager,Robot cuiseur,2.0,249.97,0.0,499.94,183.84,105.0
23/05/2024,Lille,Magasin,Électroménager,Bouilloire,4.0,726.04,0.0,2904.16,1569.2,384.0
2024-06-19,DUNKERQUE,Magasin,Maison,Set casseroles,2.0,706.85,0.0,1413.7,815.34,
2023-01-27,Tourcoing,Magasin,Mode,Pull laine,4.0,884.49,0.0,3537.96,1984.24,545.0
2024-02-05,en ligne,E-commerce,Sport,Tapis yoga,1.0,658.36,0.0,658.36,352.71,513.0
2023-11-07,Lille,Magasin,Sport,Tapis yoga,4.0,658.36,0.0,2633.44,1410.84,123.0
2023-09-14,LILLE,Magasin,Électroménager,Micro-ondes,2.0,453.16,0.05,861.0,297.8,450.0
2023-09-17,dunkerque,Magasin,Sport,Maillot bain,4.0,350.77,0.0,,797.2,431.0
2024-11-16,En ligne,E-commerce,Mode,Pull laine,2.0,884.49,0.05,1680.53,903.67,411.0
20/10/2023,Dunkerque,Magasin,Bricolage,Peinture 5L,4.0,609.0,0.0,2436.0,1301.84,451.0
2024-03-12,Lille,Magasin,Électroménager,Aspirateur,2.0,191.18,0.0,382.36,193.1,505.0
2024-03-19,Lille,Magasin,Sport,Maillot bain,3.0,350.77,0.0,1052.31,597.9,567.0
10/01/2023,AMIENS,Magasin,Bricolage,Échelle alu,7.0,354.67,0.1,"2234,42",930.53,133.0
2023-02-27,LILLE,Magasin,Maison,Étagère bois,1.0,279.59,0.1,251.63,61.16,272.0
09/02/2023,EN LIGNE,E-commerce,Électroménager,Réfrigérateur,2.0,387.37,0.0,774.74,225.56,148.0
2023-12-19,lille,Magasin,Maison,Canapé 3 places,2.0,246.23,0.05,467.84,89.14,341.0
2024-08-07,Dunkerque,Magasin,Bricolage,Boîte à outils,1.0,83.21,0.05,"79,05",18.83,95.0
2023-09-03,En ligne,E-commerce,Maison,Rideau occultant,2.0,101.21,0.0,202.42,89.78,461.0
2023-08-10,EN LIGNE,E-commerce,Sport,Maillot bain,3.0,350.77,0.0,1052.31,597.9,368.0
2023-08-27,Lille,Magasin,Mode,Jean homme,,272.27,0.0,1089.08,368.48,147.0
2024-09-03,Tourcoing,Magasin,Mode,Baskets ville,6.0,460.51,0.0,2763.06,888.3,
2024-06-14,Roubaix,Magasin,Mode,Robe été,4.0,296.52,0.05,1126.78,230.54,2.0
2024-09-17,VALENCIENNES,Magasin,Maison,Lampe LED,2.0,134.22,0.0,268.44,136.56,18.0
2024-11-15,DUNKERQUE,Magasin,Maison,Lampe LED,2.0,134.22,0.1,241.6,109.72,67.0
2023-09-25,Lille,Magasin,Maison,Rideau occultant,1.0,101.21,0.2,80.97,24.65,523.0
04/02/2024,dunkerque,Magasin,Sport,Haltères 10kg,1.0,98.3,0.0,98.3,42.7,126.0
2024-08-25,Dunkerque,Magasin,Bricolage,Tournevis set,1.0,636.28,0.0,,320.44,543.0
2024-05-23,Roubaix,Magasin,Sport,Vélo VTT,1.0,545.21,0.05,517.95,207.24,262.0
2023-12-26,Lille,Magasin,Mode,Veste hiver,,655.99,0.0,3279.95,1620.4,148.0
2024-10-06,Dunkerque,Magasin,Maison,Set casseroles,2.0,706.85,0.0,1413.7,815.34,438.0
10/04/2023,roubaix,Magasin,Bricolage,Perceuse,1.0,105.66,0.0,105.66,21.7,4.0
2024-08-22,Roubaix,Magasin,Mode,Veste hiver,1.0,655.99,0.1,590.39,258.48,74.0
2023-01-30,En ligne,E-commerce,Maison,Couette 220x240,5.0,224.09,0.0,1120.45,451.95,298.0
2023-08-04,Tourcoing,Magasin,Mode,Veste hiver,1.0,655.99,0.0,655.99,324.08,15.0
25/02/2024,Valenciennes,Magasin,Maison,Étagère bois,2.0,279.59,0.0,559.18,178.24,234.0
2023-07-05,  Tourcoing ,Magasin,Mode,Robe été,3.0,296.52,0.0,889.56,217.38,514.0
2023-05-09,ROUBAIX,Magasin,Sport,Raquette tennis,3.0,706.19,0.0,2118.57,1086.12,
2023-02-06,Roubaix,Magasin,Électroménager,Aspirateur,1.0,191.18,0.0,191.18,96.55,560.0
2024-07-22,ROUBAIX,Magasin,Bricolage,Perceuse,5.0,105.66,0.0,528.3,108.5,477.0
2024-06-16,Dunkerque,Magasin,Maison,Set casseroles,2.0,706.85,0.0,1413.7,815.34,560.0
2023-05-30,Lille,Magasin,Électroménager,Aspirateur,1.0,191.18,0.0,191.18,96.55,300.0
23/06/2023,LILLE,Magasin,Maison,Étagère bois,3.0,279.59,0.05,796.83,225.42,39.0
22/05/2024,Roubaix,Magasin,Maison,Canapé 3 places,3.0,246.23,0.2,590.95,22.9,57.0
2023-04-07,TOURCOING,Magasin,Mode,Robe été,4.0,296.52,0.0,1186.08,289.84,373.0
2023-05-28,valenciennes,Magasin,Maison,Canapé 3 places,1.0,246.23,0.0,246.23,56.88,15.0
2024-12-19,Tourcoing,Magasin,Maison,Étagère bois,2.0,279.59,0.0,559.18,178.24,
28/10/2023,  Tourcoing ,Magasin,Mode,T-shirt coton,3.0,504.67,0.0,1514.01,600.69,393.0
2023-08-19,Dunkerque,Magasin,Mode,T-shirt coton,4.0,504.67,0.0,2018.68,800.92,109.0
2024-09-14,valenciennes,Magasin,Sport,Vélo VTT,4.0,545.21,0.05,2071.8,828.96,157.0
2024-06-05,DUNKERQUE,Magasin,Maison,Étagère bois,6.0,279.59,0.0,1677.54,534.72,42.0
2024-11-16,Valenciennes,Magasin,Électroménager,Robot cuiseur,4.0,249.97,0.2,799.9,167.7,323.0
2023-04-02,Amiens,Magasin,Électroménager,Micro-ondes,2.0,453.16,0.0,906.32,343.12,475.0
2023-09-24,ROUBAIX,Magasin,Sport,Vélo VTT,1.0,545.21,0.0,545.21,234.5,435.0
2024-03-03,Dunkerque,Magasin,Sport,Ballon foot,1.0,100.1,0.0,100.1,57.9,
2023-09-12,ROUBAIX,Magasin,Sport,Haltères 10kg,3.0,98.3,0.05,280.15,113.35,504.0
2023-10-11,  En ligne ,E-commerce,Sport,Chaussures running,3.0,569.53,0.0,1708.59,930.6,464.0
2024-01-19,ROUBAIX,Magasin,Bricolage,Tournevis set,3.0,636.28,0.0,1908.84,961.32,103.0
2023-03-16,Amiens,Magasin,Électroménager,Aspirateur,5.0,191.18,0.0,955.9,482.75,284.0
2023-07-07,Amiens,Magasin,Mode,Pull laine,6.0,884.49,0.0,5306.94,2976.36,256.0
2024-02-09,Tourcoing,Magasin,Maison,Set casseroles,1.0,706.85,0.0,706.85,407.67,423.0
2024-08-04,dunkerque,Magasin,Électroménager,Cafetière,2.0,392.24,0.0,784.48,429.12,394.0
2024-10-19,Roubaix,Magasin,Maison,Canapé 3 places,5.0,246.23,0.0,1231.15,284.4,350.0
11/03/2023,Lille,Magasin,Électroménager,Bouilloire,3.0,726.04,0.0,,1176.9,211.0
2024-08-27,ROUBAIX,Magasin,Sport,Haltères 10kg,2.0,98.3,0.05,186.77,75.57,581.0
2024-08-31,AMIENS,Magasin,Sport,Maillot bain,,350.77,0.1,947.08,492.67,97.0
2024-09-13,amiens,Magasin,Bricolage,Tournevis set,1.0,636.28,0.0,636.28,320.44,
2023-03-31,ROUBAIX,Magasin,Sport,Vélo VTT,2.0,545.21,0.0,1090.42,469.0,556.0
2024-05-10,DUNKERQUE,Magasin,Électroménager,Aspirateur,2.0,191.18,0.05,363.24,173.98,515.0
13/08/2024,Roubaix,Magasin,Électroménager,Micro-ondes,4.0,453.16,0.0,1812.64,686.24,11.0
2024-11-23,  Valenciennes ,Magasin,Électroménager,Aspirateur,3.0,191.18,0.2,458.83,174.94,558.0
2023-07-29,Valenciennes,Magasin,Sport,Chaussures running,3.0,569.53,0.0,1708.59,930.6,206.0
2023-06-26,Dunkerque,Magasin,Mode,T-shirt coton,4.0,504.67,0.0,2018.68,800.92,568.0
2023-08-11,En ligne,E-commerce,Électroménager,Aspirateur,4.0,191.18,0.0,764.72,386.2,392.0
2023-06-30,Dunkerque,Magasin,Maison,Étagère bois,4.0,279.59,0.05,1062.44,300.56,2.0
2023-03-15,DUNKERQUE,Magasin,Électroménager,Micro-ondes,3.0,453.16,0.0,1359.48,514.68,53.0
2024-02-13,ROUBAIX,Magasin,Électroménager,Cafetière,4.0,392.24,0.05,1490.51,779.79,190.0
2023-03-29,Lille,Magasin,Mode,Baskets ville,2.0,460.51,0.0,921.02,296.1,582.0
2024-11-16,Roubaix,Magasin,Sport,Raquette tennis,,706.19,0.0,1412.38,724.08,139.0
2023-08-23,  Tourcoing ,Magasin,Maison,Lampe LED,2.0,134.22,0.0,268.44,136.56,456.0
2023-01-19,Roubaix,Magasin,Électroménager,Cafetière,3.0,392.24,0.0,1176.72,643.68,
2023-01-07,Lille,Magasin,Maison,Couette 220x240,3.0,224.09,0.0,672.27,271.17,
2024-06-06,en ligne,E-commerce,Sport,Raquette tennis,5.0,706.19,0.0,3530.95,1810.2,152.0
2024-10-07,En ligne,E-commerce,Mode,Baskets ville,3.0,460.51,0.0,,444.15,279.0
2023-12-01,Roubaix,Magasin,Bricolage,Boîte à outils,6.0,83.21,0.0,499.26,137.94,366.0
2023-08-23,Dunkerque,Magasin,Bricolage,Boîte à outils,3.0,83.21,0.0,249.63,68.97,215.0
2023-02-15,Amiens,Magasin,Maison,Couette 220x240,1.0,224.09,0.1,201.68,67.98,240.0
2023-03-09,dunkerque,Magasin,Sport,Vélo VTT,1.0,545.21,0.2,436.17,125.46,299.0
15/12/2023,Lille,Magasin,Électroménager,Aspirateur,4.0,191.18,0.0,764.72,386.2,257.0
19/04/2024,VALENCIENNES,Magasin,Maison,Lampe LED,5.0,134.22,0.05,637.54,307.84,156.0
2023-11-18,Dunkerque,Magasin,Mode,Baskets ville,-5.0,460.51,0.05,2187.42,625.12,258.0
2023-02-08,en ligne,E-commerce,Mode,Baskets ville,2.0,460.51,0.0,921.02,296.1,104.0
21/08/2024,Dunkerque,Magasin,Sport,Haltères 10kg,1.0,98.3,0.0,98.3,42.7,414.0
2024-10-31,Amiens,Magasin,Sport,Haltères 10kg,,98.3,0.0,294.9,128.1,
15/09/2024,En ligne,E-commerce,Sport,Chaussures running,3.0,569.53,0.05,1623.16,845.17,266.0
20/04/2023,  Amiens ,Magasin,Mode,Baskets ville,1.0,460.51,0.0,460.51,148.05,
2023-12-23,Amiens,Magasin,Électroménager,Robot cuiseur,2.0,249.97,0.0,499.94,183.84,597.0
2024-11-28,Roubaix,Magasin,Sport,Tapis yoga,1.0,658.36,0.05,"625,44",319.79,131.0
2024-04-23,AMIENS,Magasin,Sport,Raquette tennis,3.0,706.19,0.0,,1086.12,569.0
2024-02-14,TOURCOING,Magasin,Sport,Maillot bain,1.0,350.77,0.0,"350,77",199.3,485.0
28/07/2023,Valenciennes,Magasin,Électroménager,Aspirateur,4.0,191.18,0.0,764.72,386.2,337.0
2023-04-24,Roubaix,Magasin,Électroménager,Micro-ondes,3.0,453.16,0.0,1359.48,514.68,250.0
2024-11-16,  Roubaix ,Magasin,Sport,Maillot bain,4.0,350.77,0.0,1403.08,797.2,145.0
2023-08-13,Tourcoing,Magasin,Mode,Baskets ville,5.0,460.51,0.0,"2302,55",740.25,191.0
2024-12-30,lille,Magasin,Mode,Pull laine,4.0,884.49,0.1,3184.16,1630.44,504.0
2023-10-28,Lille,Magasin,Maison,Rideau occultant,4.0,101.21,0.0,404.84,179.56,299.0
21/11/2023,AMIENS,Magasin,Bricolage,Tournevis set,3.0,636.28,0.0,1908.84,961.32,454.0
2023-09-18,Roubaix,Magasin,Sport,Haltères 10kg,2.0,98.3,0.0,196.6,85.4,69.0
02/12/2023,Dunkerque,Magasin,Sport,Maillot bain,3.0,350.77,0.0,1052.31,597.9,181.0
2023-12-11,Tourcoing,Magasin,Bricolage,Échelle alu,9.0,354.67,0.2,"2553,62",877.19,414.0
2024-06-12,  Dunkerque ,Magasin,Électroménager,Micro-ondes,1.0,453.16,0.0,453.16,171.56,502.0
2023-08-05,Roubaix,Magasin,Bricolage,Boîte à outils,,83.21,0.0,83.21,22.99,87.0
2023-06-29,LILLE,Magasin,Mode,Baskets ville,2.0,460.51,0.0,921.02,296.1,420.0
2023-05-27,ROUBAIX,Magasin,Bricolage,Tournevis set,3.0,636.28,0.05,1813.4,865.88,110.0
2024-03-14,Lille,Magasin,Sport,Ballon foot,1.0,100.1,0.0,100.1,57.9,137.0
2024-05-12,Amiens,Magasin,Sport,Tapis yoga,3.0,658.36,0.0,1975.08,1058.13,29.0
2024-02-08,Amiens,Magasin,Maison,Couette 220x240,3.0,224.09,0.0,672.27,271.17,534.0
2023-04-27,Dunkerque,Magasin,Maison,Étagère bois,4.0,279.59,0.0,1118.36,356.48,247.0
05/07/2023,lille,Magasin,Bricolage,Tournevis set,4.0,636.28,0.05,2417.86,1154.5,168.0
2023-08-09,Dunkerque,Magasin,Bricolage,Peinture 5L,4.0,609.0,0.0,2436.0,1301.84,384.0
2024-12-21,  Tourcoing ,Magasin,Mode,Veste hiver,3.0,655.99,0.0,1967.97,972.24,249.0
2024-02-24,Lille,Magasin,Électroménager,Aspirateur,3.0,191.18,0.0,573.54,289.65,34.0
2023-03-12,Amiens,Magasin,Sport,Ballon foot,1.0,100.1,0.2,80.08,37.88,34.0
2023-10-29,En ligne,E-commerce,Électroménager,Réfrigérateur,6.0,387.37,0.0,2324.22,676.68,176.0
2024-12-17,Amiens,Magasin,Sport,Maillot bain,9.0,350.77,0.2,2525.54,1162.31,501.0
2024-02-01,roubaix,Magasin,Sport,Maillot bain,4.0,350.77,0.05,1332.93,727.05,196.0
2023-09-05,DUNKERQUE,Magasin,Électroménager,Cafetière,4.0,392.24,0.0,,858.24,268.0
2023-01-08,Dunkerque,Magasin,Électroménager,Micro-ondes,3.0,453.16,0.0,1359.48,514.68,316.0
04/04/2023,En ligne,E-commerce,Sport,Tapis yoga,3.0,658.36,0.0,1975.08,1058.13,388.0
2024-04-20,lille,Magasin,Mode,Pull laine,2.0,884.49,0.05,1680.53,903.67,460.0
2023-09-15,Roubaix,Magasin,Bricolage,Échelle alu,3.0,354.67,0.1,957.61,398.8,489.0
2024-10-17,Lille,Magasin,Bricolage,Peinture 5L,4.0,609.0,0.05,2314.2,1180.04,160.0
2023-04-01,En ligne,E-commerce,Mode,Veste hiver,1.0,655.99,0.0,655.99,324.08,67.0
2024-10-20,Tourcoing,Magasin,Maison,Canapé 3 places,5.0,246.23,0.0,1231.15,284.4,59.0
2023-09-16,Dunkerque,Magasin,Électroménager,Cafetière,4.0,392.24,0.0,1568.96,858.24,499.0
20/02/2024,Roubaix,Magasin,Électroménager,Robot cuiseur,1.0,249.97,0.0,249.97,91.92,301.0
2024-02-12,VALENCIENNES,Magasin,Sport,Chaussures running,1.0,569.53,0.0,569.53,310.2,347.0
14/09/2023,Amiens,Magasin,Sport,Ballon foot,2.0,100.1,0.0,200.2,115.8,426.0
2024-05-06,Dunkerque,Magasin,Bricolage,Perceuse,1.0,105.66,0.0,105.66,21.7,363.0
2023-11-16,Dunkerque,Magasin,Sport,Vélo VTT,4.0,545.21,0.0,,938.0,335.0
15/10/2024,Dunkerque,Magasin,Mode,Jean homme,1.0,272.27,0.05,258.66,78.51,381.0
2024-04-01,en ligne,E-commerce,Électroménager,Micro-ondes,,453.16,0.0,906.32,343.12,51.0
2024-08-17,  Amiens ,Magasin,Bricolage,Échelle alu,1.0,354.67,0.1,319.2,132.93,138.0
2023-09-04,En ligne,E-commerce,Bricolage,Peinture 5L,,609.0,0.0,609.0,325.46,219.0
2024-03-03,LILLE,Magasin,Bricolage,Tournevis set,3.0,636.28,0.0,1908.84,961.32,236.0
23/06/2024,Roubaix,Magasin,Sport,Raquette tennis,5.0,706.19,0.05,"3354,4",1633.65,98.0
2023-04-29,Dunkerque,Magasin,Sport,Ballon foot,3.0,100.1,0.0,300.3,173.7,360.0
2024-10-09,Tourcoing,Magasin,Sport,Ballon foot,4.0,100.1,0.0,"400,4",231.6,121.0
2024-09-04,valenciennes,Magasin,Maison,Rideau occultant,5.0,101.21,0.0,506.05,224.45,265.0
2023-10-01,Valenciennes,Magasin,Mode,Pull laine,4.0,884.49,0.0,3537.96,1984.24,317.0
04/02/2023,Amiens,Magasin,Maison,Set casseroles,2.0,706.85,0.0,1413.7,815.34,205.0
2024-04-12,ROUBAIX,Magasin,Sport,Haltères 10kg,5.0,98.3,0.0,491.5,213.5,578.0
12/05/2023,  Lille ,Magasin,Électroménager,Bouilloire,2.0,726.04,0.0,1452.08,784.6,570.0
2023-07-22,Lille,Magasin,Électroménager,Bouilloire,4.0,726.04,0.0,2904.16,1569.2,433.0
2024-03-22,en ligne,E-commerce,Maison,Lampe LED,3.0,134.22,0.0,"402,66",204.84,370.0
24/04/2024,Amiens,Magasin,Électroménager,Réfrigérateur,3.0,387.37,0.0,"1162,11",338.34,441.0
2024-11-17,tourcoing,Magasin,Sport,Maillot bain,5.0,350.77,0.0,1753.85,996.5,243.0
2023-05-21,Dunkerque,Magasin,Bricolage,Tournevis set,2.0,636.28,0.05,"1208,93",577.25,193.0
2024-03-24,Tourcoing,Magasin,Sport,Haltères 10kg,3.0,98.3,0.0,"294,9",128.1,174.0
2024-10-10,amiens,Magasin,Mode,Baskets ville,2.0,460.51,0.0,921.02,296.1,272.0
2023-05-30,Tourcoing,Magasin,Sport,Maillot bain,2.0,350.77,0.0,701.54,398.6,186.0
15/02/2023,En ligne,E-commerce,Sport,Chaussures running,4.0,569.53,0.0,2278.12,1240.8,224.0
2023-02-02,roubaix,Magasin,Mode,Pull laine,1.0,884.49,0.0,884.49,496.06,545.0
2023-05-23,Lille,Magasin,Sport,Chaussures running,1.0,569.53,0.2,455.62,196.29,591.0
15/05/2024,Valenciennes,Magasin,Électroménager,Réfrigérateur,1.0,387.37,0.0,387.37,112.78,148.0
2023-03-31,lille,Magasin,Maison,Set casseroles,1.0,706.85,0.0,706.85,407.67,537.0
2024-05-27,Amiens,Magasin,Mode,Jean homme,2.0,272.27,0.0,"544,54",184.24,384.0
2023-08-07,Roubaix,Magasin,Sport,Maillot bain,4.0,350.77,0.0,1403.08,797.2,189.0
2023-05-25,Valenciennes,Magasin,Électroménager,Robot cuiseur,5.0,249.97,0.0,1249.85,459.6,508.0
2023-01-10,Lille,Magasin,Mode,Pull laine,,884.49,0.0,4422.45,2480.3,349.0
2024-05-08,Roubaix,Magasin,Bricolage,Boîte à outils,4.0,83.21,0.0,332.84,91.96,354.0
2023-07-26,Amiens,Magasin,Sport,Raquette tennis,3.0,706.19,0.0,2118.57,1086.12,499.0
2024-03-06,AMIENS,Magasin,Bricolage,Tournevis set,1.0,636.28,0.0,636.28,320.44,562.0
2024-10-31,lille,Magasin,Sport,Maillot bain,3.0,350.77,0.0,1052.31,597.9,473.0
2023-08-16,En ligne,E-commerce,Électroménager,Aspirateur,1.0,191.18,0.0,191.18,96.55,335.0
31/01/2023,TOURCOING,Magasin,Électroménager,Aspirateur,2.0,191.18,0.0,"382,36",193.1,193.0
2024-12-20,ROUBAIX,Magasin,Mode,Veste hiver,2.0,655.99,0.0,1311.98,648.16,407.0
