date,categorie,produit,quantite,montant
2023-12-13,Électroménager,Aspirateur,5,955.9
2023-12-14,Mode,Jean homme,4,1089.08
2023-12-14,Bricolage,Tournevis set,6,3817.68
2023-12-14,Maison,Lampe LED,3,402.66
2023-12-14,Sport,Chaussures running,4,2278.12
2023-12-15,Bricolage,Boîte à outils,4,332.84
2023-12-15,Maison,Étagère bois,6,1677.54
2023-12-15,Sport,Vélo VTT,6,3271.26
2023-12-16,Maison,Canapé 3 places,5,1231.15
2023-12-16,Électroménager,Cafetière,4,1568.96
2023-12-18,Maison,Rideau occultant,5,480.75
2023-12-18,Maison,Lampe LED,5,637.54
2023-12-19,Bricolage,Peinture 5L,5,3045.0
2023-12-19,Sport,Ballon foot,3,300.3
2023-12-21,Mode,Pull laine,6,4245.55
2023-12-21,Mode,T-shirt coton,5,2397.18
2023-12-21,Maison,Canapé 3 places,8,1969.84
2023-12-22,Mode,Baskets ville,8,3684.08
2023-12-23,Sport,Ballon foot,4,400.4
2023-12-24,Sport,Tapis yoga,8,5266.88
2023-12-24,Électroménager,Cafetière,6,2118.1
2023-12-25,Sport,Ballon foot,7,560.56
2023-12-25,Maison,Canapé 3 places,6,1477.38
2023-12-25,Mode,Veste hiver,1,655.99
2023-12-27,Électroménager,Cafetière,2,784.48
2023-12-27,Électroménager,Robot cuiseur,4,999.88
2023-12-28,Bricolage,Perceuse,6,633.96
2023-12-29,Bricolage,Échelle alu,4,1418.68
2023-12-29,Bricolage,Tournevis set,4,2545.12
2023-12-29,Sport,Vélo VTT,10,5452.1
2023-12-30,Bricolage,Peinture 5L,5,3045.0
2023-12-30,Électroménager,Cafetière,5,1961.2
2023-12-30,Électroménager,Aspirateur,6,1089.73
2023-12-31,Mode,Jean homme,7,1715.3
2024-01-01,Maison,Set casseroles,5,3180.82
2024-01-01,Sport,Tapis yoga,3,1975.08
2024-01-01,Mode,Pull laine,5,4201.33
2024-01-01,Électroménager,Réfrigérateur,5,1936.85
2024-01-01,Maison,Canapé 3 places,5,1231.15
2024-01-02,Mode,Baskets ville,3,1381.53
2024-01-02,Électroménager,Aspirateur,5,955.9
2024-01-03,Sport,Maillot bain,5,1578.46
2024-01-03,Maison,Lampe LED,1,134.22
2024-01-03,Bricolage,Tournevis set,5,3181.4
2024-01-04,Sport,Raquette tennis,7,4943.33
2024-01-04,Mode,T-shirt coton,2,1009.34
2024-01-04,Sport,Vélo VTT,1,545.21
2024-01-05,Sport,Maillot bain,5,1753.85
2024-01-05,Maison,Set casseroles,6,4241.1
2024-01-06,Électroménager,Bouilloire,6,4356.24
2024-01-06,Bricolage,Peinture 5L,8,4872.0
2024-01-07,Électroménager,Robot cuiseur,1,249.97
2024-01-10,Bricolage,Perceuse,4,422.64
2024-01-11,Maison,Set casseroles,3,2120.55
2024-01-12,Sport,Vélo VTT,5,2726.05
2024-01-12,Électroménager,Cafetière,3,1176.72
2024-01-12,Maison,Étagère bois,3,838.77
2024-01-12,Mode,Pull laine,4,3537.96
2024-01-13,Mode,T-shirt coton,1,454.2
2024-01-13,Mode,Jean homme,3,816.81
2024-01-14,Maison,Rideau occultant,5,506.05
2024-01-14,Maison,Couette 220x240,4,896.36
2024-01-14,Électroménager,Micro-ondes,5,2265.8
2024-01-14,Maison,Couette 220x240,5,1120.45
2024-01-16,Maison,Set casseroles,5,3534.25
2024-01-16,Mode,Veste hiver,6,3935.94
2024-01-17,Sport,Ballon foot,6,600.6
2024-01-18,Sport,Haltères 10kg,5,491.5
2024-01-18,Mode,Baskets ville,3,1381.53
2024-01-19,Électroménager,Cafetière,3,1176.72
2024-01-19,Sport,Tapis yoga,7,4608.52
2024-01-19,Maison,Set casseroles,3,2120.55
2024-01-20,Électroménager,Aspirateur,5,955.9
2024-01-20,Bricolage,Boîte à outils,5,416.05
2024-01-20,Mode,Robe été,7,1971.86
2024-01-20,Sport,Chaussures running,5,2847.65
2024-01-21,Sport,Tapis yoga,8,5266.88
2024-01-21,Maison,Étagère bois,6,1593.66
2024-01-21,Maison,Étagère bois,2,559.18
2024-01-22,Mode,Pull laine,2,1768.98
2024-01-22,Mode,Pull laine,7,6191.43
2024-01-22,Mode,Baskets ville,3,1381.53
2024-01-23,Sport,Ballon foot,3,270.27
2024-01-23,Bricolage,Échelle alu,6,2021.62
2024-01-23,Mode,Veste hiver,2,1311.98
2024-01-24,Sport,Haltères 10kg,3,294.9
2024-01-24,Sport,Ballon foot,3,300.3
2024-01-25,Mode,Baskets ville,4,1657.84
2024-01-25,Mode,Jean homme,4,1089.08
2024-01-26,Bricolage,Peinture 5L,2,1218.0
2024-01-26,Maison,Lampe LED,2,268.44
2024-01-27,Mode,Pull laine,2,1768.98
2024-01-28,Mode,T-shirt coton,7,3532.69
2024-01-28,Maison,Étagère bois,7,1957.13
2024-01-29,Électroménager,Réfrigérateur,7,2711.59
2024-01-29,Maison,Rideau occultant,8,809.68
2024-01-29,Sport,Tapis yoga,6,3950.16
2024-01-30,Bricolage,Peinture 5L,3,1827.0
2024-01-30,Mode,Robe été,1,296.52
2024-01-30,Sport,Raquette tennis,8,5649.52
2024-02-01,Maison,Canapé 3 places,1,246.23
2024-02-02,Mode,Pull laine,2,1768.98
2024-02-02,Électroménager,Aspirateur,3,573.54
2024-02-02,Sport,Maillot bain,2,701.54
2024-02-02,Sport,Raquette tennis,3,2118.57
2024-02-02,Bricolage,Échelle alu,2,673.87
2024-02-03,Sport,Tapis yoga,1,658.36
2024-02-04,Maison,Set casseroles,3,2120.55
2024-02-04,Maison,Rideau occultant,4,404.84
2024-02-05,Bricolage,Tournevis set,1,572.65
2024-02-06,Mode,Baskets ville,1,460.51
2024-02-07,Bricolage,Perceuse,1,105.66
2024-02-07,Électroménager,Cafetière,2,784.48
2024-02-07,Maison,Set casseroles,2,1413.7
2024-02-09,Maison,Canapé 3 places,1,246.23
2024-02-09,Sport,Raquette tennis,2,1412.38
2024-02-10,Bricolage,Peinture 5L,4,2436.0
2024-02-10,Bricolage,Perceuse,1,105.66
2024-02-10,Maison,Set casseroles,4,2827.4
2024-02-10,Mode,Pull laine,2,1680.53
2024-02-11,Maison,Canapé 3 places,3,738.69
2024-02-12,Bricolage,Tournevis set,1,636.28
2024-02-12,Sport,Chaussures running,1,569.53
2024-02-12,Sport,Raquette tennis,4,2683.52
2024-02-13,Maison,Étagère bois,2,559.18
2024-02-13,Mode,Baskets ville,1,460.51
2024-02-13,Sport,Ballon foot,3,300.3
2024-02-15,Mode,Robe été,2,563.39
2024-02-15,Maison,Rideau occultant,3,242.9
2024-02-16,Sport,Tapis yoga,3,1975.08
2024-02-17,Électroménager,Aspirateur,4,764.72
2024-02-18,Sport,Chaussures running,2,1139.06
2024-02-19,Électroménager,Micro-ondes,1,453.16
2024-02-20,Mode,Baskets ville,2,736.82
2024-02-20,Électroménager,Micro-ondes,3,1291.51
2024-02-21,Électroménager,Aspirateur,2,382.36
2024-02-22,Maison,Rideau occultant,1,101.21
2024-02-23,Maison,Rideau occultant,2,161.94
2024-02-24,Électroménager,Robot cuiseur,2,499.94
2024-02-25,Bricolage,Échelle alu,2,673.87
2024-02-25,Maison,Étagère bois,2,559.18
2024-02-25,Sport,Raquette tennis,1,706.19
2024-02-27,Mode,Jean homme,1,217.82
2024-02-28,Maison,Étagère bois,1,279.59
2024-02-29,Mode,Robe été,3,889.56
2024-03-01,Mode,Robe été,1,296.52
2024-03-02,Bricolage,Échelle alu,1,354.67
2024-03-02,Électroménager,Cafetière,2,784.48
2024-03-03,Électroménager,Cafetière,1,372.63
2024-03-03,Bricolage,Peinture 5L,6,3288.6
2024-03-03,Maison,Rideau occultant,1,101.21
2024-03-04,Maison,Set casseroles,2,1413.7
2024-03-04,Mode,Pull laine,3,2653.47
2024-03-05,Mode,Veste hiver,3,1967.97
2024-03-05,Électroménager,Aspirateur,2,382.36
2024-03-05,Sport,Haltères 10kg,2,196.6
2024-03-06,Électroménager,Bouilloire,1,689.74
2024-03-08,Maison,Rideau occultant,3,273.27
2024-03-09,Maison,Couette 220x240,1,224.09
2024-03-09,Électroménager,Réfrigérateur,4,1549.48
2024-03-09,Bricolage,Boîte à outils,3,249.63
2024-03-10,Électroménager,Réfrigérateur,3,1162.11
2024-03-10,Maison,Couette 220x240,4,896.36
2024-03-10,Bricolage,Tournevis set,2,1272.56
2024-03-11,Sport,Maillot bain,2,701.54
2024-03-11,Maison,Set casseroles,1,671.51
2024-03-12,Maison,Lampe LED,4,536.88
2024-03-13,Bricolage,Perceuse,4,422.64
2024-03-13,Mode,Robe été,2,593.04
2024-03-14,Bricolage,Tournevis set,4,2545.12
2024-03-15,Électroménager,Robot cuiseur,4,999.88
2024-03-15,Bricolage,Perceuse,2,211.32
2024-03-18,Sport,Maillot bain,3,841.85
2024-03-19,Sport,Maillot bain,1,350.77
2024-03-20,Électroménager,Robot cuiseur,1,249.97
2024-03-20,Bricolage,Perceuse,5,528.3
2024-03-21,Mode,Pull laine,3,2520.8
2024-03-22,Mode,Veste hiver,3,1967.97
2024-03-23,Électroménager,Réfrigérateur,4,1549.48
2024-03-23,Sport,Maillot bain,2,701.54
2024-03-25,Maison,Canapé 3 places,1,221.61
2024-03-26,Sport,Raquette tennis,2,1341.76
2024-03-26,Électroménager,Réfrigérateur,1,387.37
2024-03-27,Maison,Couette 220x240,3,672.27
2024-03-27,Mode,Robe été,3,889.56
2024-03-29,Mode,T-shirt coton,3,1514.01
2024-03-30,Maison,Canapé 3 places,2,492.46
2024-03-30,Électroménager,Micro-ondes,1,453.16
2024-03-31,Mode,Baskets ville,2,921.02
2024-04-01,Mode,Pull laine,2,1768.98
2024-04-02,Maison,Couette 220x240,4,896.36
2024-04-02,Maison,Couette 220x240,4,896.36
2024-04-03,Maison,Canapé 3 places,4,984.92
2024-04-04,Sport,Vélo VTT,4,2180.84
2024-04-04,Maison,Set casseroles,3,2120.55
2024-04-04,Sport,Tapis yoga,3,1975.08
2024-04-05,Bricolage,Peinture 5L,4,2436.0
2024-04-08,Bricolage,Tournevis set,3,1908.84
2024-04-09,Maison,Couette 220x240,3,672.27
2024-04-11,Mode,T-shirt coton,3,1514.01
2024-04-13,Mode,T-shirt coton,4,1917.75
2024-04-15,Bricolage,Boîte à outils,5,416.05
2024-04-16,Électroménager,Cafetière,1,353.02
2024-04-17,Sport,Raquette tennis,5,2824.76
2024-04-17,Électroménager,Cafetière,3,1176.72
2024-04-18,Mode,Robe été,3,889.56
2024-04-18,Mode,Veste hiver,4,2623.96
2024-04-19,Maison,Lampe LED,5,637.54
2024-04-21,Mode,T-shirt coton,1,504.67
2024-04-21,Bricolage,Tournevis set,4,2545.12
2024-04-21,Maison,Lampe LED,1,134.22
2024-04-22,Électroménager,Micro-ondes,4,1812.64
2024-04-22,Bricolage,Perceuse,3,316.98
2024-04-22,Mode,Baskets ville,1,460.51
2024-04-23,Sport,Tapis yoga,4,2633.44
2024-04-24,Électroménager,Cafetière,3,1176.72
2024-04-25,Maison,Rideau occultant,1,101.21
2024-04-25,Mode,Jean homme,3,816.81
2024-04-26,Maison,Couette 220x240,3,638.66
2024-04-26,Électroménager,Aspirateur,3,573.54
2024-04-26,Sport,Chaussures running,5,2847.65
2024-04-27,Bricolage,Tournevis set,4,2545.12
2024-04-27,Mode,T-shirt coton,5,2523.35
2024-04-27,Bricolage,Boîte à outils,5,416.05
2024-04-27,Sport,Vélo VTT,5,2726.05
2024-04-27,Maison,Rideau occultant,2,192.3
2024-04-29,Maison,Set casseroles,2,1413.7
2024-04-30,Bricolage,Boîte à outils,4,332.84
2024-05-01,Mode,Veste hiver,1,655.99
2024-05-01,Électroménager,Bouilloire,2,1452.08
2024-05-02,Électroménager,Réfrigérateur,2,736.0
2024-05-02,Électroménager,Robot cuiseur,1,249.97
2024-05-03,Électroménager,Micro-ondes,4,1812.64
2024-05-05,Bricolage,Boîte à outils,1,83.21
2024-05-05,Sport,Maillot bain,1,350.77
2024-05-05,Mode,Baskets ville,2,921.02
2024-05-05,Mode,Jean homme,4,1089.08
2024-05-05,Mode,T-shirt coton,3,1438.31
2024-05-05,Mode,T-shirt coton,4,2018.68
2024-05-07,Bricolage,Tournevis set,3,1908.84
2024-05-07,Sport,Tapis yoga,1,658.36
2024-05-08,Mode,Jean homme,1,272.27
2024-05-08,Mode,Veste hiver,1,623.19
2024-05-09,Sport,Chaussures running,1,569.53
2024-05-10,Mode,Baskets ville,1,460.51
2024-05-10,Sport,Raquette tennis,1,706.19
2024-05-11,Bricolage,Perceuse,4,422.64
2024-05-12,Maison,Set casseroles,3,2120.55
2024-05-12,Électroménager,Aspirateur,2,382.36
2024-05-13,Bricolage,Échelle alu,3,1064.01
2024-05-15,Électroménager,Réfrigérateur,1,387.37
2024-05-16,Sport,Raquette tennis,5,3530.95
2024-05-16,Maison,Rideau occultant,2,192.3
2024-05-17,Sport,Raquette tennis,2,1412.38
2024-05-18,Mode,Pull laine,6,4776.25
2024-05-19,Électroménager,Micro-ondes,2,861.0
2024-05-19,Sport,Maillot bain,4,1403.08
2024-05-19,Bricolage,Peinture 5L,4,2192.4
2024-05-19,Mode,T-shirt coton,1,504.67
2024-05-20,Sport,Haltères 10kg,4,393.2
2024-05-20,Mode,Jean homme,1,217.82
2024-05-20,Maison,Étagère bois,4,1118.36
2024-05-20,Sport,Chaussures running,3,1708.59
2024-05-21,Sport,Chaussures running,6,3417.18
2024-05-21,Mode,Baskets ville,1,460.51
2024-05-23,Bricolage,Perceuse,4,422.64
2024-05-23,Électroménager,Aspirateur,2,382.36
2024-05-24,Maison,Lampe LED,3,362.39
2024-05-24,Électroménager,Bouilloire,4,2904.16
2024-05-25,Bricolage,Perceuse,2,211.32
2024-05-25,Électroménager,Cafetière,3,1117.88
2024-05-28,Mode,Baskets ville,3,1381.53
2024-05-28,Bricolage,Boîte à outils,1,83.21
2024-05-28,Bricolage,Échelle alu,1,354.67
2024-05-28,Électroménager,Réfrigérateur,4,1472.01
2024-05-28,Bricolage,Boîte à outils,3,249.63
2024-05-28,Sport,Ballon foot,5,500.5
2024-05-29,Mode,T-shirt coton,5,2018.68
2024-05-29,Bricolage,Peinture 5L,2,1157.1
2024-05-29,Maison,Étagère bois,4,1118.36
2024-05-30,Électroménager,Robot cuiseur,2,499.94
2024-06-01,Électroménager,Bouilloire,4,2613.74
2024-06-01,Bricolage,Perceuse,1,105.66
2024-06-01,Sport,Haltères 10kg,4,393.2
2024-06-02,Sport,Tapis yoga,4,2633.44
2024-06-02,Bricolage,Peinture 5L,1,609.0
2024-06-03,Mode,Robe été,1,281.69
2024-06-03,Maison,Canapé 3 places,1,246.23
2024-06-03,Électroménager,Cafetière,4,1568.96
2024-06-04,Électroménager,Cafetière,3,1176.72
2024-06-04,Sport,Raquette tennis,2,1412.38
2024-06-04,Maison,Canapé 3 places,2,467.84
2024-06-05,Maison,Lampe LED,3,402.66
2024-06-05,Maison,Set casseroles,1,706.85
2024-06-06,Sport,Tapis yoga,1,625.44
2024-06-06,Électroménager,Micro-ondes,1,430.5
2024-06-06,Maison,Étagère bois,6,1677.54
2024-06-06,Sport,Ballon foot,1,95.09
2024-06-07,Bricolage,Peinture 5L,3,1644.3
2024-06-07,Électroménager,Cafetière,2,784.48
2024-06-10,Électroménager,Robot cuiseur,3,674.92
2024-06-11,Électroménager,Cafetière,1,392.24
2024-06-11,Mode,Pull laine,3,2122.78
2024-06-12,Sport,Maillot bain,3,999.69
2024-06-14,Sport,Haltères 10kg,2,196.6
2024-06-15,Maison,Rideau occultant,2,202.42
2024-06-15,Électroménager,Réfrigérateur,4,1472.01
2024-06-16,Électroménager,Aspirateur,4,764.72
2024-06-16,Mode,T-shirt coton,1,504.67
2024-06-16,Maison,Canapé 3 places,5,1231.15
2024-06-17,Sport,Haltères 10kg,4,393.2
2024-06-17,Bricolage,Tournevis set,1,636.28
2024-06-17,Mode,Jean homme,5,1293.28
2024-06-17,Mode,T-shirt coton,5,2523.35
2024-06-18,Mode,T-shirt coton,4,2018.68
2024-06-18,Maison,Set casseroles,3,2120.55
2024-06-19,Maison,Rideau occultant,3,303.63
2024-06-19,Maison,Set casseroles,3,2014.52
2024-06-20,Électroménager,Réfrigérateur,5,1936.85
2024-06-20,Sport,Chaussures running,4,2278.12
2024-06-21,Mode,Baskets ville,1,414.46
2024-06-21,Électroménager,Micro-ondes,2,906.32
2024-06-22,Électroménager,Cafetière,2,784.48
2024-06-24,Maison,Couette 220x240,2,448.18
2024-06-24,Bricolage,Peinture 5L,2,1218.0
2024-06-24,Mode,Robe été,3,889.56
2024-06-24,Bricolage,Peinture 5L,3,1827.0
2024-06-25,Sport,Maillot bain,2,701.54
2024-06-25,Sport,Chaussures running,6,2733.74
2024-06-26,Mode,Veste hiver,3,1967.97
2024-06-26,Bricolage,Tournevis set,2,1272.56
2024-06-27,Sport,Haltères 10kg,3,294.9
2024-06-27,Bricolage,Peinture 5L,4,2314.2
2024-06-27,Maison,Canapé 3 places,2,492.46
2024-06-28,Bricolage,Boîte à outils,3,249.63
2024-06-29,Bricolage,Tournevis set,3,1908.84
2024-06-29,Bricolage,Tournevis set,5,3181.4
2024-06-29,Maison,Set casseroles,3,2120.55
2024-06-30,Mode,Baskets ville,2,921.02
2024-06-30,Maison,Canapé 3 places,2,492.46
2024-06-30,Mode,Baskets ville,2,921.02
2024-07-01,Sport,Haltères 10kg,4,393.2
2024-07-02,Sport,Vélo VTT,8,4361.68
2024-07-02,Sport,Raquette tennis,4,2824.76
2024-07-03,Mode,Jean homme,1,245.04
2024-07-05,Sport,Maillot bain,2,701.54
2024-07-05,Maison,Canapé 3 places,4,984.92
2024-07-05,Bricolage,Peinture 5L,5,3045.0
2024-07-06,Bricolage,Perceuse,7,591.7
2024-07-07,Maison,Couette 220x240,3,605.04
2024-07-07,Électroménager,Aspirateur,1,191.18
2024-07-07,Mode,Jean homme,2,517.31
2024-07-08,Mode,T-shirt coton,2,1009.34
2024-07-09,Sport,Vélo VTT,2,1090.42
2024-07-10,Sport,Haltères 10kg,1,98.3
2024-07-10,Mode,Robe été,1,296.52
2024-07-10,Électroménager,Bouilloire,3,2178.12
2024-07-11,Maison,Canapé 3 places,5,1231.15
2024-07-12,Sport,Tapis yoga,6,3950.16
2024-07-12,Mode,Robe été,2,593.04
2024-07-12,Électroménager,Réfrigérateur,7,2711.59
2024-07-12,Maison,Couette 220x240,5,1120.45
2024-07-13,Sport,Maillot bain,5,1753.85
2024-07-13,Bricolage,Tournevis set,5,3181.4
2024-07-14,Maison,Canapé 3 places,7,1723.61
2024-07-15,Électroménager,Cafetière,6,2118.1
2024-07-16,Mode,Veste hiver,2,1311.98
2024-07-17,Sport,Chaussures running,4,2164.21
2024-07-17,Mode,Pull laine,3,2122.78
2024-07-18,Bricolage,Peinture 5L,4,2436.0
2024-07-18,Sport,Vélo VTT,1,545.21
2024-07-19,Électroménager,Micro-ondes,8,3625.28
2024-07-19,Bricolage,Échelle alu,5,1773.35
2024-07-20,Bricolage,Échelle alu,1,283.74
2024-07-20,Électroménager,Cafetière,5,1961.2
2024-07-22,Sport,Raquette tennis,5,3177.86
2024-07-22,Bricolage,Échelle alu,2,709.34
2024-07-23,Sport,Maillot bain,3,1052.31
2024-07-25,Mode,Veste hiver,7,4591.93
2024-07-25,Mode,Baskets ville,3,1381.53
2024-07-25,Électroménager,Aspirateur,3,573.54
2024-07-27,Bricolage,Peinture 5L,5,2436.0
2024-07-28,Maison,Couette 220x240,3,672.27
2024-07-28,Sport,Ballon foot,2,200.2
2024-07-28,Électroménager,Bouilloire,5,3630.2
2024-07-28,Maison,Lampe LED,8,1073.76
2024-07-29,Maison,Lampe LED,1,134.22
2024-07-30,Mode,Veste hiver,6,3935.94
2024-07-30,Électroménager,Aspirateur,1,191.18
2024-07-31,Sport,Tapis yoga,5,3291.8
2024-07-31,Mode,Jean homme,3,816.81
2024-08-01,Mode,Robe été,4,1186.08
2024-08-01,Sport,Tapis yoga,3,1975.08
2024-08-01,Sport,Maillot bain,3,841.85
2024-08-02,Maison,Étagère bois,1,279.59
2024-08-03,Sport,Raquette tennis,4,2824.76
2024-08-03,Sport,Raquette tennis,1,706.19
2024-08-04,Mode,Pull laine,3,2653.47
2024-08-05,Sport,Haltères 10kg,3,294.9
2024-08-05,Sport,Chaussures running,4,2050.31
2024-08-05,Sport,Chaussures running,1,569.53
2024-08-06,Électroménager,Bouilloire,3,2178.12
2024-08-07,Sport,Raquette tennis,2,1412.38
2024-08-09,Mode,T-shirt coton,3,1211.21
2024-08-10,Bricolage,Boîte à outils,3,249.63
2024-08-11,Sport,Tapis yoga,4,2633.44
2024-08-11,Électroménager,Aspirateur,5,955.9
2024-08-11,Bricolage,Peinture 5L,2,1218.0
2024-08-12,Mode,Robe été,1,296.52
2024-08-12,Électroménager,Bouilloire,2,1452.08
2024-08-13,Bricolage,Peinture 5L,3,1827.0
2024-08-14,Sport,Chaussures running,1,569.53
2024-08-14,Électroménager,Aspirateur,4,764.72
2024-08-15,Bricolage,Tournevis set,2,1145.3
2024-08-15,Maison,Lampe LED,4,536.88
2024-08-18,Électroménager,Bouilloire,1,689.74
2024-08-18,Maison,Rideau occultant,3,303.63
2024-08-18,Sport,Haltères 10kg,1,93.38
2024-08-19,Électroménager,Bouilloire,4,2904.16
2024-08-20,Sport,Maillot bain,6,2104.62
2024-08-20,Maison,Couette 220x240,2,448.18
2024-08-20,Maison,Set casseroles,3,2120.55
2024-08-20,Sport,Chaussures running,5,2847.65
2024-08-21,Sport,Haltères 10kg,1,98.3
2024-08-22,Mode,Veste hiver,1,655.99
2024-08-23,Sport,Maillot bain,4,1332.93
2024-08-23,Électroménager,Réfrigérateur,3,1162.11
2024-08-24,Bricolage,Boîte à outils,1,83.21
2024-08-26,Maison,Canapé 3 places,5,1231.15
2024-08-26,Maison,Étagère bois,3,838.77
2024-08-26,Mode,Robe été,1,296.52
2024-08-26,Sport,Ballon foot,4,400.4
2024-08-27,Sport,Vélo VTT,4,2180.84
2024-08-27,Maison,Rideau occultant,2,202.42
2024-08-28,Mode,T-shirt coton,3,1211.21
2024-08-29,Mode,Jean homme,4,1089.08
2024-08-29,Maison,Set casseroles,2,1413.7
2024-08-29,Maison,Canapé 3 places,3,738.69
2024-08-30,Mode,T-shirt coton,3,1514.01
2024-08-30,Maison,Rideau occultant,1,91.09
2024-08-31,Bricolage,Perceuse,4,422.64
2024-08-31,Bricolage,Boîte à outils,4,332.84
2024-09-01,Électroménager,Aspirateur,4,764.72
2024-09-01,Électroménager,Cafetière,4,1568.96
2024-09-03,Bricolage,Boîte à outils,2,149.78
2024-09-03,Électroménager,Robot cuiseur,1,249.97
2024-09-03,Sport,Ballon foot,1,100.1
2024-09-04,Sport,Tapis yoga,3,1975.08
2024-09-04,Maison,Rideau occultant,5,506.05
2024-09-05,Électroménager,Robot cuiseur,2,499.94
2024-09-05,Sport,Tapis yoga,3,1975.08
2024-09-05,Maison,Set casseroles,3,2120.55
2024-09-06,Sport,Maillot bain,3,1052.31
2024-09-06,Sport,Raquette tennis,3,2118.57
2024-09-06,Maison,Set casseroles,4,2827.4
2024-09-07,Sport,Maillot bain,1,350.77
2024-09-07,Sport,Ballon foot,3,300.3
2024-09-07,Bricolage,Tournevis set,2,1272.56
2024-09-08,Sport,Tapis yoga,2,1316.72
2024-09-09,Mode,Robe été,3,889.56
2024-09-10,Mode,Jean homme,3,816.81
2024-09-11,Maison,Lampe LED,2,255.02
2024-09-11,Mode,Baskets ville,1,460.51
2024-09-11,Mode,Pull laine,2,1768.98
2024-09-11,Électroménager,Cafetière,1,392.24
2024-09-12,Mode,Robe été,3,889.56
2024-09-12,Électroménager,Micro-ondes,5,2265.8
2024-09-12,Électroménager,Robot cuiseur,2,499.94
2024-09-12,Sport,Tapis yoga,2,1316.72
2024-09-12,Mode,Jean homme,4,1089.08
2024-09-14,Mode,Veste hiver,6,3935.94
2024-09-14,Sport,Vélo VTT,4,2071.8
2024-09-15,Sport,Tapis yoga,2,1316.72
2024-09-17,Mode,Pull laine,1,884.49
2024-09-17,Maison,Lampe LED,2,268.44
2024-09-18,Sport,Chaussures running,4,2278.12
2024-09-22,Maison,Rideau occultant,4,404.84
2024-09-22,Mode,T-shirt coton,3,1514.01
2024-09-24,Sport,Raquette tennis,1,706.19
2024-09-24,Mode,Pull laine,4,3537.96
2024-09-24,Sport,Chaussures running,3,1708.59
2024-09-25,Bricolage,Échelle alu,3,1064.01
2024-09-25,Sport,Maillot bain,1,350.77
2024-09-26,Mode,Robe été,4,1186.08
2024-09-26,Électroménager,Robot cuiseur,2,499.94
2024-09-26,Bricolage,Perceuse,2,211.32
2024-09-28,Électroménager,Réfrigérateur,3,1162.11
2024-09-28,Bricolage,Peinture 5L,1,609.0
2024-09-28,Sport,Maillot bain,2,701.54
2024-09-29,Sport,Tapis yoga,3,1876.33
2024-09-30,Électroménager,Aspirateur,4,688.25
2024-10-01,Maison,Rideau occultant,2,202.42
2024-10-02,Bricolage,Perceuse,4,422.64
2024-10-02,Bricolage,Boîte à outils,1,66.57
2024-10-02,Bricolage,Tournevis set,3,1908.84
2024-10-03,Électroménager,Bouilloire,2,1452.08
2024-10-03,Mode,T-shirt coton,1,504.67
2024-10-05,Mode,Pull laine,4,3361.06
2024-10-05,Électroménager,Robot cuiseur,2,474.94
2024-10-06,Maison,Couette 220x240,1,212.89
2024-10-07,Maison,Couette 220x240,2,448.18
2024-10-07,Électroménager,Cafetière,1,392.24
2024-10-07,Bricolage,Échelle alu,2,709.34
2024-10-09,Bricolage,Échelle alu,3,1064.01
2024-10-09,Maison,Set casseroles,1,671.51
2024-10-09,Mode,Pull laine,2,1680.53
2024-10-09,Maison,Set casseroles,3,2120.55
2024-10-10,Bricolage,Boîte à outils,4,316.2
2024-10-10,Électroménager,Robot cuiseur,4,999.88
2024-10-10,Sport,Vélo VTT,1,545.21
2024-10-10,Électroménager,Aspirateur,4,764.72
2024-10-11,Mode,Jean homme,4,1089.08
2024-10-11,Maison,Étagère bois,3,796.83
2024-10-12,Électroménager,Réfrigérateur,1,387.37
2024-10-12,Mode,Jean homme,3,816.81
2024-10-12,Sport,Haltères 10kg,3,294.9
2024-10-13,Maison,Lampe LED,6,805.32
2024-10-13,Mode,Veste hiver,2,1311.98
2024-10-13,Électroménager,Aspirateur,2,382.36
2024-10-13,Sport,Raquette tennis,3,2118.57
2024-10-15,Sport,Chaussures running,2,1025.15
2024-10-16,Bricolage,Peinture 5L,2,1218.0
2024-10-17,Sport,Maillot bain,3,1052.31
2024-10-17,Mode,Robe été,4,1126.78
2024-10-19,Électroménager,Cafetière,1,392.24
2024-10-20,Mode,Pull laine,1,884.49
2024-10-20,Bricolage,Boîte à outils,4,332.84
2024-10-21,Sport,Chaussures running,1,569.53
2024-10-22,Sport,Raquette tennis,3,2118.57
2024-10-22,Sport,Tapis yoga,1,658.36
2024-10-25,Mode,Jean homme,3,775.97
2024-10-26,Mode,Veste hiver,1,655.99
2024-10-27,Mode,Jean homme,4,1089.08
2024-10-28,Sport,Raquette tennis,4,2824.76
2024-10-28,Bricolage,Boîte à outils,5,416.05
2024-10-28,Électroménager,Robot cuiseur,2,499.94
2024-10-28,Mode,Baskets ville,4,1842.04
2024-10-29,Électroménager,Cafetière,3,1176.72
2024-10-29,Mode,Robe été,3,889.56
2024-10-30,Électroménager,Cafetière,4,1568.96
2024-10-30,Mode,Veste hiver,6,3935.94
2024-11-01,Mode,Jean homme,1,258.66
2024-11-01,Sport,Vélo VTT,3,1553.85
2024-11-01,Mode,Baskets ville,2,874.97
2024-11-02,Sport,Raquette tennis,4,2824.76
2024-11-02,Électroménager,Bouilloire,2,1452.08
2024-11-03,Mode,Robe été,4,1186.08
2024-11-03,Sport,Ballon foot,3,300.3
