date_id,date,annee,trimestre,mois,nom_mois,jour,jour_semaine,est_weekend
20240327,2024-03-27,2024,T1,3,mars,27,mercredi,0
20240328,2024-03-28,2024,T1,3,mars,28,jeudi,0
20240329,2024-03-29,2024,T1,3,mars,29,vendredi,0
20240330,2024-03-30,2024,T1,3,mars,30,samedi,1
20240331,2024-03-31,2024,T1,3,mars,31,dimanche,1
20240401,2024-04-01,2024,T2,4,avril,1,lundi,0
20240402,2024-04-02,2024,T2,4,avril,2,mardi,0
20240403,2024-04-03,2024,T2,4,avril,3,mercredi,0
20240404,2024-04-04,2024,T2,4,avril,4,jeudi,0
20240405,2024-04-05,2024,T2,4,avril,5,vendredi,0
20240406,2024-04-06,2024,T2,4,avril,6,samedi,1
20240407,2024-04-07,2024,T2,4,avril,7,dimanche,1
20240408,2024-04-08,2024,T2,4,avril,8,lundi,0
20240409,2024-04-09,2024,T2,4,avril,9,mardi,0
20240410,2024-04-10,2024,T2,4,avril,10,mercredi,0
20240411,2024-04-11,2024,T2,4,avril,11,jeudi,0
20240412,2024-04-12,2024,T2,4,avril,12,vendredi,0
20240413,2024-04-13,2024,T2,4,avril,13,samedi,1
20240414,2024-04-14,2024,T2,4,avril,14,dimanche,1
20240415,2024-04-15,2024,T2,4,avril,15,lundi,0
20240416,2024-04-16,2024,T2,4,avril,16,mardi,0
20240417,2024-04-17,2024,T2,4,avril,17,mercredi,0
20240418,2024-04-18,2024,T2,4,avril,18,jeudi,0
20240419,2024-04-19,2024,T2,4,avril,19,vendredi,0
20240420,2024-04-20,2024,T2,4,avril,20,samedi,1
20240421,2024-04-21,2024,T2,4,avril,21,dimanche,1
20240422,2024-04-22,2024,T2,4,avril,22,lundi,0
20240423,2024-04-23,2024,T2,4,avril,23,mardi,0
20240424,2024-04-24,2024,T2,4,avril,24,mercredi,0
20240425,2024-04-25,2024,T2,4,avril,25,jeudi,0
20240426,2024-04-26,2024,T2,4,avril,26,vendredi,0
20240427,2024-04-27,2024,T2,4,avril,27,samedi,1
20240428,2024-04-28,2024,T2,4,avril,28,dimanche,1
20240429,2024-04-29,2024,T2,4,avril,29,lundi,0
20240430,2024-04-30,2024,T2,4,avril,30,mardi,0
20240501,2024-05-01,2024,T2,5,mai,1,mercredi,0
20240502,2024-05-02,2024,T2,5,mai,2,jeudi,0
20240503,2024-05-03,2024,T2,5,mai,3,vendredi,0
20240504,2024-05-04,2024,T2,5,mai,4,samedi,1
20240505,2024-05-05,2024,T2,5,mai,5,dimanche,1
20240506,2024-05-06,2024,T2,5,mai,6,lundi,0
20240507,2024-05-07,2024,T2,5,mai,7,mardi,0
20240508,2024-05-08,2024,T2,5,mai,8,mercredi,0
20240509,2024-05-09,2024,T2,5,mai,9,jeudi,0
20240510,2024-05-10,2024,T2,5,mai,10,vendredi,0
20240511,2024-05-11,2024,T2,5,mai,11,samedi,1
20240512,2024-05-12,2024,T2,5,mai,12,dimanche,1
20240513,2024-05-13,2024,T2,5,mai,13,lundi,0
20240514,2024-05-14,2024,T2,5,mai,14,mardi,0
20240515,2024-05-15,2024,T2,5,mai,15,mercredi,0
20240516,2024-05-16,2024,T2,5,mai,16,jeudi,0
20240517,2024-05-17,2024,T2,5,mai,17,vendredi,0
20240518,2024-05-18,2024,T2,5,mai,18,samedi,1
20240519,2024-05-19,2024,T2,5,mai,19,dimanche,1
20240520,2024-05-20,2024,T2,5,mai,20,lundi,0
20240521,2024-05-21,2024,T2,5,mai,21,mardi,0
20240522,2024-05-22,2024,T2,5,mai,22,mercredi,0
20240523,2024-05-23,2024,T2,5,mai,23,jeudi,0
20240524,2024-05-24,2024,T2,5,mai,24,vendredi,0
20240525,2024-05-25,2024,T2,5,mai,25,samedi,1
20240526,2024-05-26,2024,T2,5,mai,26,dimanche,1
20240527,2024-05-27,2024,T2,5,mai,27,lundi,0
20240528,2024-05-28,2024,T2,5,mai,28,mardi,0
20240529,2024-05-29,2024,T2,5,mai,29,mercredi,0
20240530,2024-05-30,2024,T2,5,mai,30,jeudi,0
20240531,2024-05-31,2024,T2,5,mai,31,vendredi,0
20240601,2024-06-01,2024,T2,6,juin,1,samedi,1
20240602,2024-06-02,2024,T2,6,juin,2,dimanche,1
20240603,2024-06-03,2024,T2,6,juin,3,lundi,0
20240604,2024-06-04,2024,T2,6,juin,4,mardi,0
20240605,2024-06-05,2024,T2,6,juin,5,mercredi,0
20240606,2024-06-06,2024,T2,6,juin,6,jeudi,0
20240607,2024-06-07,2024,T2,6,juin,7,vendredi,0
20240608,2024-06-08,2024,T2,6,juin,8,samedi,1
20240609,2024-06-09,2024,T2,6,juin,9,dimanche,1
20240610,2024-06-10,2024,T2,6,juin,10,lundi,0
20240611,2024-06-11,2024,T2,6,juin,11,mardi,0
20240612,2024-06-12,2024,T2,6,juin,12,mercredi,0
20240613,2024-06-13,2024,T2,6,juin,13,jeudi,0
20240614,2024-06-14,2024,T2,6,juin,14,vendredi,0
20240615,2024-06-15,2024,T2,6,juin,15,samedi,1
20240616,2024-06-16,2024,T2,6,juin,16,dimanche,1
20240617,2024-06-17,2024,T2,6,juin,17,lundi,0
20240618,2024-06-18,2024,T2,6,juin,18,mardi,0
20240619,2024-06-19,2024,T2,6,juin,19,mercredi,0
20240620,2024-06-20,2024,T2,6,juin,20,jeudi,0
20240621,2024-06-21,2024,T2,6,juin,21,vendredi,0
20240622,2024-06-22,2024,T2,6,juin,22,samedi,1
20240623,2024-06-23,2024,T2,6,juin,23,dimanche,1
20240624,2024-06-24,2024,T2,6,juin,24,lundi,0
20240625,2024-06-25,2024,T2,6,juin,25,mardi,0
20240626,2024-06-26,2024,T2,6,juin,26,mercredi,0
20240627,2024-06-27,2024,T2,6,juin,27,jeudi,0
20240628,2024-06-28,2024,T2,6,juin,28,vendredi,0
20240629,2024-06-29,2024,T2,6,juin,29,samedi,1
20240630,2024-06-30,2024,T2,6,juin,30,dimanche,1
20240701,2024-07-01,2024,T3,7,juillet,1,lundi,0
20240702,2024-07-02,2024,T3,7,juillet,2,mardi,0
20240703,2024-07-03,2024,T3,7,juillet,3,mercredi,0
20240704,2024-07-04,2024,T3,7,juillet,4,jeudi,0
20240705,2024-07-05,2024,T3,7,juillet,5,vendredi,0
20240706,2024-07-06,2024,T3,7,juillet,6,samedi,1
20240707,2024-07-07,2024,T3,7,juillet,7,dimanche,1
20240708,2024-07-08,2024,T3,7,juillet,8,lundi,0
20240709,2024-07-09,2024,T3,7,juillet,9,mardi,0
20240710,2024-07-10,2024,T3,7,juillet,10,mercredi,0
20240711,2024-07-11,2024,T3,7,juillet,11,jeudi,0
20240712,2024-07-12,2024,T3,7,juillet,12,vendredi,0
20240713,2024-07-13,2024,T3,7,juillet,13,samedi,1
20240714,2024-07-14,2024,T3,7,juillet,14,dimanche,1
20240715,2024-07-15,2024,T3,7,juillet,15,lundi,0
20240716,2024-07-16,2024,T3,7,juillet,16,mardi,0
20240717,2024-07-17,2024,T3,7,juillet,17,mercredi,0
20240718,2024-07-18,2024,T3,7,juillet,18,jeudi,0
20240719,2024-07-19,2024,T3,7,juillet,19,vendredi,0
20240720,2024-07-20,2024,T3,7,juillet,20,samedi,1
20240721,2024-07-21,2024,T3,7,juillet,21,dimanche,1
20240722,2024-07-22,2024,T3,7,juillet,22,lundi,0
20240723,2024-07-23,2024,T3,7,juillet,23,mardi,0
20240724,2024-07-24,2024,T3,7,juillet,24,mercredi,0
20240725,2024-07-25,2024,T3,7,juillet,25,jeudi,0
20240726,2024-07-26,2024,T3,7,juillet,26,vendredi,0
20240727,2024-07-27,2024,T3,7,juillet,27,samedi,1
20240728,2024-07-28,2024,T3,7,juillet,28,dimanche,1
20240729,2024-07-29,2024,T3,7,juillet,29,lundi,0
20240730,2024-07-30,2024,T3,7,juillet,30,mardi,0
20240731,2024-07-31,2024,T3,7,juillet,31,mercredi,0
20240801,2024-08-01,2024,T3,8,août,1,jeudi,0
20240802,2024-08-02,2024,T3,8,août,2,vendredi,0
20240803,2024-08-03,2024,T3,8,août,3,samedi,1
20240804,2024-08-04,2024,T3,8,août,4,dimanche,1
20240805,2024-08-05,2024,T3,8,août,5,lundi,0
20240806,2024-08-06,2024,T3,8,août,6,mardi,0
20240807,2024-08-07,2024,T3,8,août,7,mercredi,0
20240808,2024-08-08,2024,T3,8,août,8,jeudi,0
20240809,2024-08-09,2024,T3,8,août,9,vendredi,0
20240810,2024-08-10,2024,T3,8,août,10,samedi,1
20240811,2024-08-11,2024,T3,8,août,11,dimanche,1
20240812,2024-08-12,2024,T3,8,août,12,lundi,0
20240813,2024-08-13,2024,T3,8,août,13,mardi,0
20240814,2024-08-14,2024,T3,8,août,14,mercredi,0
20240815,2024-08-15,2024,T3,8,août,15,jeudi,0
20240816,2024-08-16,2024,T3,8,août,16,vendredi,0
20240817,2024-08-17,2024,T3,8,août,17,samedi,1
20240818,2024-08-18,2024,T3,8,août,18,dimanche,1
20240819,2024-08-19,2024,T3,8,août,19,lundi,0
20240820,2024-08-20,2024,T3,8,août,20,mardi,0
20240821,2024-08-21,2024,T3,8,août,21,mercredi,0
20240822,2024-08-22,2024,T3,8,août,22,jeudi,0
20240823,2024-08-23,2024,T3,8,août,23,vendredi,0
20240824,2024-08-24,2024,T3,8,août,24,samedi,1
20240825,2024-08-25,2024,T3,8,août,25,dimanche,1
20240826,2024-08-26,2024,T3,8,août,26,lundi,0
20240827,2024-08-27,2024,T3,8,août,27,mardi,0
20240828,2024-08-28,2024,T3,8,août,28,mercredi,0
20240829,2024-08-29,2024,T3,8,août,29,jeudi,0
20240830,2024-08-30,2024,T3,8,août,30,vendredi,0
20240831,2024-08-31,2024,T3,8,août,31,samedi,1
20240901,2024-09-01,2024,T3,9,septembre,1,dimanche,1
20240902,2024-09-02,2024,T3,9,septembre,2,lundi,0
20240903,2024-09-03,2024,T3,9,septembre,3,mardi,0
20240904,2024-09-04,2024,T3,9,septembre,4,mercredi,0
20240905,2024-09-05,2024,T3,9,septembre,5,jeudi,0
20240906,2024-09-06,2024,T3,9,septembre,6,vendredi,0
20240907,2024-09-07,2024,T3,9,septembre,7,samedi,1
20240908,2024-09-08,2024,T3,9,septembre,8,dimanche,1
20240909,2024-09-09,2024,T3,9,septembre,9,lundi,0
20240910,2024-09-10,2024,T3,9,septembre,10,mardi,0
20240911,2024-09-11,2024,T3,9,septembre,11,mercredi,0
20240912,2024-09-12,2024,T3,9,septembre,12,jeudi,0
20240913,2024-09-13,2024,T3,9,septembre,13,vendredi,0
20240914,2024-09-14,2024,T3,9,septembre,14,samedi,1
20240915,2024-09-15,2024,T3,9,septembre,15,dimanche,1
20240916,2024-09-16,2024,T3,9,septembre,16,lundi,0
20240917,2024-09-17,2024,T3,9,septembre,17,mardi,0
20240918,2024-09-18,2024,T3,9,septembre,18,mercredi,0
20240919,2024-09-19,2024,T3,9,septembre,19,jeudi,0
20240920,2024-09-20,2024,T3,9,septembre,20,vendredi,0
20240921,2024-09-21,2024,T3,9,septembre,21,samedi,1
20240922,2024-09-22,2024,T3,9,septembre,22,dimanche,1
20240923,2024-09-23,2024,T3,9,septembre,23,lundi,0
20240924,2024-09-24,2024,T3,9,septembre,24,mardi,0
20240925,2024-09-25,2024,T3,9,septembre,25,mercredi,0
20240926,2024-09-26,2024,T3,9,septembre,26,jeudi,0
20240927,2024-09-27,2024,T3,9,septembre,27,vendredi,0
20240928,2024-09-28,2024,T3,9,septembre,28,samedi,1
20240929,2024-09-29,2024,T3,9,septembre,29,dimanche,1
20240930,2024-09-30,2024,T3,9,septembre,30,lundi,0
20241001,2024-10-01,2024,T4,10,octobre,1,mardi,0
20241002,2024-10-02,2024,T4,10,octobre,2,mercredi,0
20241003,2024-10-03,2024,T4,10,octobre,3,jeudi,0
20241004,2024-10-04,2024,T4,10,octobre,4,vendredi,0
20241005,2024-10-05,2024,T4,10,octobre,5,samedi,1
20241006,2024-10-06,2024,T4,10,octobre,6,dimanche,1
20241007,2024-10-07,2024,T4,10,octobre,7,lundi,0
20241008,2024-10-08,2024,T4,10,octobre,8,mardi,0
20241009,2024-10-09,2024,T4,10,octobre,9,mercredi,0
20241010,2024-10-10,2024,T4,10,octobre,10,jeudi,0
20241011,2024-10-11,2024,T4,10,octobre,11,vendredi,0
20241012,2024-10-12,2024,T4,10,octobre,12,samedi,1
20241013,2024-10-13,2024,T4,10,octobre,13,dimanche,1
20241014,2024-10-14,2024,T4,10,octobre,14,lundi,0
20241015,2024-10-15,2024,T4,10,octobre,15,mardi,0
20241016,2024-10-16,2024,T4,10,octobre,16,mercredi,0
20241017,2024-10-17,2024,T4,10,octobre,17,jeudi,0
20241018,2024-10-18,2024,T4,10,octobre,18,vendredi,0
20241019,2024-10-19,2024,T4,10,octobre,19,samedi,1
20241020,2024-10-20,2024,T4,10,octobre,20,dimanche,1
20241021,2024-10-21,2024,T4,10,octobre,21,lundi,0
20241022,2024-10-22,2024,T4,10,octobre,22,mardi,0
20241023,2024-10-23,2024,T4,10,octobre,23,mercredi,0
20241024,2024-10-24,2024,T4,10,octobre,24,jeudi,0
20241025,2024-10-25,2024,T4,10,octobre,25,vendredi,0
20241026,2024-10-26,2024,T4,10,octobre,26,samedi,1
20241027,2024-10-27,2024,T4,10,octobre,27,dimanche,1
20241028,2024-10-28,2024,T4,10,octobre,28,lundi,0
20241029,2024-10-29,2024,T4,10,octobre,29,mardi,0
20241030,2024-10-30,2024,T4,10,octobre,30,mercredi,0
20241031,2024-10-31,2024,T4,10,octobre,31,jeudi,0
20241101,2024-11-01,2024,T4,11,novembre,1,vendredi,0
20241102,2024-11-02,2024,T4,11,novembre,2,samedi,1
20241103,2024-11-03,2024,T4,11,novembre,3,dimanche,1
20241104,2024-11-04,2024,T4,11,novembre,4,lundi,0
20241105,2024-11-05,2024,T4,11,novembre,5,mardi,0
20241106,2024-11-06,2024,T4,11,novembre,6,mercredi,0
20241107,2024-11-07,2024,T4,11,novembre,7,jeudi,0
20241108,2024-11-08,2024,T4,11,novembre,8,vendredi,0
20241109,2024-11-09,2024,T4,11,novembre,9,samedi,1
20241110,2024-11-10,2024,T4,11,novembre,10,dimanche,1
20241111,2024-11-11,2024,T4,11,novembre,11,lundi,0
20241112,2024-11-12,2024,T4,11,novembre,12,mardi,0
20241113,2024-11-13,2024,T4,11,novembre,13,mercredi,0
20241114,2024-11-14,2024,T4,11,novembre,14,jeudi,0
20241115,2024-11-15,2024,T4,11,novembre,15,vendredi,0
20241116,2024-11-16,2024,T4,11,novembre,16,samedi,1
20241117,2024-11-17,2024,T4,11,novembre,17,dimanche,1
20241118,2024-11-18,2024,T4,11,novembre,18,lundi,0
20241119,2024-11-19,2024,T4,11,novembre,19,mardi,0
20241120,2024-11-20,2024,T4,11,novembre,20,mercredi,0
20241121,2024-11-21,2024,T4,11,novembre,21,jeudi,0
20241122,2024-11-22,2024,T4,11,novembre,22,vendredi,0
20241123,2024-11-23,2024,T4,11,novembre,23,samedi,1
20241124,2024-11-24,2024,T4,11,novembre,24,dimanche,1
20241125,2024-11-25,2024,T4,11,novembre,25,lundi,0
20241126,2024-11-26,2024,T4,11,novembre,26,mardi,0
20241127,2024-11-27,2024,T4,11,novembre,27,mercredi,0
20241128,2024-11-28,2024,T4,11,novembre,28,jeudi,0
20241129,2024-11-29,2024,T4,11,novembre,29,vendredi,0
20241130,2024-11-30,2024,T4,11,novembre,30,samedi,1
20241201,2024-12-01,2024,T4,12,décembre,1,dimanche,1
20241202,2024-12-02,2024,T4,12,décembre,2,lundi,0
20241203,2024-12-03,2024,T4,12,décembre,3,mardi,0
20241204,2024-12-04,2024,T4,12,décembre,4,mercredi,0
20241205,2024-12-05,2024,T4,12,décembre,5,jeudi,0
20241206,2024-12-06,2024,T4,12,décembre,6,vendredi,0
20241207,2024-12-07,2024,T4,12,décembre,7,samedi,1
20241208,2024-12-08,2024,T4,12,décembre,8,dimanche,1
20241209,2024-12-09,2024,T4,12,décembre,9,lundi,0
20241210,2024-12-10,2024,T4,12,décembre,10,mardi,0
20241211,2024-12-11,2024,T4,12,décembre,11,mercredi,0
20241212,2024-12-12,2024,T4,12,décembre,12,jeudi,0
20241213,2024-12-13,2024,T4,12,décembre,13,vendredi,0
20241214,2024-12-14,2024,T4,12,décembre,14,samedi,1
20241215,2024-12-15,2024,T4,12,décembre,15,dimanche,1
20241216,2024-12-16,2024,T4,12,décembre,16,lundi,0
20241217,2024-12-17,2024,T4,12,décembre,17,mardi,0
20241218,2024-12-18,2024,T4,12,décembre,18,mercredi,0
20241219,2024-12-19,2024,T4,12,décembre,19,jeudi,0
20241220,2024-12-20,2024,T4,12,décembre,20,vendredi,0
20241221,2024-12-21,2024,T4,12,décembre,21,samedi,1
20241222,2024-12-22,2024,T4,12,décembre,22,dimanche,1
20241223,2024-12-23,2024,T4,12,décembre,23,lundi,0
20241224,2024-12-24,2024,T4,12,décembre,24,mardi,0
20241225,2024-12-25,2024,T4,12,décembre,25,mercredi,0
20241226,2024-12-26,2024,T4,12,décembre,26,jeudi,0
20241227,2024-12-27,2024,T4,12,décembre,27,vendredi,0
20241228,2024-12-28,2024,T4,12,décembre,28,samedi,1
20241229,2024-12-29,2024,T4,12,décembre,29,dimanche,1
20241230,2024-12-30,2024,T4,12,décembre,30,lundi,0
