date,ville,type,categorie,produit,quantite,prix_unitaire,remise,montant,marge,client_id
2023-06-01,Roubaix,Magasin,Sport,Ballon foot,2,100.1,0.2,160.16,75.76,498
2023-06-01,Tourcoing,Magasin,Électroménager,Bouilloire,3,726.04,0.0,2178.12,1176.9,94
2023-06-01,Amiens,Magasin,Maison,Rideau occultant,3,101.21,0.0,303.63,134.67,69
2023-06-01,Valenciennes,Magasin,Électroménager,Cafetière,3,392.24,0.0,1176.72,643.68,226
2023-06-01,Amiens,Magasin,Mode,Robe été,5,296.52,0.0,1482.6,362.3,436
2023-06-01,Roubaix,Magasin,Sport,Ballon foot,2,100.1,0.05,190.19,105.79,299
2023-06-01,Amiens,Magasin,Sport,Vélo VTT,3,545.21,0.0,1635.63,703.5,352
2023-06-01,Amiens,Magasin,Maison,Rideau occultant,1,101.21,0.0,101.21,44.89,342
2023-06-01,En ligne,E-commerce,Électroménager,Robot cuiseur,3,249.97,0.0,749.91,275.76,481
2023-06-02,En ligne,E-commerce,Électroménager,Cafetière,1,392.24,0.0,392.24,214.56,53
2023-06-02,Lille,Magasin,Mode,Robe été,1,296.52,0.0,296.52,72.46,329
2023-06-02,Lille,Magasin,Bricolage,Échelle alu,1,354.67,0.1,319.2,132.93,92
2023-06-02,Dunkerque,Magasin,Mode,Jean homme,1,272.27,0.1,245.04,64.89,130
2023-06-02,Lille,Magasin,Sport,Tapis yoga,1,658.36,0.0,658.36,352.71,562
2023-06-02,Amiens,Magasin,Sport,Haltères 10kg,2,98.3,0.0,196.6,85.4,402
2023-06-02,Amiens,Magasin,Sport,Chaussures running,1,569.53,0.0,569.53,310.2,506
2023-06-02,Lille,Magasin,Maison,Set casseroles,2,706.85,0.0,1413.7,815.34,274
2023-06-02,Dunkerque,Magasin,Mode,Pull laine,3,884.49,0.0,2653.47,1488.18,583
2023-06-02,Amiens,Magasin,Mode,Jean homme,3,272.27,0.1,735.13,194.68,45
2023-06-02,Roubaix,Magasin,Électroménager,Robot cuiseur,1,249.97,0.2,199.98,41.93,253
2023-06-02,Lille,Magasin,Sport,Chaussures running,1,569.53,0.0,569.53,310.2,15
2023-06-02,Lille,Magasin,Mode,Robe été,3,296.52,0.0,889.56,217.38,332
2023-06-02,Roubaix,Magasin,Mode,Robe été,1,296.52,0.0,296.52,72.46,135
2023-06-02,Tourcoing,Magasin,Bricolage,Échelle alu,5,354.67,0.0,1773.35,842.0,331
2023-06-03,Roubaix,Magasin,Sport,Tapis yoga,3,658.36,0.2,1580.06,663.11,539
2023-06-03,Roubaix,Magasin,Maison,Set casseroles,2,706.85,0.0,1413.7,815.34,455
2023-06-03,En ligne,E-commerce,Maison,Lampe LED,3,134.22,0.2,322.13,124.31,234
2023-06-03,Roubaix,Magasin,Sport,Haltères 10kg,3,98.3,0.0,294.9,128.1,159
2023-06-03,Lille,Magasin,Mode,Pull laine,2,884.49,0.0,1768.98,992.12,71
2023-06-03,Lille,Magasin,Bricolage,Échelle alu,2,354.67,0.0,709.34,336.8,338
2023-06-03,Dunkerque,Magasin,Mode,Robe été,1,296.52,0.1,266.87,42.81,256
2023-06-03,Amiens,Magasin,Électroménager,Aspirateur,2,191.18,0.0,382.36,193.1,267
2023-06-03,Lille,Magasin,Sport,Tapis yoga,2,658.36,0.1,1185.05,573.75,9
2023-06-03,Dunkerque,Magasin,Électroménager,Aspirateur,2,191.18,0.0,382.36,193.1,26
2023-06-03,Lille,Magasin,Maison,Couette 220x240,3,224.09,0.0,672.27,271.17,165
2023-06-03,Lille,Magasin,Sport,Tapis yoga,1,658.36,0.0,658.36,352.71,135
2023-06-03,Tourcoing,Magasin,Électroménager,Réfrigérateur,3,387.37,0.0,1162.11,338.34,521
2023-06-03,En ligne,E-commerce,Électroménager,Bouilloire,4,726.04,0.1,2613.74,1278.78,357
2023-06-03,Dunkerque,Magasin,Bricolage,Échelle alu,5,354.67,0.0,1773.35,842.0,123
2023-06-03,Amiens,Magasin,Sport,Maillot bain,1,350.77,0.0,350.77,199.3,256
2023-06-03,Lille,Magasin,Électroménager,Réfrigérateur,4,387.37,0.0,1549.48,451.12,419
2023-06-03,Valenciennes,Magasin,Mode,T-shirt coton,1,504.67,0.0,504.67,200.23,235
2023-06-03,Dunkerque,Magasin,Électroménager,Micro-ondes,1,453.16,0.0,453.16,171.56,436
2023-06-03,Roubaix,Magasin,Bricolage,Tournevis set,2,636.28,0.0,1272.56,640.88,188
2023-06-03,Lille,Magasin,Électroménager,Réfrigérateur,5,387.37,0.0,1936.85,563.9,530
2023-06-03,Amiens,Magasin,Sport,Haltères 10kg,1,98.3,0.0,98.3,42.7,192
2023-06-03,Valenciennes,Magasin,Maison,Canapé 3 places,1,246.23,0.0,246.23,56.88,443
2023-06-03,Dunkerque,Magasin,Sport,Vélo VTT,2,545.21,0.0,1090.42,469.0,455
2023-06-04,Lille,Magasin,Sport,Maillot bain,3,350.77,0.0,1052.31,597.9,49
2023-06-04,Amiens,Magasin,Électroménager,Robot cuiseur,3,249.97,0.0,749.91,275.76,171
2023-06-04,Dunkerque,Magasin,Sport,Maillot bain,5,350.77,0.0,1753.85,996.5,513
2023-06-04,Roubaix,Magasin,Bricolage,Échelle alu,1,354.67,0.0,354.67,168.4,394
2023-06-04,Amiens,Magasin,Sport,Maillot bain,2,350.77,0.0,701.54,398.6,409
2023-06-04,Amiens,Magasin,Maison,Lampe LED,6,134.22,0.0,805.32,409.68,98
2023-06-04,Dunkerque,Magasin,Bricolage,Peinture 5L,5,609.0,0.05,2892.75,1475.05,421
2023-06-04,Amiens,Magasin,Maison,Étagère bois,3,279.59,0.05,796.83,225.42,105
2023-06-04,Roubaix,Magasin,Maison,Set casseroles,1,706.85,0.0,706.85,407.67,392
2023-06-04,Valenciennes,Magasin,Maison,Set casseroles,1,706.85,0.0,706.85,407.67,251
2023-06-04,Valenciennes,Magasin,Sport,Maillot bain,5,350.77,0.0,1753.85,996.5,75
2023-06-04,Dunkerque,Magasin,Électroménager,Micro-ondes,3,453.16,0.0,1359.48,514.68,361
2023-06-04,Amiens,Magasin,Électroménager,Réfrigérateur,1,387.37,0.2,309.9,35.31,211
2023-06-04,Lille,Magasin,Mode,Robe été,1,296.52,0.0,296.52,72.46,484
2023-06-04,Dunkerque,Magasin,Mode,Jean homme,5,272.27,0.0,1361.35,460.6,565
2023-06-04,Tourcoing,Magasin,Sport,Raquette tennis,5,706.19,0.0,3530.95,1810.2,431
2023-06-04,Tourcoing,Magasin,Bricolage,Peinture 5L,1,609.0,0.0,609.0,325.46,595
2023-06-04,Dunkerque,Magasin,Mode,Jean homme,3,272.27,0.0,816.81,276.36,249
2023-06-04,Lille,Magasin,Sport,Maillot bain,5,350.77,0.1,1578.46,821.11,170
2023-06-05,Roubaix,Magasin,Électroménager,Bouilloire,4,726.04,0.0,2904.16,1569.2,17
2023-06-05,Dunkerque,Magasin,Sport,Raquette tennis,2,706.19,0.0,1412.38,724.08,327
2023-06-05,Valenciennes,Magasin,Maison,Set casseroles,1,706.85,0.0,706.85,407.67,352
2023-06-05,Roubaix,Magasin,Électroménager,Micro-ondes,1,453.16,0.1,407.84,126.24,274
2023-06-05,Dunkerque,Magasin,Mode,T-shirt coton,5,504.67,0.0,2523.35,1001.15,495
2023-06-05,Tourcoing,Magasin,Sport,Maillot bain,3,350.77,0.0,1052.31,597.9,144
2023-06-05,Lille,Magasin,Sport,Chaussures running,2,569.53,0.0,1139.06,620.4,237
2023-06-05,Amiens,Magasin,Mode,T-shirt coton,4,504.67,0.1,1816.81,599.05,577
2023-06-05,Dunkerque,Magasin,Électroménager,Cafetière,2,392.24,0.1,706.03,350.67,475
2023-06-06,En ligne,E-commerce,Mode,Pull laine,3,884.49,0.0,2653.47,1488.18,563
2023-06-06,En ligne,E-commerce,Mode,Veste hiver,3,655.99,0.05,1869.57,873.84,494
2023-06-06,Lille,Magasin,Sport,Chaussures running,1,569.53,0.1,512.58,253.25,534
2023-06-06,Dunkerque,Magasin,Bricolage,Perceuse,2,105.66,0.0,211.32,43.4,75
2023-06-06,Dunkerque,Magasin,Bricolage,Boîte à outils,1,83.21,0.0,83.21,22.99,205
2023-06-06,Dunkerque,Magasin,Sport,Maillot bain,4,350.77,0.0,1403.08,797.2,114
2023-06-06,Roubaix,Magasin,Bricolage,Tournevis set,6,636.28,0.0,3817.68,1922.64,533
2023-06-06,Lille,Magasin,Électroménager,Bouilloire,3,726.04,0.0,2178.12,1176.9,203
2023-06-06,En ligne,E-commerce,Électroménager,Réfrigérateur,5,387.37,0.0,1936.85,563.9,394
2023-06-06,Dunkerque,Magasin,Électroménager,Cafetière,5,392.24,0.0,1961.2,1072.8,580
2023-06-06,Amiens,Magasin,Électroménager,Réfrigérateur,1,387.37,0.2,309.9,35.31,51
2023-06-06,Roubaix,Magasin,Électroménager,Robot cuiseur,1,249.97,0.0,249.97,91.92,232
2023-06-06,Roubaix,Magasin,Électroménager,Bouilloire,2,726.04,0.0,1452.08,784.6,226
2023-06-06,Roubaix,Magasin,Mode,T-shirt coton,1,504.67,0.0,504.67,200.23,518
2023-06-06,Valenciennes,Magasin,Bricolage,Perceuse,5,105.66,0.0,528.3,108.5,420
2023-06-06,Roubaix,Magasin,Maison,Couette 220x240,2,224.09,0.0,448.18,180.78,267
2023-06-07,Lille,Magasin,Électroménager,Robot cuiseur,1,249.97,0.0,249.97,91.92,300
2023-06-07,Lille,Magasin,Maison,Lampe LED,2,134.22,0.0,268.44,136.56,557
2023-06-07,Valenciennes,Magasin,Sport,Vélo VTT,1,545.21,0.0,545.21,234.5,479
2023-06-07,Roubaix,Magasin,Électroménager,Micro-ondes,4,453.16,0.05,1722.01,595.61,389
2023-06-07,Tourcoing,Magasin,Maison,Étagère bois,1,279.59,0.1,251.63,61.16,555
2023-06-07,Dunkerque,Magasin,Maison,Set casseroles,2,706.85,0.0,1413.7,815.34,476
2023-06-07,Dunkerque,Magasin,Bricolage,Tournevis set,2,636.28,0.0,1272.56,640.88,316
2023-06-07,Lille,Magasin,Mode,Robe été,2,296.52,0.0,593.04,144.92,558
2023-06-07,Amiens,Magasin,Sport,Tapis yoga,3,658.36,0.0,1975.08,1058.13,270
2023-06-07,Lille,Magasin,Électroménager,Bouilloire,4,726.04,0.0,2904.16,1569.2,226
2023-06-07,Dunkerque,Magasin,Bricolage,Perceuse,2,105.66,0.0,211.32,43.4,290
2023-06-07,Lille,Magasin,Mode,Pull laine,5,884.49,0.0,4422.45,2480.3,401
2023-06-07,Amiens,Magasin,Mode,Veste hiver,3,655.99,0.0,1967.97,972.24,344
2023-06-07,Valenciennes,Magasin,Bricolage,Boîte à outils,2,83.21,0.2,133.14,12.7,294
2023-06-07,Dunkerque,Magasin,Maison,Couette 220x240,4,224.09,0.0,896.36,361.56,297
2023-06-07,Amiens,Magasin,Électroménager,Réfrigérateur,2,387.37,0.0,774.74,225.56,259
2023-06-08,Lille,Magasin,Électroménager,Micro-ondes,3,453.16,0.05,1291.51,446.71,291
2023-06-08,Lille,Magasin,Bricolage,Peinture 5L,1,609.0,0.0,609.0,325.46,20
2023-06-08,Tourcoing,Magasin,Électroménager,Bouilloire,2,726.04,0.0,1452.08,784.6,181
2023-06-08,En ligne,E-commerce,Sport,Haltères 10kg,2,98.3,0.1,176.94,65.74,400
2023-06-08,Lille,Magasin,Électroménager,Réfrigérateur,4,387.37,0.05,1472.01,373.65,365
2023-06-08,Amiens,Magasin,Électroménager,Réfrigérateur,1,387.37,0.0,387.37,112.78,68
2023-06-08,Dunkerque,Magasin,Bricolage,Échelle alu,1,354.67,0.0,354.67,168.4,435
2023-06-08,Amiens,Magasin,Bricolage,Peinture 5L,4,609.0,0.0,2436.0,1301.84,341
2023-06-08,Lille,Magasin,Mode,Veste hiver,1,655.99,0.0,655.99,324.08,451
2023-06-08,Amiens,Magasin,Maison,Couette 220x240,1,224.09,0.0,224.09,90.39,22
2023-06-09,Amiens,Magasin,Bricolage,Boîte à outils,1,83.21,0.0,83.21,22.99,143
2023-06-09,Roubaix,Magasin,Mode,Baskets ville,2,460.51,0.05,874.97,250.05,553
2023-06-09,Tourcoing,Magasin,Mode,T-shirt coton,3,504.67,0.0,1514.01,600.69,95
2023-06-09,Roubaix,Magasin,Maison,Étagère bois,3,279.59,0.0,838.77,267.36,248
2023-06-09,Amiens,Magasin,Électroménager,Bouilloire,4,726.04,0.05,2758.95,1423.99,63
2023-06-09,En ligne,E-commerce,Électroménager,Réfrigérateur,1,387.37,0.0,387.37,112.78,433
2023-06-09,Roubaix,Magasin,Sport,Chaussures running,2,569.53,0.0,1139.06,620.4,533
2023-06-09,Lille,Magasin,Électroménager,Réfrigérateur,2,387.37,0.1,697.27,148.09,187
2023-06-09,Tourcoing,Magasin,Mode,Baskets ville,1,460.51,0.0,460.51,148.05,496
2023-06-09,Tourcoing,Magasin,Sport,Chaussures running,1,569.53,0.0,569.53,310.2,185
2023-06-09,En ligne,E-commerce,Électroménager,Aspirateur,3,191.18,0.0,573.54,289.65,356
2023-06-09,Lille,Magasin,Maison,Couette 220x240,3,224.09,0.0,672.27,271.17,485
2023-06-09,Amiens,Magasin,Mode,Robe été,3,296.52,0.0,889.56,217.38,446
2023-06-09,Dunkerque,Magasin,Électroménager,Aspirateur,1,191.18,0.0,191.18,96.55,182
2023-06-09,Lille,Magasin,Électroménager,Micro-ondes,2,453.16,0.0,906.32,343.12,122
2023-06-09,Amiens,Magasin,Électroménager,Bouilloire,3,726.04,0.0,2178.12,1176.9,369
2023-06-10,Lille,Magasin,Sport,Maillot bain,2,350.77,0.05,666.46,363.52,265
2023-06-10,Roubaix,Magasin,Sport,Haltères 10kg,3,98.3,0.0,294.9,128.1,538
2023-06-10,Amiens,Magasin,Mode,Pull laine,2,884.49,0.0,1768.98,992.12,208
2023-06-10,Lille,Magasin,Maison,Canapé 3 places,4,246.23,0.0,984.92,227.52,544
2023-06-10,Dunkerque,Magasin,Sport,Maillot bain,1,350.77,0.0,350.77,199.3,271
2023-06-10,En ligne,E-commerce,Bricolage,Tournevis set,1,636.28,0.0,636.28,320.44,309
2023-06-10,Valenciennes,Magasin,Bricolage,Échelle alu,3,354.67,0.05,1010.81,452.0,560
2023-06-10,Roubaix,Magasin,Maison,Set casseroles,2,706.85,0.05,1343.02,744.65,192
2023-06-10,En ligne,E-commerce,Sport,Maillot bain,1,350.77,0.0,350.77,199.3,413
2023-06-10,Tourcoing,Magasin,Électroménager,Réfrigérateur,3,387.37,0.2,929.69,105.92,394
2023-06-10,Tourcoing,Magasin,Électroménager,Cafetière,3,392.24,0.0,1176.72,643.68,294
2023-06-10,Lille,Magasin,Sport,Ballon foot,1,100.1,0.0,100.1,57.9,300
2023-06-10,Lille,Magasin,Électroménager,Micro-ondes,3,453.16,0.0,1359.48,514.68,423
2023-06-10,Lille,Magasin,Électroménager,Aspirateur,2,191.18,0.0,382.36,193.1,479
2023-06-10,Valenciennes,Magasin,Bricolage,Tournevis set,3,636.28,0.0,1908.84,961.32,224
2023-06-10,Dunkerque,Magasin,Électroménager,Micro-ondes,3,453.16,0.0,1359.48,514.68,221
2023-06-10,Lille,Magasin,Mode,Jean homme,2,272.27,0.05,517.31,157.01,588
2023-06-10,Dunkerque,Magasin,Sport,Ballon foot,2,100.1,0.0,200.2,115.8,32
2023-06-10,Amiens,Magasin,Bricolage,Boîte à outils,1,83.21,0.0,83.21,22.99,200
2023-06-11,Roubaix,Magasin,Électroménager,Aspirateur,4,191.18,0.05,726.48,347.96,396
2023-06-11,Lille,Magasin,Mode,Robe été,2,296.52,0.0,593.04,144.92,280
2023-06-11,Amiens,Magasin,Électroménager,Aspirateur,1,191.18,0.0,191.18,96.55,490
2023-06-11,Lille,Magasin,Bricolage,Perceuse,1,105.66,0.0,105.66,21.7,45
2023-06-11,Roubaix,Magasin,Électroménager,Aspirateur,3,191.18,0.0,573.54,289.65,484
2023-06-11,Valenciennes,Magasin,Sport,Maillot bain,3,350.77,0.1,947.08,492.67,511
2023-06-11,Amiens,Magasin,Mode,Baskets ville,2,460.51,0.0,921.02,296.1,56
2023-06-11,Valenciennes,Magasin,Maison,Rideau occultant,3,101.21,0.05,288.45,119.49,470
2023-06-11,Tourcoing,Magasin,Bricolage,Boîte à outils,6,83.21,0.0,499.26,137.94,547
2023-06-11,Roubaix,Magasin,Électroménager,Réfrigérateur,2,387.37,0.0,774.74,225.56,404
2023-06-11,Lille,Magasin,Électroménager,Aspirateur,4,191.18,0.0,764.72,386.2,325
2023-06-11,Roubaix,Magasin,Sport,Maillot bain,2,350.77,0.0,701.54,398.6,489
2023-06-11,Tourcoing,Magasin,Mode,Jean homme,2,272.27,0.0,544.54,184.24,59
2023-06-11,Tourcoing,Magasin,Sport,Haltères 10kg,1,98.3,0.0,98.3,42.7,522
2023-06-11,Roubaix,Magasin,Sport,Chaussures running,3,569.53,0.2,1366.87,588.88,357
2023-06-11,Lille,Magasin,Bricolage,Boîte à outils,3,83.21,0.0,249.63,68.97,192
2023-06-11,Dunkerque,Magasin,Maison,Lampe LED,3,134.22,0.0,402.66,204.84,280
2023-06-11,Tourcoing,Magasin,Électroménager,Aspirateur,4,191.18,0.0,764.72,386.2,257
2023-06-11,Dunkerque,Magasin,Mode,Jean homme,2,272.27,0.0,544.54,184.24,598
2023-06-11,Roubaix,Magasin,Mode,Veste hiver,3,655.99,0.0,1967.97,972.24,30
2023-06-11,Dunkerque,Magasin,Bricolage,Peinture 5L,2,609.0,0.0,1218.0,650.92,403
2023-06-12,Amiens,Magasin,Sport,Tapis yoga,5,658.36,0.0,3291.8,1763.55,130
2023-06-12,En ligne,E-commerce,Sport,Vélo VTT,1,545.21,0.0,545.21,234.5,375
2023-06-12,Lille,Magasin,Maison,Couette 220x240,2,224.09,0.05,425.77,158.37,524
2023-06-12,Tourcoing,Magasin,Maison,Canapé 3 places,3,246.23,0.0,738.69,170.64,586
2023-06-12,Tourcoing,Magasin,Électroménager,Micro-ondes,2,453.16,0.0,906.32,343.12,114
2023-06-12,Dunkerque,Magasin,Mode,Jean homme,4,272.27,0.05,1034.63,314.03,500
2023-06-12,En ligne,E-commerce,Sport,Raquette tennis,2,706.19,0.0,1412.38,724.08,379
2023-06-12,Roubaix,Magasin,Maison,Rideau occultant,5,101.21,0.0,506.05,224.45,344
2023-06-12,Tourcoing,Magasin,Bricolage,Échelle alu,3,354.67,0.0,1064.01,505.2,156
2023-06-12,Roubaix,Magasin,Sport,Maillot bain,4,350.77,0.0,1403.08,797.2,88
2023-06-12,Dunkerque,Magasin,Maison,Étagère bois,2,279.59,0.0,559.18,178.24,292
2023-06-12,Amiens,Magasin,Mode,T-shirt coton,4,504.67,0.0,2018.68,800.92,206
2023-06-12,Roubaix,Magasin,Maison,Lampe LED,3,134.22,0.0,402.66,204.84,198
2023-06-12,Amiens,Magasin,Sport,Tapis yoga,5,658.36,0.2,2633.44,1105.19,206
2023-06-12,En ligne,E-commerce,Mode,Pull laine,2,884.49,0.0,1768.98,992.12,541
2023-06-13,En ligne,E-commerce,Mode,Baskets ville,2,460.51,0.0,921.02,296.1,423
2023-06-13,Tourcoing,Magasin,Maison,Canapé 3 places,1,246.23,0.05,233.92,44.57,107
2023-06-13,Roubaix,Magasin,Bricolage,Boîte à outils,3,83.21,0.0,249.63,68.97,365
2023-06-13,En ligne,E-commerce,Électroménager,Réfrigérateur,3,387.37,0.0,1162.11,338.34,315
2023-06-13,Lille,Magasin,Mode,Veste hiver,4,655.99,0.0,2623.96,1296.32,352
2023-06-13,Dunkerque,Magasin,Maison,Lampe LED,1,134.22,0.0,134.22,68.28,137
2023-06-13,En ligne,E-commerce,Maison,Couette 220x240,4,224.09,0.0,896.36,361.56,569
2023-06-13,Roubaix,Magasin,Électroménager,Réfrigérateur,1,387.37,0.05,368.0,93.41,4
2023-06-13,Tourcoing,Magasin,Mode,Veste hiver,2,655.99,0.1,1180.78,516.96,450
2023-06-13,Lille,Magasin,Sport,Chaussures running,1,569.53,0.0,569.53,310.2,149
2023-06-13,Lille,Magasin,Bricolage,Peinture 5L,2,609.0,0.0,1218.0,650.92,492
2023-06-13,Valenciennes,Magasin,Mode,Robe été,6,296.52,0.0,1779.12,434.76,462
2023-06-13,Lille,Magasin,Sport,Chaussures running,3,569.53,0.0,1708.59,930.6,77
2023-06-13,En ligne,E-commerce,Sport,Vélo VTT,1,545.21,0.0,545.21,234.5,555
2023-06-14,Dunkerque,Magasin,Maison,Canapé 3 places,3,246.23,0.0,738.69,170.64,462
2023-06-14,Dunkerque,Magasin,Électroménager,Robot cuiseur,2,249.97,0.0,499.94,183.84,364
2023-06-14,Amiens,Magasin,Maison,Lampe LED,3,134.22,0.05,382.53,184.71,547
2023-06-14,En ligne,E-commerce,Électroménager,Micro-ondes,3,453.16,0.1,1223.53,378.73,491
2023-06-14,Roubaix,Magasin,Maison,Étagère bois,1,279.59,0.0,279.59,89.12,430
2023-06-14,Dunkerque,Magasin,Mode,Pull laine,1,884.49,0.0,884.49,496.06,409
2023-06-14,Lille,Magasin,Sport,Vélo VTT,1,545.21,0.0,545.21,234.5,369
2023-06-14,En ligne,E-commerce,Sport,Ballon foot,3,100.1,0.0,300.3,173.7,315
2023-06-14,Valenciennes,Magasin,Sport,Chaussures running,3,569.53,0.0,1708.59,930.6,98
2023-06-14,Roubaix,Magasin,Électroménager,Robot cuiseur,2,249.97,0.0,499.94,183.84,19
2023-06-14,Valenciennes,Magasin,Bricolage,Peinture 5L,1,609.0,0.0,609.0,325.46,46
2023-06-14,Valenciennes,Magasin,Bricolage,Boîte à outils,6,83.21,0.0,499.26,137.94,306
2023-06-14,Tourcoing,Magasin,Mode,T-shirt coton,1,504.67,0.1,454.2,149.76,21
2023-06-14,Lille,Magasin,Mode,Baskets ville,3,460.51,0.05,1312.45,375.07,513
2023-06-14,Valenciennes,Magasin,Mode,Robe été,1,296.52,0.0,296.52,72.46,381
2023-06-14,Dunkerque,Magasin,Maison,Set casseroles,2,706.85,0.0,1413.7,815.34,51
2023-06-14,Roubaix,Magasin,Maison,Set casseroles,3,706.85,0.0,2120.55,1223.01,366
2023-06-14,Valenciennes,Magasin,Bricolage,Échelle alu,1,354.67,0.0,354.67,168.4,108
2023-06-14,Roubaix,Magasin,Maison,Set casseroles,2,706.85,0.0,1413.7,815.34,145
2023-06-14,Valenciennes,Magasin,Sport,Haltères 10kg,1,98.3,0.1,88.47,32.87,140
2023-06-14,En ligne,E-commerce,Électroménager,Réfrigérateur,6,387.37,0.05,2208.01,560.47,454
2023-06-14,Lille,Magasin,Maison,Set casseroles,2,706.85,0.1,1272.33,673.97,520
2023-06-15,Valenciennes,Magasin,Sport,Haltères 10kg,3,98.3,0.0,294.9,128.1,118
2023-06-15,Lille,Magasin,Maison,Lampe LED,4,134.22,0.0,536.88,273.12,196
2023-06-15,Amiens,Magasin,Sport,Vélo VTT,2,545.21,0.0,1090.42,469.0,137
2023-06-15,Lille,Magasin,Maison,Lampe LED,5,134.22,0.0,671.1,341.4,455
2023-06-15,Lille,Magasin,Bricolage,Boîte à outils,2,83.21,0.0,166.42,45.98,29
2023-06-15,Roubaix,Magasin,Sport,Tapis yoga,2,658.36,0.0,1316.72,705.42,218
2023-06-15,Tourcoing,Magasin,Mode,T-shirt coton,2,504.67,0.1,908.41,299.53,421
2023-06-15,Roubaix,Magasin,Sport,Chaussures running,3,569.53,0.0,1708.59,930.6,389
2023-06-15,Lille,Magasin,Maison,Couette 220x240,5,224.09,0.0,1120.45,451.95,59
2023-06-15,Valenciennes,Magasin,Bricolage,Échelle alu,1,354.67,0.0,354.67,168.4,504
2023-06-15,Lille,Magasin,Sport,Haltères 10kg,2,98.3,0.0,196.6,85.4,391
2023-06-15,Roubaix,Magasin,Maison,Set casseroles,3,706.85,0.0,2120.55,1223.01,272
2023-06-15,Roubaix,Magasin,Électroménager,Cafetière,2,392.24,0.0,784.48,429.12,135
2023-06-15,Lille,Magasin,Maison,Étagère bois,2,279.59,0.05,531.22,150.28,382
2023-06-15,En ligne,E-commerce,Maison,Lampe LED,2,134.22,0.0,268.44,136.56,591
2023-06-16,Dunkerque,Magasin,Sport,Tapis yoga,3,658.36,0.0,1975.08,1058.13,133
2023-06-16,Tourcoing,Magasin,Sport,Maillot bain,2,350.77,0.0,701.54,398.6,598
2023-06-16,Amiens,Magasin,Bricolage,Perceuse,2,105.66,0.0,211.32,43.4,128
2023-06-16,Dunkerque,Magasin,Électroménager,Réfrigérateur,2,387.37,0.0,774.74,225.56,182
2023-06-16,Valenciennes,Magasin,Mode,Jean homme,5,272.27,0.0,1361.35,460.6,331
2023-06-16,Dunkerque,Magasin,Électroménager,Micro-ondes,2,453.16,0.0,906.32,343.12,242
2023-06-16,Dunkerque,Magasin,Maison,Canapé 3 places,1,246.23,0.2,196.98,7.63,406
2023-06-16,Amiens,Magasin,Mode,Pull laine,5,884.49,0.0,4422.45,2480.3,58
2023-06-16,Amiens,Magasin,Sport,Maillot bain,3,350.77,0.0,1052.31,597.9,528
2023-06-16,En ligne,E-commerce,Sport,Chaussures running,3,569.53,0.0,1708.59,930.6,103
2023-06-16,Amiens,Magasin,Mode,T-shirt coton,5,504.67,0.0,2523.35,1001.15,199
2023-06-16,Dunkerque,Magasin,Maison,Lampe LED,5,134.22,0.0,671.1,341.4,312
2023-06-16,Tourcoing,Magasin,Maison,Lampe LED,3,134.22,0.0,402.66,204.84,111
2023-06-16,Roubaix,Magasin,Bricolage,Tournevis set,2,636.28,0.0,1272.56,640.88,501
2023-06-16,Amiens,Magasin,Bricolage,Peinture 5L,2,609.0,0.0,1218.0,650.92,83
2023-06-16,Amiens,Magasin,Mode,Pull laine,3,884.49,0.0,2653.47,1488.18,411
2023-06-16,Amiens,Magasin,Mode,Robe été,1,296.52,0.0,296.52,72.46,157
2023-06-17,En ligne,E-commerce,Mode,Jean homme,5,272.27,0.0,1361.35,460.6,91
2023-06-17,Lille,Magasin,Bricolage,Tournevis set,4,636.28,0.0,2545.12,1281.76,598
2023-06-17,Lille,Magasin,Bricolage,Échelle alu,2,354.67,0.0,709.34,336.8,145
2023-06-17,En ligne,E-commerce,Mode,T-shirt coton,4,504.67,0.0,2018.68,800.92,494
2023-06-17,Tourcoing,Magasin,Maison,Canapé 3 places,2,246.23,0.0,492.46,113.76,417
2023-06-17,Roubaix,Magasin,Maison,Couette 220x240,1,224.09,0.0,224.09,90.39,280
2023-06-17,Lille,Magasin,Bricolage,Tournevis set,1,636.28,0.0,636.28,320.44,257
2023-06-17,Lille,Magasin,Sport,Tapis yoga,4,658.36,0.0,2633.44,1410.84,436
2023-06-17,Roubaix,Magasin,Mode,Veste hiver,1,655.99,0.0,655.99,324.08,459
2023-06-17,Lille,Magasin,Sport,Raquette tennis,1,706.19,0.0,706.19,362.04,320
2023-06-17,Valenciennes,Magasin,Maison,Rideau occultant,1,101.21,0.0,101.21,44.89,135
2023-06-18,En ligne,E-commerce,Maison,Rideau occultant,1,101.21,0.0,101.21,44.89,577
2023-06-18,Lille,Magasin,Sport,Chaussures running,1,569.53,0.0,569.53,310.2,342
2023-06-18,Lille,Magasin,Électroménager,Robot cuiseur,3,249.97,0.05,712.41,238.26,507
2023-06-18,Amiens,Magasin,Sport,Vélo VTT,5,545.21,0.0,2726.05,1172.5,583
2023-06-18,En ligne,E-commerce,Sport,Maillot bain,1,350.77,0.0,350.77,199.3,376
2023-06-18,En ligne,E-commerce,Sport,Raquette tennis,3,706.19,0.0,2118.57,1086.12,148
2023-06-18,Tourcoing,Magasin,Maison,Canapé 3 places,2,246.23,0.0,492.46,113.76,307
2023-06-18,En ligne,E-commerce,Électroménager,Micro-ondes,4,453.16,0.05,1722.01,595.61,282
2023-06-18,En ligne,E-commerce,Bricolage,Peinture 5L,3,609.0,0.0,1827.0,976.38,410
