vente_id,date_id,magasin_id,produit_id,client_id,quantite,prix_unitaire,remise,montant,marge
2328,20230523,7,1,24,3,545.21,0.0,1635.63,703.5
2329,20230523,6,17,439,1,224.09,0.0,224.09,90.39
2330,20230523,1,10,192,6,655.99,0.05,3739.14,1747.68
2331,20230523,5,9,506,3,296.52,0.0,889.56,217.38
2332,20230523,4,19,539,6,101.21,0.1,546.53,208.61
2333,20230523,7,12,193,1,884.49,0.0,884.49,496.06
2334,20230523,3,17,424,2,224.09,0.0,448.18,180.78
2335,20230523,1,17,591,4,224.09,0.05,851.54,316.74
2336,20230523,3,13,386,1,460.51,0.0,460.51,148.05
2337,20230523,2,16,78,3,706.85,0.0,2120.55,1223.01
2338,20230523,3,5,306,4,98.3,0.1,353.88,131.48
2339,20230523,2,3,535,2,100.1,0.0,200.2,115.8
2340,20230523,1,7,591,1,569.53,0.2,455.62,196.29
2341,20230523,1,14,422,3,246.23,0.0,738.69,170.64
2342,20230523,4,14,119,2,246.23,0.0,492.46,113.76
2343,20230523,1,29,425,2,354.67,0.0,709.34,336.8
2344,20230523,1,8,149,1,272.27,0.05,258.66,78.51
2345,20230523,5,17,401,2,224.09,0.2,358.54,91.14
2346,20230523,6,30,101,3,83.21,0.0,249.63,68.97
2347,20230524,1,22,103,6,453.16,0.0,2718.96,1029.36
2348,20230524,2,21,333,2,392.24,0.0,784.48,429.12
2349,20230524,7,6,407,5,350.77,0.0,1753.85,996.5
2350,20230524,4,6,182,5,350.77,0.0,1753.85,996.5
2351,20230524,1,1,128,2,545.21,0.0,1090.42,469.0
2352,20230524,1,28,57,4,609.0,0.0,2436.0,1301.84
2353,20230524,7,16,27,1,706.85,0.1,636.17,336.99
2354,20230524,4,24,261,1,249.97,0.0,249.97,91.92
2355,20230524,1,10,111,4,655.99,0.0,2623.96,1296.32
2356,20230524,1,11,8,3,504.67,0.0,1514.01,600.69
2357,20230524,1,20,209,3,191.18,0.2,458.83,174.94
2358,20230524,4,30,347,5,83.21,0.0,416.05,114.95
2359,20230524,5,15,37,1,134.22,0.0,134.22,68.28
2360,20230524,4,10,203,3,655.99,0.2,1574.38,578.65
2361,20230524,6,7,216,1,569.53,0.05,541.05,281.72
2362,20230525,7,27,244,1,636.28,0.0,636.28,320.44
2363,20230525,5,26,565,2,105.66,0.0,211.32,43.4
2364,20230525,4,18,385,2,279.59,0.0,559.18,178.24
2365,20230525,3,7,435,3,569.53,0.0,1708.59,930.6
2366,20230525,1,21,515,2,392.24,0.0,784.48,429.12
2367,20230525,7,1,94,1,545.21,0.0,545.21,234.5
2368,20230525,6,22,94,3,453.16,0.0,1359.48,514.68
2369,20230525,6,28,38,3,609.0,0.0,1827.0,976.38
2370,20230525,6,19,158,3,101.21,0.0,303.63,134.67
2371,20230525,2,18,56,1,279.59,0.0,279.59,89.12
2372,20230525,6,9,391,5,296.52,0.0,1482.6,362.3
2373,20230525,3,6,437,3,350.77,0.0,1052.31,597.9
2374,20230525,1,28,443,1,609.0,0.05,578.55,295.01
2375,20230525,5,24,508,5,249.97,0.0,1249.85,459.6
2376,20230525,3,1,266,4,545.21,0.0,2180.84,938.0
2377,20230525,2,21,351,4,392.24,0.0,1568.96,858.24
2378,20230525,1,13,431,2,460.51,0.05,874.97,250.05
2379,20230525,7,30,350,1,83.21,0.0,83.21,22.99
2380,20230525,7,2,90,5,706.19,0.0,3530.95,1810.2
2381,20230525,4,18,284,1,279.59,0.0,279.59,89.12
2382,20230525,3,28,266,2,609.0,0.0,1218.0,650.92
2383,20230525,4,22,253,1,453.16,0.0,453.16,171.56
2384,20230525,3,15,471,2,134.22,0.2,214.75,82.87
2385,20230526,3,26,390,4,105.66,0.0,422.64,86.8
2386,20230526,4,2,420,4,706.19,0.0,2824.76,1448.16
2387,20230526,2,3,95,4,100.1,0.0,400.4,231.6
2388,20230526,3,26,349,2,105.66,0.0,211.32,43.4
2389,20230526,7,30,110,3,83.21,0.0,249.63,68.97
2390,20230526,5,11,521,1,504.67,0.0,504.67,200.23
2391,20230526,3,27,142,2,636.28,0.05,1208.93,577.25
2392,20230526,6,29,280,1,354.67,0.0,354.67,168.4
2393,20230526,7,30,71,3,83.21,0.0,249.63,68.97
2394,20230526,4,2,155,3,706.19,0.0,2118.57,1086.12
2395,20230526,7,5,50,2,98.3,0.0,196.6,85.4
2396,20230526,2,11,193,3,504.67,0.0,1514.01,600.69
2397,20230527,6,12,77,3,884.49,0.05,2520.8,1355.51
2398,20230527,1,4,569,6,658.36,0.0,3950.16,2116.26
2399,20230527,6,21,542,3,392.24,0.05,1117.88,584.84
2400,20230527,2,6,20,3,350.77,0.0,1052.31,597.9
2401,20230527,3,14,124,2,246.23,0.0,492.46,113.76
2402,20230527,2,27,110,3,636.28,0.05,1813.4,865.88
2403,20230527,5,16,477,4,706.85,0.05,2686.03,1489.31
2404,20230527,2,10,179,1,655.99,0.05,623.19,291.28
2405,20230527,3,23,479,3,726.04,0.0,2178.12,1176.9
2406,20230527,1,8,446,2,272.27,0.0,544.54,184.24
2407,20230527,4,29,165,1,354.67,0.0,354.67,168.4
2408,20230527,1,21,433,3,392.24,0.0,1176.72,643.68
2409,20230527,3,18,142,1,279.59,0.0,279.59,89.12
2410,20230527,2,8,567,3,272.27,0.0,816.81,276.36
2411,20230527,5,24,152,5,249.97,0.2,999.88,209.63
2412,20230527,4,18,27,3,279.59,0.1,754.89,183.48
2413,20230527,5,22,482,1,453.16,0.0,453.16,171.56
2414,20230528,6,15,501,2,134.22,0.0,268.44,136.56
2415,20230528,2,9,234,5,296.52,0.0,1482.6,362.3
2416,20230528,4,5,474,5,98.3,0.0,491.5,213.5
2417,20230528,7,9,339,2,296.52,0.0,593.04,144.92
2418,20230528,1,12,130,2,884.49,0.0,1768.98,992.12
2419,20230528,1,2,452,5,706.19,0.0,3530.95,1810.2
2420,20230528,3,9,161,1,296.52,0.0,296.52,72.46
2421,20230528,3,18,504,5,279.59,0.1,1258.16,305.8
2422,20230528,1,13,444,4,460.51,0.1,1657.84,408.0
2423,20230528,4,15,211,5,134.22,0.0,671.1,341.4
2424,20230528,5,10,486,1,655.99,0.0,655.99,324.08
2425,20230528,2,10,393,2,655.99,0.0,1311.98,648.16
2426,20230528,1,4,396,5,658.36,0.0,3291.8,1763.55
2427,20230528,5,14,15,1,246.23,0.0,246.23,56.88
2428,20230528,4,10,386,1,655.99,0.0,655.99,324.08
2429,20230528,4,23,64,1,726.04,0.0,726.04,392.3
2430,20230528,7,18,514,3,279.59,0.1,754.89,183.48
2431,20230528,1,8,301,5,272.27,0.1,1225.21,324.46
2432,20230528,1,7,376,2,569.53,0.05,1082.11,563.45
2433,20230528,5,11,480,2,504.67,0.0,1009.34,400.46
2434,20230528,7,6,171,5,350.77,0.0,1753.85,996.5
2435,20230529,2,21,335,1,392.24,0.0,392.24,214.56
2436,20230529,7,3,113,1,100.1,0.0,100.1,57.9
2437,20230529,7,10,9,2,655.99,0.0,1311.98,648.16
2438,20230529,1,30,112,2,83.21,0.0,166.42,45.98
2439,20230529,7,18,403,5,279.59,0.0,1397.95,445.6
2440,20230529,1,8,159,1,272.27,0.0,272.27,92.12
2441,20230529,4,30,74,1,83.21,0.1,74.89,14.67
2442,20230529,2,1,82,4,545.21,0.0,2180.84,938.0
2443,20230529,1,19,331,1,101.21,0.0,101.21,44.89
2444,20230529,2,25,361,3,387.37,0.05,1104.0,280.23
2445,20230529,1,14,315,2,246.23,0.05,467.84,89.14
2446,20230529,2,30,246,3,83.21,0.0,249.63,68.97
2447,20230530,3,18,408,1,279.59,0.0,279.59,89.12
2448,20230530,1,20,300,1,191.18,0.0,191.18,96.55
2449,20230530,2,21,532,3,392.24,0.1,1059.05,526.01
2450,20230530,6,4,264,1,658.36,0.0,658.36,352.71
2451,20230530,1,8,377,1,272.27,0.0,272.27,92.12
2452,20230530,5,4,54,2,658.36,0.0,1316.72,705.42
2453,20230530,2,8,542,1,272.27,0.0,272.27,92.12
2454,20230530,2,14,271,1,246.23,0.0,246.23,56.88
2455,20230530,5,7,249,4,569.53,0.0,2278.12,1240.8
2456,20230530,5,17,241,2,224.09,0.0,448.18,180.78
2457,20230530,7,5,577,2,98.3,0.0,196.6,85.4
2458,20230530,3,6,186,2,350.77,0.0,701.54,398.6
2459,20230530,3,21,470,1,392.24,0.0,392.24,214.56
2460,20230530,3,8,546,1,272.27,0.0,272.27,92.12
2461,20230530,5,15,461,5,134.22,0.0,671.1,341.4
2462,20230531,6,2,177,1,706.19,0.0,706.19,362.04
2463,20230531,2,18,174,1,279.59,0.0,279.59,89.12
2464,20230531,1,17,559,4,224.09,0.0,896.36,361.56
2465,20230531,4,21,241,3,392.24,0.0,1176.72,643.68
2466,20230531,7,30,156,4,83.21,0.0,332.84,91.96
2467,20230531,3,15,50,4,134.22,0.0,536.88,273.12
2468,20230531,1,4,5,1,658.36,0.0,658.36,352.71
2469,20230531,3,14,220,3,246.23,0.1,664.82,96.77
2470,20230531,5,5,246,3,98.3,0.0,294.9,128.1
2471,20230531,1,5,498,2,98.3,0.0,196.6,85.4
2472,20230531,4,7,448,4,569.53,0.1,2050.31,1012.99
2473,20230531,2,8,254,2,272.27,0.0,544.54,184.24
2474,20230531,6,16,406,5,706.85,0.0,3534.25,2038.35
2475,20230531,5,19,376,2,101.21,0.0,202.42,89.78
2476,20230531,2,28,160,3,609.0,0.0,1827.0,976.38
2477,20230531,6,22,23,1,453.16,0.2,362.53,80.93
2478,20230531,7,27,596,2,636.28,0.0,1272.56,640.88
2479,20230531,2,10,588,2,655.99,0.1,1180.78,516.96
2480,20230601,6,19,342,1,101.21,0.0,101.21,44.89
2481,20230601,6,1,352,3,545.21,0.0,1635.63,703.5
2482,20230601,2,3,299,2,100.1,0.05,190.19,105.79
2483,20230601,6,9,436,5,296.52,0.0,1482.6,362.3
2484,20230601,5,21,226,3,392.24,0.0,1176.72,643.68
2485,20230601,7,24,481,3,249.97,0.0,749.91,275.76
2486,20230601,6,19,69,3,101.21,0.0,303.63,134.67
2487,20230601,3,23,94,3,726.04,0.0,2178.12,1176.9
2488,20230601,2,3,498,2,100.1,0.2,160.16,75.76
2489,20230601,4,14,549,4,246.23,0.0,984.92,227.52
2490,20230601,6,11,395,4,504.67,0.0,2018.68,800.92
2491,20230601,3,18,349,2,279.59,0.0,559.18,178.24
2492,20230602,2,9,135,1,296.52,0.0,296.52,72.46
2493,20230602,1,9,332,3,296.52,0.0,889.56,217.38
2494,20230602,1,16,274,2,706.85,0.0,1413.7,815.34
2495,20230602,1,7,15,1,569.53,0.0,569.53,310.2
2496,20230602,2,24,253,1,249.97,0.2,199.98,41.93
2497,20230602,6,8,45,3,272.27,0.1,735.13,194.68
2498,20230602,4,12,583,3,884.49,0.0,2653.47,1488.18
2499,20230602,3,29,331,5,354.67,0.0,1773.35,842.0
2500,20230602,6,7,506,1,569.53,0.0,569.53,310.2
2501,20230602,7,21,53,1,392.24,0.0,392.24,214.56
2502,20230602,6,5,402,2,98.3,0.0,196.6,85.4
2503,20230602,1,4,562,1,658.36,0.0,658.36,352.71
2504,20230602,4,8,130,1,272.27,0.1,245.04,64.89
2505,20230602,1,29,92,1,354.67,0.1,319.2,132.93
2506,20230602,1,9,329,1,296.52,0.0,296.52,72.46
2507,20230603,4,22,436,1,453.16,0.0,453.16,171.56
2508,20230603,4,29,123,5,354.67,0.0,1773.35,842.0
2509,20230603,6,6,256,1,350.77,0.0,350.77,199.3
2510,20230603,1,25,419,4,387.37,0.0,1549.48,451.12
2511,20230603,5,11,235,1,504.67,0.0,504.67,200.23
2512,20230603,4,1,455,2,545.21,0.0,1090.42,469.0
2513,20230603,2,27,188,2,636.28,0.0,1272.56,640.88
2514,20230603,1,25,530,5,387.37,0.0,1936.85,563.9
2515,20230603,6,5,192,1,98.3,0.0,98.3,42.7
2516,20230603,5,14,443,1,246.23,0.0,246.23,56.88
2517,20230603,3,25,521,3,387.37,0.0,1162.11,338.34
2518,20230603,7,23,357,4,726.04,0.1,2613.74,1278.78
2519,20230603,1,17,165,3,224.09,0.0,672.27,271.17
2520,20230603,1,12,71,2,884.49,0.0,1768.98,992.12
2521,20230603,2,16,455,2,706.85,0.0,1413.7,815.34
2522,20230603,7,15,234,3,134.22,0.2,322.13,124.31
2523,20230603,2,4,539,3,658.36,0.2,1580.06,663.11
2524,20230603,2,5,159,3,98.3,0.0,294.9,128.1
2525,20230603,1,4,135,1,658.36,0.0,658.36,352.71
2526,20230603,1,29,338,2,354.67,0.0,709.34,336.8
2527,20230603,4,9,256,1,296.52,0.1,266.87,42.81
2528,20230603,6,20,267,2,191.18,0.0,382.36,193.1
2529,20230603,1,4,9,2,658.36,0.1,1185.05,573.75
2530,20230603,4,20,26,2,191.18,0.0,382.36,193.1
2531,20230604,4,8,249,3,272.27,0.0,816.81,276.36
2532,20230604,3,28,595,1,609.0,0.0,609.0,325.46
2533,20230604,3,2,431,5,706.19,0.0,3530.95,1810.2
2534,20230604,4,8,565,5,272.27,0.0,1361.35,460.6
2535,20230604,1,9,484,1,296.52,0.0,296.52,72.46
2536,20230604,6,25,211,1,387.37,0.2,309.9,35.31
2537,20230604,4,22,361,3,453.16,0.0,1359.48,514.68
2538,20230604,5,6,75,5,350.77,0.0,1753.85,996.5
2539,20230604,1,6,170,5,350.77,0.1,1578.46,821.11
2540,20230604,2,16,392,1,706.85,0.0,706.85,407.67
2541,20230604,1,6,49,3,350.77,0.0,1052.31,597.9
2542,20230604,5,16,251,1,706.85,0.0,706.85,407.67
2543,20230604,6,18,105,3,279.59,0.05,796.83,225.42
2544,20230604,4,28,421,5,609.0,0.05,2892.75,1475.05
2545,20230604,6,15,98,6,134.22,0.0,805.32,409.68
2546,20230604,6,6,409,2,350.77,0.0,701.54,398.6
2547,20230604,2,29,394,1,354.67,0.0,354.67,168.4
2548,20230604,4,6,513,5,350.77,0.0,1753.85,996.5
2549,20230604,6,24,171,3,249.97,0.0,749.91,275.76
2550,20230605,6,11,577,4,504.67,0.1,1816.81,599.05
2551,20230605,1,7,237,2,569.53,0.0,1139.06,620.4
2552,20230605,3,6,144,3,350.77,0.0,1052.31,597.9
2553,20230605,4,11,495,5,504.67,0.0,2523.35,1001.15
2554,20230605,4,21,475,2,392.24,0.1,706.03,350.67
2555,20230605,2,22,274,1,453.16,0.1,407.84,126.24
2556,20230605,5,16,352,1,706.85,0.0,706.85,407.67
2557,20230605,4,2,327,2,706.19,0.0,1412.38,724.08
2558,20230605,2,23,17,4,726.04,0.0,2904.16,1569.2
2559,20230606,4,21,580,5,392.24,0.0,1961.2,1072.8
2560,20230606,6,25,51,1,387.37,0.2,309.9,35.31
2561,20230606,2,24,232,1,249.97,0.0,249.97,91.92
2562,20230606,2,17,267,2,224.09,0.0,448.18,180.78
2563,20230606,2,11,518,1,504.67,0.0,504.67,200.23
2564,20230606,5,26,420,5,105.66,0.0,528.3,108.5
2565,20230606,7,25,394,5,387.37,0.0,1936.85,563.9
2566,20230606,2,23,226,2,726.04,0.0,1452.08,784.6
2567,20230606,2,27,533,6,636.28,0.0,3817.68,1922.64
2568,20230606,7,12,563,3,884.49,0.0,2653.47,1488.18
2569,20230606,4,6,114,4,350.77,0.0,1403.08,797.2
2570,20230606,4,30,205,1,83.21,0.0,83.21,22.99
2571,20230606,4,26,75,2,105.66,0.0,211.32,43.4
2572,20230606,1,23,203,3,726.04,0.0,2178.12,1176.9
2573,20230606,7,10,494,3,655.99,0.05,1869.57,873.84
2574,20230606,1,7,534,1,569.53,0.1,512.58,253.25
2575,20230607,5,30,294,2,83.21,0.2,133.14,12.7
2576,20230607,6,10,344,3,655.99,0.0,1967.97,972.24
2577,20230607,1,12,401,5,884.49,0.0,4422.45,2480.3
2578,20230607,4,26,290,2,105.66,0.0,211.32,43.4
2579,20230607,1,23,226,4,726.04,0.0,2904.16,1569.2
2580,20230607,6,25,259,2,387.37,0.0,774.74,225.56
2581,20230607,6,4,270,3,658.36,0.0,1975.08,1058.13
2582,20230607,4,17,297,4,224.09,0.0,896.36,361.56
2583,20230607,1,9,558,2,296.52,0.0,593.04,144.92
2584,20230607,4,27,316,2,636.28,0.0,1272.56,640.88
2585,20230607,4,16,476,2,706.85,0.0,1413.7,815.34
2586,20230607,3,18,555,1,279.59,0.1,251.63,61.16
2587,20230607,2,22,389,4,453.16,0.05,1722.01,595.61
2588,20230607,5,1,479,1,545.21,0.0,545.21,234.5
2589,20230607,1,15,557,2,134.22,0.0,268.44,136.56
2590,20230607,1,24,300,1,249.97,0.0,249.97,91.92
2591,20230608,1,10,451,1,655.99,0.0,655.99,324.08
2592,20230608,6,28,341,4,609.0,0.0,2436.0,1301.84
2593,20230608,4,29,435,1,354.67,0.0,354.67,168.4
2594,20230608,6,25,68,1,387.37,0.0,387.37,112.78
2595,20230608,6,17,22,1,224.09,0.0,224.09,90.39
2596,20230608,1,25,365,4,387.37,0.05,1472.01,373.65
2597,20230608,1,22,291,3,453.16,0.05,1291.51,446.71
2598,20230608,7,5,400,2,98.3,0.1,176.94,65.74
2599,20230608,3,23,181,2,726.04,0.0,1452.08,784.6
2600,20230608,1,28,20,1,609.0,0.0,609.0,325.46
2601,20230609,1,22,122,2,453.16,0.0,906.32,343.12
2602,20230609,4,20,182,1,191.18,0.0,191.18,96.55
2603,20230609,6,9,446,3,296.52,0.0,889.56,217.38
2604,20230609,1,17,485,3,224.09,0.0,672.27,271.17
2605,20230609,7,20,356,3,191.18,0.0,573.54,289.65
2606,20230609,3,7,185,1,569.53,0.0,569.53,310.2
2607,20230609,3,13,496,1,460.51,0.0,460.51,148.05
2608,20230609,6,23,369,3,726.04,0.0,2178.12,1176.9
2609,20230609,2,7,533,2,569.53,0.0,1139.06,620.4
2610,20230609,1,25,187,2,387.37,0.1,697.27,148.09
2611,20230609,7,25,433,1,387.37,0.0,387.37,112.78
2612,20230609,6,23,63,4,726.04,0.05,2758.95,1423.99
2613,20230609,2,18,248,3,279.59,0.0,838.77,267.36
2614,20230609,3,11,95,3,504.67,0.0,1514.01,600.69
2615,20230609,2,13,553,2,460.51,0.05,874.97,250.05
2616,20230609,6,30,143,1,83.21,0.0,83.21,22.99
2617,20230610,1,3,300,1,100.1,0.0,100.1,57.9
2618,20230610,1,22,423,3,453.16,0.0,1359.48,514.68
2619,20230610,1,20,479,2,191.18,0.0,382.36,193.1
2620,20230610,6,30,200,1,83.21,0.0,83.21,22.99
2621,20230610,4,22,221,3,453.16,0.0,1359.48,514.68
2622,20230610,3,25,394,3,387.37,0.2,929.69,105.92
2623,20230610,1,8,588,2,272.27,0.05,517.31,157.01
2624,20230610,4,3,32,2,100.1,0.0,200.2,115.8
2625,20230610,3,21,294,3,392.24,0.0,1176.72,643.68
2626,20230610,5,27,224,3,636.28,0.0,1908.84,961.32
2627,20230610,7,6,413,1,350.77,0.0,350.77,199.3
2628,20230610,5,29,560,3,354.67,0.05,1010.81,452.0
2629,20230610,1,6,265,2,350.77,0.05,666.46,363.52
2630,20230610,6,12,208,2,884.49,0.0,1768.98,992.12
2631,20230610,2,16,192,2,706.85,0.05,1343.02,744.65
2632,20230610,4,6,271,1,350.77,0.0,350.77,199.3
2633,20230610,7,27,309,1,636.28,0.0,636.28,320.44
2634,20230610,1,14,544,4,246.23,0.0,984.92,227.52
2635,20230610,2,5,538,3,98.3,0.0,294.9,128.1
2636,20230611,4,28,403,2,609.0,0.0,1218.0,650.92
2637,20230611,4,8,598,2,272.27,0.0,544.54,184.24
2638,20230611,3,20,257,4,191.18,0.0,764.72,386.2
2639,20230611,4,15,280,3,134.22,0.0,402.66,204.84
2640,20230611,1,30,192,3,83.21,0.0,249.63,68.97
2641,20230611,2,7,357,3,569.53,0.2,1366.87,588.88
2642,20230611,3,5,522,1,98.3,0.0,98.3,42.7
2643,20230611,3,8,59,2,272.27,0.0,544.54,184.24
2644,20230611,2,6,489,2,350.77,0.0,701.54,398.6
2645,20230611,2,10,30,3,655.99,0.0,1967.97,972.24
2646,20230611,2,25,404,2,387.37,0.0,774.74,225.56
2647,20230611,3,30,547,6,83.21,0.0,499.26,137.94
2648,20230611,5,19,470,3,101.21,0.05,288.45,119.49
2649,20230611,6,13,56,2,460.51,0.0,921.02,296.1
2650,20230611,5,6,511,3,350.77,0.1,947.08,492.67
2651,20230611,2,20,484,3,191.18,0.0,573.54,289.65
2652,20230611,1,26,45,1,105.66,0.0,105.66,21.7
2653,20230611,6,20,490,1,191.18,0.0,191.18,96.55
2654,20230611,1,9,280,2,296.52,0.0,593.04,144.92
2655,20230611,1,20,325,4,191.18,0.0,764.72,386.2
2656,20230611,2,20,396,4,191.18,0.05,726.48,347.96
2657,20230612,6,4,206,5,658.36,0.2,2633.44,1105.19
2658,20230612,2,15,198,3,134.22,0.0,402.66,204.84
2659,20230612,6,11,206,4,504.67,0.0,2018.68,800.92
2660,20230612,4,18,292,2,279.59,0.0,559.18,178.24
2661,20230612,2,6,88,4,350.77,0.0,1403.08,797.2
2662,20230612,2,19,344,5,101.21,0.0,506.05,224.45
2663,20230612,3,29,156,3,354.67,0.0,1064.01,505.2
2664,20230612,7,12,541,2,884.49,0.0,1768.98,992.12
2665,20230612,7,2,379,2,706.19,0.0,1412.38,724.08
2666,20230612,6,4,130,5,658.36,0.0,3291.8,1763.55
2667,20230612,7,1,375,1,545.21,0.0,545.21,234.5
2668,20230612,4,8,500,4,272.27,0.05,1034.63,314.03
2669,20230612,3,14,586,3,246.23,0.0,738.69,170.64
2670,20230612,3,22,114,2,453.16,0.0,906.32,343.12
2671,20230612,1,17,524,2,224.09,0.05,425.77,158.37
2672,20230613,1,7,77,3,569.53,0.0,1708.59,930.6
2673,20230613,2,25,4,1,387.37,0.05,368.0,93.41
2674,20230613,5,9,462,6,296.52,0.0,1779.12,434.76
2675,20230613,1,28,492,2,609.0,0.0,1218.0,650.92
2676,20230613,1,7,149,1,569.53,0.0,569.53,310.2
2677,20230613,3,10,450,2,655.99,0.1,1180.78,516.96
2678,20230613,7,1,555,1,545.21,0.0,545.21,234.5
2679,20230613,7,17,569,4,224.09,0.0,896.36,361.56
2680,20230613,7,13,423,2,460.51,0.0,921.02,296.1
2681,20230613,4,15,137,1,134.22,0.0,134.22,68.28
2682,20230613,1,10,352,4,655.99,0.0,2623.96,1296.32
2683,20230613,7,25,315,3,387.37,0.0,1162.11,338.34
2684,20230613,2,30,365,3,83.21,0.0,249.63,68.97
2685,20230613,3,14,107,1,246.23,0.05,233.92,44.57
2686,20230614,3,11,21,1,504.67,0.1,454.2,149.76
2687,20230614,2,16,366,3,706.85,0.0,2120.55,1223.01
2688,20230614,5,9,381,1,296.52,0.0,296.52,72.46
2689,20230614,4,16,51,2,706.85,0.0,1413.7,815.34
2690,20230614,1,16,520,2,706.85,0.1,1272.33,673.97
2691,20230614,5,29,108,1,354.67,0.0,354.67,168.4
2692,20230614,2,16,145,2,706.85,0.0,1413.7,815.34
2693,20230614,5,5,140,1,98.3,0.1,88.47,32.87
2694,20230614,7,25,454,6,387.37,0.05,2208.01,560.47
2695,20230614,5,30,306,6,83.21,0.0,499.26,137.94
2696,20230614,1,13,513,3,460.51,0.05,1312.45,375.07
2697,20230614,5,28,46,1,609.0,0.0,609.0,325.46
2698,20230614,2,24,19,2,249.97,0.0,499.94,183.84
2699,20230614,5,7,98,3,569.53,0.0,1708.59,930.6
2700,20230614,7,3,315,3,100.1,0.0,300.3,173.7
2701,20230614,1,1,369,1,545.21,0.0,545.21,234.5
2702,20230614,4,12,409,1,884.49,0.0,884.49,496.06
2703,20230614,2,18,430,1,279.59,0.0,279.59,89.12
2704,20230614,7,22,491,3,453.16,0.1,1223.53,378.73
2705,20230614,6,15,547,3,134.22,0.05,382.53,184.71
2706,20230614,4,24,364,2,249.97,0.0,499.94,183.84
2707,20230614,4,14,462,3,246.23,0.0,738.69,170.64
2708,20230615,7,15,591,2,134.22,0.0,268.44,136.56
2709,20230615,1,18,382,2,279.59,0.05,531.22,150.28
2710,20230615,2,16,272,3,706.85,0.0,2120.55,1223.01
2711,20230615,1,5,391,2,98.3,0.0,196.6,85.4
2712,20230615,5,29,504,1,354.67,0.0,354.67,168.4
2713,20230615,1,17,59,5,224.09,0.0,1120.45,451.95
2714,20230615,2,21,135,2,392.24,0.0,784.48,429.12
2715,20230615,3,11,421,2,504.67,0.1,908.41,299.53
2716,20230615,5,5,118,3,98.3,0.0,294.9,128.1
2717,20230615,2,4,218,2,658.36,0.0,1316.72,705.42
2718,20230615,1,30,29,2,83.21,0.0,166.42,45.98
2719,20230615,1,15,455,5,134.22,0.0,671.1,341.4
2720,20230615,2,7,389,3,569.53,0.0,1708.59,930.6
2721,20230615,6,1,137,2,545.21,0.0,1090.42,469.0
2722,20230615,1,15,196,4,134.22,0.0,536.88,273.12
2723,20230616,6,6,528,3,350.77,0.0,1052.31,597.9
2724,20230616,6,12,411,3,884.49,0.0,2653.47,1488.18
2725,20230616,6,28,83,2,609.0,0.0,1218.0,650.92
2726,20230616,2,27,501,2,636.28,0.0,1272.56,640.88
2727,20230616,3,15,111,3,134.22,0.0,402.66,204.84
2728,20230616,4,15,312,5,134.22,0.0,671.1,341.4
2729,20230616,6,11,199,5,504.67,0.0,2523.35,1001.15
2730,20230616,7,7,103,3,569.53,0.0,1708.59,930.6
2731,20230616,6,9,157,1,296.52,0.0,296.52,72.46
2732,20230616,6,12,58,5,884.49,0.0,4422.45,2480.3
2733,20230616,4,14,406,1,246.23,0.2,196.98,7.63
2734,20230616,4,22,242,2,453.16,0.0,906.32,343.12
2735,20230616,5,8,331,5,272.27,0.0,1361.35,460.6
2736,20230616,4,25,182,2,387.37,0.0,774.74,225.56
2737,20230616,6,26,128,2,105.66,0.0,211.32,43.4
2738,20230616,3,6,598,2,350.77,0.0,701.54,398.6
2739,20230616,4,4,133,3,658.36,0.0,1975.08,1058.13
2740,20230617,1,2,320,1,706.19,0.0,706.19,362.04
2741,20230617,2,10,459,1,655.99,0.0,655.99,324.08
2742,20230617,1,4,436,4,658.36,0.0,2633.44,1410.84
2743,20230617,1,27,257,1,636.28,0.0,636.28,320.44
2744,20230617,5,19,135,1,101.21,0.0,101.21,44.89
2745,20230617,3,14,417,2,246.23,0.0,492.46,113.76
2746,20230617,7,11,494,4,504.67,0.0,2018.68,800.92
2747,20230617,1,29,145,2,354.67,0.0,709.34,336.8
2748,20230617,1,27,598,4,636.28,0.0,2545.12,1281.76
2749,20230617,7,8,91,5,272.27,0.0,1361.35,460.6
2750,20230617,2,17,280,1,224.09,0.0,224.09,90.39
2751,20230618,4,2,585,1,706.19,0.0,706.19,362.04
2752,20230618,5,4,335,2,658.36,0.0,1316.72,705.42
2753,20230618,6,28,201,3,609.0,0.0,1827.0,976.38
2754,20230618,1,8,271,2,272.27,0.0,544.54,184.24
2755,20230618,7,28,410,3,609.0,0.0,1827.0,976.38
2756,20230618,5,23,379,4,726.04,0.05,2758.95,1423.99
2757,20230618,7,22,282,4,453.16,0.05,1722.01,595.61
2758,20230618,3,14,307,2,246.23,0.0,492.46,113.76
2759,20230618,7,2,148,3,706.19,0.0,2118.57,1086.12
2760,20230618,7,6,376,1,350.77,0.0,350.77,199.3
2761,20230618,6,1,583,5,545.21,0.0,2726.05,1172.5
2762,20230618,1,24,507,3,249.97,0.05,712.41,238.26
2763,20230618,1,7,342,1,569.53,0.0,569.53,310.2
2764,20230618,7,19,577,1,101.21,0.0,101.21,44.89
2765,20230619,4,8,175,3,272.27,0.0,816.81,276.36
2766,20230619,6,7,565,3,569.53,0.0,1708.59,930.6
2767,20230619,5,7,112,2,569.53,0.0,1139.06,620.4
2768,20230619,7,22,483,2,453.16,0.0,906.32,343.12
2769,20230619,6,23,412,5,726.04,0.0,3630.2,1961.5
2770,20230619,6,19,507,5,101.21,0.0,506.05,224.45
